,DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr5,DFr5,PFr6,DFr6
24,75.0,42.0,35.5,196.5,90.0,11.5,47.3,27.5,11.8,5.0,,,,,R25,4.0,22.7,90.0,56.39,,,,,,,,,,
25,75.0,42.0,35.5,196.5,90.0,21.0,80.0,0.0,,,,,,,R26,6.3,57.0,109.0,60.5,128.0,60.48,76,53.94,,,,,,
26,75.0,42.0,35.5,196.5,90.0,21.0,80.0,2.0,,,,,,,R27,13.0,138.0,120.0,59.2,105.0,56.7,106,56.49,110.0,58.36,,,,
27,75.0,42.0,35.5,196.5,90.0,51.0,63.7,6.0,29.6,12.7,,,,,R28,4.8,27.5,108.0,61.28,130.0,59.34,,,,,,,,
28,75.0,42.0,35.5,196.5,90.0,51.0,63.7,8.5,44.4,14.7,,,,,R29,5.4,38.5,148.0,65.08,115.0,58.25,,,,,,,,
29,75.0,42.0,35.5,196.5,90.0,51.0,63.7,8.5,44.4,27.9,28.7,25.3,,,R30,8.6,72.5,79.0,48.01,136.0,62.86,112,61.82,,,,,,
30,75.0,42.0,35.5,196.5,90.0,51.0,63.7,8.5,44.4,27.9,28.7,48.8,,,R31,7.2,32.5,180.0,70.41,87.0,57.29,60,44.99,,,,,,
31,75.0,42.0,35.5,196.5,90.0,51.0,63.7,8.5,44.4,27.9,28.7,57.8,,,R32,9.2,78.5,142.0,63.75,146.0,63.74,179,66.38,,,,,,
32,75.0,42.0,35.5,196.5,90.0,51.0,63.7,8.5,44.4,55.4,20.4,15.8,,,R33,7.0,44.5,154.0,67.31,145.0,61.51,156,63.74,,,,,,
33,75.0,42.0,35.5,196.5,90.0,51.0,63.7,8.5,44.4,55.4,20.4,33.3,,,R34,5.6,29.5,117.0,58.73,70.0,48.55,,,,,,,,
34,75.0,42.0,35.5,196.5,90.0,51.0,64.7,8.5,45.4,55.4,20.4,37.8,,,R35,5.1,23.0,,,,,,,,,,,,
35,75.0,42.0,35.5,196.5,90.0,51.0,65.7,8.5,46.4,55.4,20.4,41.3,,,R36,6.4,46.2,,,,,,,,,,,,
36,75.0,38.0,37.0,36.0,51.9,4.0,29.7,0.0,,,,,,,R37,4.9,36.5,59.0,47.85,111.0,59.62,,,,,,,,
37,75.0,38.0,37.0,36.0,51.9,4.0,29.7,15.3,,,,,,,R38,9.1,117.7,59.0,48.38,125.0,61.84,95,53.03,,,,,,
38,75.0,38.0,37.0,36.0,51.9,4.0,29.7,36.3,11.7,1.2,,,,,R39,7.0,73.0,47.0,44.7,105.0,59.5,108,57.72,,,,,,
39,75.0,38.0,37.0,36.0,51.9,4.0,29.7,45.5,,,,,,,R40,6.0,67.0,112.0,59.78,130.0,62.14,,,,,,,,
40,75.0,38.0,37.0,36.0,51.9,4.0,29.7,55.5,,,,,,,R41,6.2,32.0,129.0,60.02,,,,,,,,,,
41,75.0,38.0,37.0,36.0,51.9,4.0,29.7,63.5,,,,,,,R42,9.5,104.5,76.0,50.13,62.0,47.46,142,66.03,107.0,56.03,,,,
42,75.0,38.0,37.0,36.0,51.9,4.0,29.7,87.1,,,,,,,R43,4.5,36.0,,,,,,,,,,,,
43,75.0,38.0,37.0,36.0,51.9,4.0,29.7,90.6,,,,,,,R44,5.8,51.0,109.0,59.83,95.0,55.55,,,,,,,,
44,75.0,38.0,37.0,198.0,100.0,3.5,86.4,7.5,,,,,,,R45,4.5,24.0,,,,,,,,,,,,
45,75.0,38.0,37.0,198.0,100.0,3.5,86.4,7.5,35.2,2.0,,,,,R46,7.5,45.2,,,,,,,,,,,,
46,75.0,38.0,37.0,198.0,100.0,3.5,86.4,7.5,35.2,107.0,13.3,4.0,7.5,5.5,R47,5.4,29.0,,,,,,,,,,,,
47,75.0,38.0,37.0,198.0,100.0,3.5,86.4,24.0,28.4,6.5,9.2,1.0,,,R48,5.4,41.0,,,,,,,,,,,,
48,75.0,38.0,37.0,198.0,100.0,3.5,86.4,73.5,56.7,28.0,,,,,R49,8.5,67.5,,,,,,,,,,,,
49,75.0,38.0,37.0,198.0,100.0,3.5,86.4,73.5,56.7,30.5,22.3,4.7,9.6,10.0,R50,5.5,46.0,,,,,,,,,,,,
50,75.0,38.0,37.0,198.0,100.0,3.5,86.4,73.5,56.7,32.3,23.1,0.0,10.4,9.0,R51,6.3,43.0,,,,,,,,,,,,
51,75.0,43.0,42.0,71.0,77.8,0.0,29.4,8.6,,,,,,,R52,9.0,38.5,160.0,68.2,,,,,,,,,,
52,75.0,43.0,42.0,71.0,77.8,0.0,29.4,14.899999999999999,13.1,27.5,,,,,R53,4.5,30.6,46.0,42.63,,,,,,,,,,
53,75.0,43.0,42.0,71.0,77.8,0.0,29.4,14.899999999999999,13.1,32.5,,,,,R54,4.6,40.0,103.0,57.16,,,,,,,,,,
54,75.0,43.0,42.0,98.3,71.3,4.0,18.4,11.0,,,,,,,R55,5.4,20.2,97.0,55.76,,,,,,,,,,
55,75.0,43.0,42.0,98.3,71.3,4.0,18.4,19.3,,,,,,,R56,6.5,29.5,108.0,57.23,,,,,,,,,,
56,75.0,43.0,42.0,98.3,71.3,4.0,18.4,30.9,,,,,,,R57,4.9,21.0,,,,,,,,,,,,
57,75.0,43.0,42.0,116.3,56.8,3.5,20.5,11.8,,,,,,,R58,6.7,75.5,132.0,63.71,,,,,,,,,,
58,75.0,43.0,42.0,116.3,56.8,21.8,,,,,,,,,R59,5.5,28.0,164.0,68.92,,,,,,,,,,
59,75.0,43.0,42.0,116.3,56.8,58.099999999999994,,,,,,,,,R60,5.8,28.0,,,,,,,,,,,,
60,75.0,43.0,42.0,138.3,100.7,0.0,72.9,41.0,53.6,54.0,,,,,R61,10.1,85.5,88.0,57.72,106.0,55.84,,,,,,,,
61,75.0,43.0,42.0,138.3,100.7,0.0,72.9,41.0,53.6,73.5,,,,,R62,12.0,91.5,184.0,71.1,140.0,63.7,135,63.73,101.0,56.37,,,,
62,75.0,43.0,42.0,138.3,100.7,0.0,72.9,41.0,53.6,78.2,,,,,R63,5.8,51.5,119.0,57.27,108.0,59.06,,,,,,,,
63,75.0,43.0,42.0,138.3,100.7,0.0,72.9,41.0,53.6,81.4,,,,,R64,9.2,76.7,165.0,69.25,56.0,46.31,106,53.28,,,,,,
64,75.0,43.0,42.0,138.3,100.7,0.0,72.9,41.0,53.6,85.2,,,,,R65,6.5,60.0,138.0,65.26,107.0,58.71,,,,,,,,
65,75.0,43.0,42.0,138.3,100.7,0.0,72.9,41.0,53.6,89.7,,,,,R66,8.2,60.0,166.0,67.58,153.0,66.56,91,54.25,,,,,,
66,75.0,43.0,42.0,138.3,100.7,0.0,72.9,41.0,53.6,92.2,,,,,R67,12.6,83.0,119.0,62.78,174.0,71.28,,,,,,,,
67,75.0,43.0,42.0,138.3,100.7,0.0,72.9,109.5,20.6,1.3,,,,,R68,9.9,90.0,174.0,66.4,146.0,66.01,141,67.55,,,,,,
68,75.0,43.0,42.0,138.3,100.7,0.0,72.9,114.0,21.2,11.5,14.8,8.6,,,R69,9.3,76.5,119.0,58.01,128.0,57.16,  ,,,,,,,
69,75.0,43.0,42.0,138.3,100.7,0.0,72.9,114.0,21.2,11.5,14.8,15.1,,,R70,7.7,64.3,162.0,67.71,,,,,,,,,,
70,75.0,43.0,42.0,138.3,100.7,0.0,72.9,114.0,21.2,11.5,14.8,23.9,,,R71,7.0,54.2,150.0,59.94,188.0,69.14,178,70.32,,,,,,
71,75.0,43.0,42.0,138.3,100.7,10.0,,,,,,,,,R72,4.9,37.0,123.0,62.2,55.0,46.63,,,,,,,,
72,75.0,43.0,42.0,138.3,100.7,46.0,37.4,11.0,,,,,,,R73,7.4,61.5,59.0,50.14,131.0,64.04,,,,,,,,
73,75.0,43.0,42.0,138.3,100.7,46.0,37.4,16.8,13.0,1.5,,,,,R74,9.2,82.5,90.0,56.59,99.0,57.5,138,63.23,,,,,,
74,75.0,43.0,42.0,138.3,100.7,101.0,10.5,4.0,,,,,,,R75,6.2,66.0,150.0,67.62,,,,,,,,,,
75,75.0,43.0,42.0,138.3,100.7,109.0,61.5,7.5,41.6,15.0,,,,,R76,6.6,37.2,149.0,62.4,,,,,,,,,,
76,75.0,43.0,42.0,138.3,100.7,109.0,61.5,7.5,41.6,29.0,,,,,R77,5.2,23.0,184.0,69.47,133.0,64.18,147,66.09,,,,,,
77,75.0,43.0,42.0,138.3,100.7,109.0,61.5,7.5,41.6,40.5,,,,,R78,6.6,45.0,,,,,,,,,,,,
78,75.0,43.0,42.0,138.3,100.7,109.0,61.5,7.5,41.6,53.0,,,,,R79,8.3,75.0,81.0,54.08,79.0,50.42,64,50.44,,,,,,
79,75.0,43.0,42.0,138.3,100.7,109.0,61.5,7.5,41.6,58.0,,,,,R80,6.0,42.5,126.0,59.76,156.0,66.11,125,56.79,,,,,,
80,75.0,43.0,42.0,138.3,100.7,118.3,34.4,0.0,15.2,1.0,,,,,R81,5.4,26.0,113.0,60.53,,,,,,,,,,
81,75.0,43.0,42.0,138.3,100.7,127.3,37.0,24.6,,,,,,,R82,5.7,20.0,112.0,67.58,116.0,68.26,,,,,,,,
82,75.0,43.0,42.0,138.3,100.7,127.3,37.0,51.6,,,,,,,R83,6.3,43.5,148.0,66.36,143.0,61.59,127,59.45,,,,,,
83,75.0,43.0,42.0,138.3,100.7,127.3,37.0,71.6,,,,,,,R84,8.3,46.0,146.0,61.55,121.0,62.25,,,,,,,,
84,75.0,43.0,42.0,138.3,100.7,127.3,37.0,74.6,,,,,,,R85,6.5,31.0,83.0,52.75,115.0,58.38,109,58.63,152.0,65.63,,,,
85,75.0,43.0,42.0,138.3,100.7,143.5,47.4,1.5,,,,,,,R86,8.8,70.3,166.0,63.0,,,,,,,,,,
86,75.0,43.0,42.0,138.3,100.7,143.5,47.4,15.5,19.2,9.0,,,,,R87,6.6,40.5,169.0,67.73,131.0,63.44,,,,,,,,
87,75.0,43.0,42.0,138.3,100.7,143.5,47.4,15.5,19.2,34.5,,,,,R88,10.0,84.8,69.0,49.73,132.0,61.77,128,62.4,143.0,64.95,,,,
88,75.0,43.0,42.0,138.3,100.7,143.5,47.4,15.5,19.2,37.5,,,,,R89,12.0,81.5,168.0,68.09,134.0,62.47,138,63.18,,,,,,
89,75.0,43.0,42.0,138.3,100.7,151.0,40.5,19.0,,,,,,,R90,6.1,51.0,120.0,57.44,110.0,59.61,165,67.13,140.0,64.62,,,,
90,75.0,43.0,42.0,138.3,100.7,151.0,40.5,36.2,,,,,,,R91,5.2,31.0,,,,,,,,,,,,
91,75.0,43.0,42.0,138.3,100.7,151.0,40.5,40.2,,,,,,,R92,8.1,46.0,150.0,66.29,154.0,66.28,,,,,,,,
92,75.0,43.0,42.0,138.3,100.7,151.0,40.5,43.2,,,,,,,R93,8.6,52.0,103.0,55.28,81.0,50.11,,,,,,,,
93,75.0,43.0,42.0,138.3,100.7,151.5,56.6,31.7,44.2,11.0,34.9,7.7,,,R94,7.8,34.0,155.0,63.25,141.0,64.62,42,68.46,,,,,,
94,75.0,43.0,42.0,138.3,100.7,151.5,56.6,31.7,44.2,11.0,34.9,10.7,,,R95,9.3,55.0,140.0,64.62,94.0,58.19,,,,,,,,
95,75.0,43.0,42.0,138.3,100.7,151.5,56.6,31.7,44.2,11.0,34.9,27.7,,,R96,10.4,74.0,127.0,57.43,99.0,56.72,117,57.22,,,,,,
96,75.0,43.0,42.0,138.3,100.7,151.5,56.6,31.7,44.2,11.0,34.9,30.9,,,R97,8.5,41.0,108.0,58.84,108.0,63.34,165,63.38,,,,,,
97,75.0,43.0,42.0,138.3,100.7,151.5,56.6,31.7,44.2,17.0,21.4,3.3,,,R98,11.7,77.0,158.0,61.77,116.0,59.13,111,59.72,72.0,50.7,174.0,67.42,,
98,75.0,43.0,42.0,184.3,72.0,45.0,60.0,6.5,62.4,5.0,23.1,4.5,,,R99,7.6,43.5,154.0,63.88,122.0,61.37,,,,,,,,
99,75.0,43.0,42.0,184.3,72.0,45.0,60.0,6.5,62.4,29.0,26.8,8.2,,,R100,6.5,34.5,149.0,63.31,145.0,56.33,154,65.96,,,,,,
100,75.0,43.0,42.0,184.3,72.0,45.0,60.0,6.5,62.4,29.0,26.8,9.2,14.4,4.5,R101,5.1,50.5,179.0,67.03,,,,,,,,,,
101,75.0,43.0,42.0,184.3,72.0,45.0,60.0,6.5,62.4,29.0,26.8,17.7,10.6,7.5,R102,4.6,20.0,111.0,60.38,,,,,,,,,,
102,75.0,34.0,41.0,109.5,53.5,1.5,14.0,99.7,,,,,,,R103,5.0,32.0,139.0,63.07,,,,,,,,,,
103,75.0,34.0,41.0,109.5,53.5,1.5,14.0,106.5,,,,,,,R104,5.4,43.7,,,,,,,,,,,,
104,75.0,34.0,41.0,129.5,59.0,9.5,18.6,24.5,,,,,,,R105,5.5,37.5,122.0,55.15,,,,,,,,,,
105,75.0,34.0,41.0,129.5,59.0,9.5,18.6,41.5,,,,,,,R106,6.0,32.0,92.0,52.87,135.0,61.52,,,,,,,,
106,75.0,34.0,41.0,129.5,59.0,9.5,18.6,52.5,,,,,,,R107,6.5,73.4,111.0,54.03,145.0,61.52,163,66.21,,,,,,
107,75.0,34.0,41.0,129.5,59.0,9.5,18.6,65.7,,,,,,,R108,4.4,36.0,131.0,59.68,,,,,,,,,,
108,75.0,34.0,41.0,129.5,59.0,31.0,18.9,9.0,,,,,,,R109,4.9,40.2,80.0,49.85,128.0,61.23,,,,,,,,
109,75.0,34.0,41.0,129.5,59.0,51.9,,,,,,,,,R110,12.6,90.5,157.0,67.53,122.0,56.9,,,,,,,,
110,75.0,34.0,41.0,151.5,94.9,13.5,20.0,4.7,10.0,9.4,,,,,R111,4.8,20.0,,,,,,,,,,,,
111,75.0,34.0,41.0,151.5,94.9,19.0,13.8,2.5,,,,,,,R112,7.0,36.6,145.0,64.49,112.0,56.44,,,,,,,,
112,75.0,34.0,41.0,217.0,122.1,10.0,81.7,42.0,26.0,3.0,15.2,7.0,,,R113,7.4,78.5,79.0,50.84,149.0,62.63,103,55.26,,,,,,
113,75.0,34.0,41.0,217.0,122.1,10.0,81.7,42.0,26.0,3.0,15.2,20.8,,,R114,5.4,37.4,143.0,60.15,,,,,,,,,,
114,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,13.0,18.1,6.5,,,R115,7.3,62.5,63.0,47.63,132.0,64.79,125,60.51,,,,,,
115,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,13.0,18.1,10.0,,,R116,12.2,85.1,112.0,64.49,74.0,50.42,171,68.44,,,,,,
116,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,13.0,18.1,15.0,12.4,7.4,R117,6.0,49.0,172.0,67.37,178.0,69.59,145,60.52,134.0,62.49,100.0,52.64,158.0,52.42
117,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,14.3,,,,,R118,8.6,84.0,79.0,54.43,131.0,65.82,87,53.4,126.0,59.98,114.0,59.76,,
118,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,29.8,23.8,1.0,,,R119,9.5,72.0,119.0,60.34,147.0,67.87,133,63.72,115.0,60.56,100.0,56.1,,
119,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,67.8,32.4,9.0,30.9,3.7,R120,5.5,27.3,163.0,66.59,,,,,,,,,,
120,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,67.8,32.4,9.0,30.9,15.3,R121,6.4,42.5,121.0,59.18,114.0,58.28,,,,,,,,
121,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,67.8,32.4,9.0,30.9,24.8,R122,7.4,62.4,82.0,53.15,100.0,55.4,152,66.82,111.0,60.15,,,,
122,75.0,34.0,41.0,217.0,122.1,40.5,64.6,41.0,53.8,67.8,32.4,9.0,30.9,37.3,R123,7.4,65.4,148.0,64.25,100.0,59.19,110,59.91,72.0,46.91,,,,
123,75.0,34.0,41.0,217.0,122.1,40.5,64.6,45.0,,,,,,,R124,7.6,53.5,137.0,64.08,101.0,58.0,116,59.51,144.0,64.82,,,,
124,75.0,34.0,41.0,218.0,90.8,47.5,65.0,5.0,62.9,3.0,30.0,5.6,,,R125,6.4,37.6,126.0,62.75,,,,,,,,,,
125,75.0,34.0,41.0,218.0,90.8,47.5,65.0,5.0,62.9,3.0,30.0,25.1,,,R126,5.6,37.0,72.0,50.65,176.0,66.99,87,54.23,,,,,,
126,75.0,34.0,41.0,218.0,90.8,47.5,65.0,20.0,11.2,8.8,,,,,R127,5.0,27.0,170.0,69.4,153.0,67.18,,,,,,,,
127,75.0,34.0,41.0,218.0,90.8,47.5,65.0,71.5,41.5,4.0,15.7,3.7,,,R128,8.7,76.5,119.0,63.16,169.0,68.15,,,,,,,,
128,75.0,34.0,41.0,218.0,90.8,47.5,65.0,71.5,41.5,4.0,15.7,7.0,,,R129,6.5,52.0,159.0,66.76,,,,,,,,,,
129,75.0,34.0,41.0,218.0,90.8,47.5,65.0,71.5,41.5,4.0,15.7,14.2,,,R130,6.1,45.6,148.0,64.45,92.0,54.02,,,,,,,,
130,75.0,34.0,41.0,218.0,90.8,47.5,65.0,71.5,41.5,14.2,12.6,12.0,,,R131,7.4,56.5,154.0,66.2,159.0,64.64,153,66.48,156.0,65.41,,,,
131,75.0,34.0,41.0,218.0,90.8,49.5,76.4,21.0,28.0,2.0,,,,,R132,5.1,29.0,140.0,58.65,151.0,61.05,150,60.57,,,,,,
132,75.0,34.0,41.0,218.0,90.8,49.5,76.4,54.3,31.8,2.0,,,,,R133,9.6,60.0,183.0,63.31,108.0,58.62,94,51.26,197.0,72.76,,,,
133,75.0,34.0,41.0,218.0,90.8,49.5,76.4,54.3,31.8,8.7,30.8,1.8,,,R134,6.5,30.3,,,,,,,,,,,,
134,75.0,34.0,41.0,218.0,90.8,49.5,76.4,54.3,31.8,8.7,30.8,14.8,,,R135,12.7,72.5,161.0,68.05,176.0,71.32,163,65.37,,,,,,
0,73.0,72.0,63.2,41.0,81.3,10.0,,,,,,,,,R1,6.5,81.0,453.0,47.2,47.0,45.46,75.0,54.18,102.0,57.45,,,,
1,73.0,72.0,63.2,41.0,81.3,16.0,29.8,3.0,,,,,,,R2,6.8,68.0,120.0,59.35,121.0,64.12,84.0,57.2,,,,,,
2,73.0,72.0,63.2,41.0,81.3,16.0,29.8,28.0,,,,,,,R3,5.5,24.0,,,,,,,,,,,,
3,73.0,72.0,63.2,41.0,81.3,16.0,29.8,32.3,,,,,,,R4,4.7,23.0,118.0,52.05,103.0,58.48,,,,,,,,
4,73.0,72.0,63.2,41.0,81.3,16.0,29.8,36.3,,,,,,,R5,6.7,64.0,170.0,68.25,114.0,59.6,79.0,53.45,62.0,51.07,,,,
5,73.0,72.0,91.2,41.0,87.0,65.2,85.8,8.0,50.8,12.0,,,,,R6,6.3,45.2,75.0,49.22,50.0,45.25,84.0,54.67,,,,,,
6,73.0,72.0,91.2,41.0,87.0,65.2,85.8,8.0,50.8,22.0,,,,,R7,5.8,42.0,,,,,,,,,,,,
7,73.0,72.0,91.2,41.0,87.0,65.2,85.8,8.0,50.8,46.2,15.3,6.0,,,R8,4.9,39.3,78.0,44.03,,,,,,,,,,
8,73.0,72.0,91.2,41.0,87.0,65.2,85.8,8.0,50.8,46.2,15.3,9.2,,,R9,4.1,20.0,117.0,53.53,,,,,,,,,,
9,73.0,72.0,91.2,41.0,87.0,65.2,85.8,8.0,50.8,46.2,15.3,18.2,,,R10,4.7,23.0,,,,,,,,,,,,
10,73.0,72.0,91.2,41.0,87.0,65.2,85.8,8.0,50.8,50.2,33.9,19.0,,,R11,8.9,69.0,185.0,68.64,180.0,67.42,187.0,68.61,,,,,,
11,73.0,72.0,91.2,41.0,87.0,65.2,85.8,30.0,37.0,4.0,,,,,R12,5.7,21.0,213.0,70.91,,,,,,,,,,
12,73.0,72.0,91.2,41.0,87.0,65.2,85.8,43.2,32.8,12.5,24.4,10.7,,,R13,9.3,89.0,178.0,67.33,180.0,69.75,103.0,49.24,119.0,64.52,165.0,65.79,97.0,54.68
13,73.0,72.0,91.2,41.0,87.0,65.2,85.8,43.2,32.8,12.5,24.4,21.0,,,R14,12.8,106.0,114.0,58.35,97.0,53.46,186.0,69.32,162.0,66.27,142.0,60.53,164.0,64.18
14,73.0,72.0,91.2,41.0,87.0,65.2,85.8,43.2,32.8,12.5,24.4,30.2,,,R15,12.3,79.0,175.0,63.08,148.0,61.76,130.0,57.81,127.0,60.44,99.0,52.05,,
15,73.0,72.0,91.2,41.0,87.0,65.2,85.8,63.2,,,,,,,R16,5.5,26.0,120.0,58.99,,,,,,,,,,
16,73.0,72.0,91.2,41.0,87.0,65.2,85.8,80.2,,,,,,,R17,10.1,74.0,144.0,62.17,128.0,60.66,100.0,53.91,129.0,58.97,94.0,52.05,,
17,73.0,72.0,91.2,41.0,87.0,65.2,85.8,85.2,10.5,1.6,,,,,R18,8.3,51.0,212.0,72.39,122.0,56.34,132.0,60.04,24.0,61.25,,,,
18,73.0,72.0,91.2,41.0,87.0,65.2,85.8,97.5,40.3,5.0,,,,,R19,11.8,107.0,168.0,64.33,114.0,57.83,180.0,67.07,,,,,,
19,73.0,72.0,91.2,41.0,87.0,65.2,85.8,97.5,40.3,19.0,,,,,R20,7.9,80.0,151.0,63.28,87.0,46.25,124.0,57.48,,,,,,
20,73.0,72.0,91.2,41.0,87.0,65.2,85.8,107.0,41.9,16.3,12.7,2.0,,,R21,8.2,84.0,104.0,50.57,102.0,48.26,209.0,72.34,,,,,,
21,73.0,72.0,91.2,41.0,87.0,65.2,85.8,107.0,41.9,30.3,12.7,14.0,,,R22,8.8,69.0,143.0,62.33,157.0,63.65,,,,,,,,
22,73.0,72.0,91.2,41.0,87.0,65.2,85.8,107.0,41.9,30.3,12.7,17.0,,,R23,10.5,82.0,158.0,64.99,149.0,60.19,,,,,,,,
23,73.0,72.0,124.2,41.0,43.6,3.5,21.7,4.0,10.5,10.0,,,,,R24,6.2,31.0,101.0,54.43,95.0,55.01,114.0,60.37,,,,,,
24,73.0,72.0,124.2,41.0,43.6,3.5,21.7,4.0,10.5,17.5,,,,,R25,5.0,35.0,121.0,57.33,94.0,52.31,111.0,56.06,,,,,,
25,73.0,72.0,124.2,41.0,43.6,3.5,21.7,4.0,10.5,22.5,,,,,R26,5.3,25.0,,,,,,,,,,,,
26,73.0,72.0,124.2,41.0,43.6,3.5,21.7,14.2,11.9,8.0,,,,,R27,4.7,37.0,,,,,,,,,,,,
27,73.0,72.0,124.2,41.0,43.6,3.5,21.7,14.2,11.9,20.0,,,,,R28,6.4,61.0,67.0,52.02,67.0,47.72,68.0,50.9,103.0,57.8,,,,
28,73.0,72.0,124.2,41.0,43.6,3.5,21.7,17.2,16.0,8.0,10.9,2.7,,,R29,7.1,64.0,95.0,58.17,119.0,61.7,94.0,58.46,85.0,55.65,,,,
29,73.0,72.0,124.2,41.0,43.6,3.5,21.7,17.2,16.0,8.0,10.9,11.7,,,R30,6.3,62.0,114.0,51.01,119.0,59.57,93.0,57.07,,,,,,
30,73.0,72.0,124.2,41.0,43.6,3.5,21.7,17.2,16.0,12.5,14.6,2.0,,,R31,7.1,64.0,96.0,98.55,163.0,67.18,173.0,68.29,85.0,54.68,,,,
31,73.0,72.0,124.2,41.0,43.6,3.5,21.7,17.2,16.0,12.5,14.6,10.0,,,R32,9.0,107.0,109.0,59.87,114.0,60.02,90.0,56.18,111.0,61.62,,,,
