DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr5,DFr5,PFr6,DFr6,year
70,71,40.5,187,34.5,63,26.4,18,25.4,4,20.15,23,15.25,10,R46,7,47,95,55.75,143,69.14,208,72.43,164,66.95,,,,,2021
70,71,40.5,233,84.6,16,78.46,3,,,,,,,R47,9.37,95.5,149,65.05,147,64.38,164,68.2,140,62.96,114,58.57,135,62.28,2021
70,71,40.5,233,84.6,16,78.46,3,,,,,,,R48,13.8,106,138,61.39,172,69.38,172,69.06,,,,,,,2021
70,71,40.5,233,84.6,16,78.46,14,13.8,12,,,,,R49,5.4,28,161,67.56,153,66.76,138,63.4,,,,,,,2021
70,71,40.5,233,84.6,16,78.46,14,13.8,14.5,,,,,R50,5.1,19,155,65.72,,,,,,,,,,,2021
70,71,40.5,233,84.6,16,78.46,14,49.28,36,46.8,26,,,R51,9.6,68,194,71.48,204,73.36,186,70.24,196,73.49,193,72.09,172,68.98,2021
70,71,40.5,233,84.6,16,78.46,14,49.28,36,46.8,28,,,R52,10.11,60.5,132,66.74,184,69.96,173,68.3,124,61.54,190,71.23,,,2021
70,71,40.5,233,84.6,16,78.46,14,49.28,36,46.8,34,10.9,9,R53,6.3,38.5,213,75.68,145,64.65,235,78.76,,,,,,,2021
70,71,40.5,233,84.6,24,,,,,,,,,R54,4.05,22.5,155,66.49,,,,,,,,,,,2021
70,71,40.5,233,84.6,48,40.5,15,38.7,5,18.19,6,13.8,6,R55,5.7,35,162,70.2,,,,,,,,,,,2021
70,71,40.5,233,84.6,48,40.5,15,38.7,5,18.19,6,13.8,9,R56,5.6,22,164,68.99,163,69.66,,,,,,,,,2021
70,59,33,108,69.8,3,18.6,9,,,,,,,R57,6.5,75,114,58.42,110,55.96,123,63.76,128,60.18,118,56.64,,,2021
70,59,33,108,69.8,3,18.6,40,9.09,5,,,,,R58,6.14,53.2,137,65.69,152,64.08,140,62.3,,,,,,,2021
70,59,33,108,69.8,3,18.6,40,9.09,17.2,,,,,R59,6.62,69,111,58.04,86,52.17,119,59.44,66,47.69,89,52.64,,,2021
70,59,33,108,69.8,12,36.86,13,24.9,3.2,11.16,16,,,R60,5.7,35,107,57.04,113,58.23,110,58.89,,,,,,,2021
70,59,33,108,69.8,12,36.86,13,24.9,3.2,11.16,30,,,R61,6.14,41,125,60.45,111,57.6,117,63.86,113,58.19,,,,,2021
70,59,33,108,69.8,12,36.86,13,24.9,3.2,11.16,50.3,,,R62,6.03,50,144,63.34,102,55.83,122,60.66,113,60.04,,,,,2021
70,59,33,108,69.8,12,36.86,13,24.9,3.2,14.7,2.9,11.6,11,R63,4.8,45,117,59.74,149,65.88,,,,,,,,,2021
70,59,33,108,69.8,12,36.86,13,24.9,3.2,14.7,2.9,11.6,17,R64,5.6,52,128,59.77,105,57.99,114,57.92,108,58.76,98,54.5,,,2021
70,59,33,108,69.8,12,36.86,13,24.9,6.2,13.8,8,,,R65,7.41,86,134,61.32,119,58.91,166,66.48,142,62.5,,,,,2021
70,59,33,108,69.8,14.5,23.7,29,,,,,,,R66,7.49,19,125,61.2,132,61.74,,,,,,,,,2021
70,59,33,108,69.8,14.5,23.7,80,8.81,13,,,,,R67,6.24,24,106,56.49,,,,,,,,,,,2021
70,59,33,108,69.8,14.5,23.7,80,8.81,15,,,,,R68,4.69,32,120,59.76,100,56.88,110,58.52,,,,,,,2021
70,59,33,230,84.4,15,65.71,15,47.6,7,11.6,11,,,R69,6.36,45,165,70.75,180,69.1,168,69.13,102,125,61.35,,,,2021
70,59,33,230,84.4,15,65.71,15,47.6,7,11.6,14,,,R70,8.91,68,154,65.29,138,62.92,115,57.07,212,74.65,198,72.69,202,72.15,2021
70,59,33,230,84.4,15,65.71,15,47.6,31,29.76,21,29.61,8,R71,7.82,20.4,167,69.24,167,69.81,,,,,,,,,2021
70,59,33,230,84.4,15,65.71,15,47.6,31,29.76,21,29.61,10,R72,4.76,17,206,74.88,164,69.33,,,,,,,,,2021
70,59,33,230,84.4,15,65.71,15,47.6,31,29.76,21,29.61,11,R73,5.85,22,167,68.18,,,,,,,,,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,2,15.7,7,15.19,3,R74,9.2,58,179,70.64,180,69.45,,,,,,,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,6,32.28,5,19.04,1,R75,10.36,72,175,67.58,120,62.52,221,77.43,179,68.44,176,69.59,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,6,32.28,20,,,R76,5.6,22,122,60.69,158,67.14,168,68.83,,,,,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,6,32.28,31,18.49,2.5,R77,10,69,153,65.88,171,68.13,186,70.66,233,76.22,175,69.23,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,6,32.28,36,13.5,7,R78,6.6,26,164,73.42,,,,,,,,,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,6,32.28,36,13.5,16,R79,7.19,40,123,59.09,69,52.72,149,71.45,,,,,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,6,32.28,36,13.5,20,R80,4.4,34,210,79.62,,,,,,,,,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,15,26.02,27,20.9,19.5,R81,8.03,57.5,151,65.14,184,75.71,214,73.78,129,61.96,,,,,2021
70,59,33,230,84.4,15,65.71,18,56.6,15,26.02,31,12.84,3,R82,7.02,61,146,64.26,128,66.04,153,63.86,142,70.24,180,67.99,,,2021
70,57,35,129,21.9,2,18.7,34,,,,,,,R83,5.32,76,100,55.24,109,58.4,78,49.54,111,57.63,75,49.54,,,2021
70,57,35,129,21.9,2,18.7,53,,,,,,,R84,6.3,77,81,51.02,120,59.2,155,64.31,,,,,,,2021
70,57,35,129,21.9,2,18.7,57,,,,,,,R85,5.21,61,124,60.52,127,60.77,,,,,,,,,2021
70,57,35,129,21.9,9,,,,,,,,,R86,8.14,88,126,59.66,76,49.9,77,50.42,79,52,107,59,,,2021
70,57,35,129,21.9,9,,,,,,,,,R87,7.54,63,97,54.1,132,59.76,107,57.54,88,53.69,,,,,2021
70,57,35,129,54.08,0,,,,,,,,,R88,10.3,114,85,51.89,109,57.09,97,54.56,157,65.77,119,58.09,118,58.01,2021
70,57,35,129,54.08,4,17,6,,,,,,,R89,6.9,57.5,124,60.27,109,56.53,,,,,,,,,2021
70,57,35,129,54.08,4,17,20.5,,,,,,,R90,5.16,32.3,103,54.67,103,55.65,79,50.75,136,62.87,,,,,2021
70,57,35,129,54.08,4,17,36.5,,,,,,,R91,5.85,39,141,62.34,108,56.31,42,39.15,,,,,,,2021
70,57,35,129,54.08,4,17,50.5,,,,,,,R92,5.18,40.5,,,,,,,,,,,,,2021
70,57,35,191,36.6,15,19.3,8,,,,,,,R93,9.34,56,109,56.26,138,60.56,147,63.68,178,68.51,177,66.78,,,2021
70,57,35,191,36.6,15,19.3,8,12.26,12.3,,,,,R94,3.56,24,140,63.38,,,,,,,,,,,2021
70,57,35,191,36.6,15,19.3,8,12.26,17.6,,,,,R95,6.92,44,83,50.69,142,63.19,176,67.92,157,65.16,,,,,2021
70,57,35,191,36.6,15,19.3,8,12.26,29.6,,,,,R96,5.41,46,104,62.24,140,63.67,124,60.13,,,,,,,2021
70,57,35,191,36.6,19,,,,,,,,,R97,12.9,121,160,65.67,165,66.46,168,67.23,132,65.88,131,60.46,137,62,2021
70,57,35,191,36.6,40,,19,21.5,7,14.9,10,,,R98,5.8,43,164,67.02,147,64.43,132,62.04,159,65.58,188,69.02,,,2021
70,57,35,199,66.9,10,17.4,8.5,11.4,9,7.21,6,,,R99,4.8,35,162,67.02,164,66.34,151,64.07,138,63.08,112,58.65,154,67,2021
70,57,35,199,81.9,60,65.06,10,48.4,6,,,,,R100,5.4,29,130,62.33,145,63.55,,,,,,,,,2021
70,57,35,199,81.9,60,65.06,10,48.4,33,14.24,2,,,R101,4.68,25,78,51.28,136,63.86,155,66.23,,,,,,,2021
70,57,35,199,81.9,60,65.06,10,48.4,36,18.45,19,,,R102,6.27,55,144,63.4,137,63.31,185,70.15,128,66.14,158,66.94,,,2021
70,57,35,199,81.9,60,65.06,10,48.4,36,18.45,27,,,R103,5.04,33,147,65.27,203,70.91,219,74.29,,,,,,,2021
70,57,35,199,81.9,60,65.06,10,48.4,36,18.45,37,,,R104,5.7,47.5,181,70.01,,,,,,,,,,,2021
70,57,35,199,81.9,60,65.06,38,29.22,11,7.4,1,,,R105,3.7,17,152,64.93,134,61.78,,,,,,,,,2021
70,57,35,199,81.9,60,65.06,38,29.22,17,27.95,11,12.5,8,R106,4.9,29,218,74.88,,,,,,,,,,,2021
70,57,35,199,81.9,60,65.06,38,29.22,17,27.95,11,12.5,13,R107,6.01,37,,,,,,,,,,,,,2021
70,57,35,199,81.9,60,65.06,38,29.22,34,14.9,8.5,13.22,11,R108,6.7,33,155,64.69,142,64.29,151,64.59,136,62.52,,,,,2021
70,57,35,199,81.9,60,65.06,38,29.22,34,14.9,8.5,13.22,17,R109,7.11,53,148,64.17,165,66.7,120,59.37,146,64.3,132,68.25,,,2021
70,57,35,199,81.9,66,58.44,5,,,,,,,R110,10.7,76,121,57.92,158,65.09,183,69.34,145,65.32,211,71.62,,,2021
70,57,35,199,81.9,66,58.44,12,12.95,27.5,,,,,R111,5.28,35,157,69.87,112,58.48,96,56.5,108,57.66,,,,,2021
70,57,35,199,81.9,66,58.44,23,19.8,5,,,,,R112,7.24,29,148,64.96,166,66.01,,,,,,,,,2021
70,57,35,199,81.9,66,58.44,48,20.83,5,10.7,7,,,R113,4.33,16,181,69.04,213,74.71,,,,,,,,,2021
70,57,35,199,81.9,66,58.44,51.2,22.34,6,16.73,13,,,R114,6.33,26,202,72.38,,,,,,,,,,,2021
70,57,35,199,81.9,66,58.44,51.2,22.34,6,16.73,16,,,R115,7.5,39,172,67.8,248,78.21,206,74.6,,,,,,,2021
70,57,35,199,81.9,66,58.44,51.2,22.34,6,16.73,18,,,R116,7.06,37,159,65.71,181,69.82,,,,,,,,,2021
70,57,35,199,81.9,66,58.44,62.2,38.3,9,26.77,10,,,R117,7.31,49.3,182,69.68,156,66.57,136,61.92,214,72.64,,,,,2021
71,54,31,143,34.18,6.8,26.88,14,30.54,15.5,16,5.5,12.45,7.2,R1,6.42,62.1,147,61.93,133,58.69,80,49.88,117,56.97,116,63.28,117,56.68,2021
71,54,31,143,34.18,6.8,26.88,14,30.54,15.5,16,5.5,12.45,11,R2,7.08,65.9,123,59.44,207,56.33,88,51.51,112,57.39,100,55.27,,,2021
71,54,31,143,34.18,6.8,26.88,14,26.76,10,,,,,R3,6.75,31.6,75,49.85,115,56.89,62,46.47,,,,,,,2021
71,54,31,143,34.18,6.8,26.88,14,26.76,14.5,21.96,4.8,,,R4,6.9,21.5,106,55.51,106,56.95,126,62.03,,,,,,,2021
71,54,31,143,34.18,6.8,26.88,14,26.76,14.5,21.96,18.8,,,R5,4.43,40.8,100,53.84,111,56.56,103,55.69,100,54.83,92,53.26,,,2021
71,54,31,143,34.18,6.8,26.88,14,26.76,14.5,21.96,27.4,,,R6,7.49,50,102,56.29,135,60.11,119,55.69,98,54.57,,,,,2021
71,54,31,143,34.18,6.8,31.3,28.08,30.1,4,,,,,R7,7.59,55.9,117,56.04,103,56.21,95,55.69,111,64.35,,,,,2021
71,54,31,143,34.18,6.8,31.3,28.08,30.1,8,,,,,R8,4.79,39,93,53.05,114,58.46,116,55.69,,,,,,,2021
71,54,31,143,34.18,6.8,31.3,28.08,30.1,8,,,,,R9,7.18,58,124,57.58,108,63,86,55.69,105,57,,,,,2021
71,54,31,143,64.82,16.3,24.77,2.5,,,,,,,R10,7.19,40.5,134,62.43,141,64.04,172,55.69,,,,,,,2021
71,54,31,143,64.82,32.86,22.8,19,22.6,2,,,,,R11,4.4,19,,,,,,,,,,,,,2021
71,54,31,143,64.82,32.86,22.8,19,22.6,3.5,18.2,20,,,R12,6.6,38,99,54.48,123,59.12,74,50.05,,,,,,,2021
71,54,31,143,64.82,32.86,22.8,19,22.6,3.5,18.2,23,,,R13,6.6,38,126,60.2,126,60.29,129,66.85,,,,,,,2021
71,54,31,143,64.82,32.86,22.8,19,22.6,10.5,9,10,,,R14,6.5,42,117,57.87,103,55.44,85,52.8,96,55.42,73,50.88,,,2021
71,54,31,143,64.82,32.86,22.8,19,13.41,34,,,,,R15,5.25,37,116,58.53,97,53.68,120,59.74,,,,,,,2021
71,62,35,105,66.62,2,31.1,6,13.41,38,,,,,R16,6.62,72,137,62.51,186,67.74,,,,,,,,,2021
71,62,35,105,66.62,2,31.1,6,13.41,42.9,,,,,R17,6.25,42,118,59.33,121,58.9,142,63.38,134,60.66,,,,,2021
71,62,35,105,66.62,2,31.1,6,20.69,23,,,,,R18,4.81,37,114,59.33,121,60.17,,,,,,,,,2021
71,62,35,105,66.62,2,31.1,6,20.69,61,16.05,6,13.92,3.5,R19,9.65,64,192,69.18,205,71.58,,,,,,,,,2021
71,62,35,105,66.62,2,31.1,6,20.69,61,16.05,6,13.92,8.5,R20,5.7,51,115,57.34,100,56.08,,,,,,,,,2021
71,62,35,105,66.62,2,31.1,6,20.69,61,16.05,6,13.92,28.5,R21,9.52,59,146,63.76,117,57.87,161,65.5,171,66.28,,,,,2021
71,62,35,105,66.62,53,71.87,10,33.7,11,26.49,13,9.52,5,R22,7.34,49,206,71.79,130,61.03,151,64.79,,,,,,,2021
71,62,35,105,66.62,53,71.87,10,33.7,11,26.49,22,15.94,7,R23,5.15,31,225,73.45,,,,,,,,,,,2021
71,62,35,105,66.62,53,71.87,10,33.7,11,26.49,22,15.94,23,R24,6.37,26,180,68.25,223,73.6,,,,,,,,,2021
71,62,35,105,66.62,53,71.87,11,,,,,,,R25,6.28,41,,,,,,,,,,,,,2021
71,62,35,105,66.62,53,71.87,13,12.42,12,,,,,R26,10.05,62,156,65.21,,,,,,,,,,,2021
71,62,35,105,66.62,53,71.87,68,48.3,6,36.4,10,,,R27,13.6,88,136,64.49,192,70.85,217,74.07,158,65.24,165,71.17,,,2021
71,62,35,105,66.62,53,71.87,68,48.3,6,36.4,18,,,R28,7.01,46.5,151,64.31,151,64.5,,,,,,,,,2021
71,62,35,105,66.62,53,71.87,68,48.3,6,36.4,43,,,R29,11.34,63,132,61.56,167,67.21,137,64.08,227,81.21,,,,,2021
71,62,35,105,66.62,53,71.87,68,48.3,6,36.4,55,,,R30,7.59,48,,,,,,,,,,,,,2021
71,62,35,110,53.03,24,16.5,7,,,,,,,R31,4.04,58,135,60.64,135,62.1,171,67.35,,,,,,,2021
71,62,35,110,53.03,24,16.5,12,,,,,,,R32,5.6,41,164,67.65,148,64.48,206,72.22,,,,,,,2021
71,62,35,110,53.03,43,21.66,8,,,,,,,R33,6.41,44.5,134,62.25,145,63.31,,,,,,,,,2021
71,62,35,110,53.03,43,21.66,12,,,,,,,R34,5.63,33,155,66.69,140,63.96,,,,,,,,,2021
71,62,35,110,53.03,43,21.66,19,,,,,,,R35,6.61,52.5,143,63.26,,,,,,,,,,,2021
71,62,35,110,53.03,43,21.66,32,,,,,,,R36,6.03,25,,,,,,,,,,,,,2021
71,62,35,110,53.03,43,21.66,36,10.86,6,,,,,R37,6.91,27,125,61.07,,,,,,,,,,,2021
71,62,35,110,53.03,43,21.66,57,11.41,3,,,,,R38,5.08,32,117,65.08,161,68.38,,,,,,,,,2021
71,62,35,110,53.03,43,21.66,62.5,11.07,5,,,,,R39,4.91,15,116,60.11,154,64.96,,,,,,,,,2021
71,62,35,110,53.03,43,21.66,62.5,11.07,8.1,,,,,R40,9.44,58,129,59.85,84,50.14,192,69.61,,,,,,,2021
71,62,35,110,53.03,52.5,19.87,2,,,,,,,R41,8.75,62,172,71.81,254,76.71,224,84.35,,,,,,,2021
71,62,35,110,53.03,52.5,19.87,5,,,,,,,R42,9.22,66,134,62.67,174,68.53,146,63.36,190,69.05,,,,,2021
71,62,35,110,53.03,52.5,19.87,29,,,,,,,R43,5.19,35,118,58.9,141,62.39,,,,,,,,,2021
71,62,35,110,53.03,67.5,27.44,19,27.11,14,18.81,12,16.91,3,R44,8.5,69,173,68.75,136,61.32,127,60.87,187,75.11,,,,,2021
71,62,35,110,53.03,67.5,27.44,19,27.11,14,18.81,12,16.91,11.5,R45,6.17,61,168,67.33,175,68.53,,,,,,,,,2021
71,62,35,140,67.46,35,53.01,7,44.78,5,24.47,12,,,R46,12.78,81,170,68.75,172,67.09,166,68.37,139,63.02,157,66.05,,,2021
71,62,35,140,67.46,35,53.01,7,44.78,5,24.47,42,,,R47,8.03,59,163,66.63,194,70.87,213,75.71,,,,,,,2021
71,62,35,140,67.46,35,53.01,7,44.78,5,24.47,51,,,R48,6.7,36,140,64.05,227,75.92,62.34,,,,,,,,2021
71,62,35,140,67.46,35,53.01,7,44.78,5,24.47,55.5,,,R49,7.27,50.2,137,61.75,150,65.07,128,52.14,162,72.45,,,,,2021
71,62,35,140,67.46,35,53.01,7,44.78,11,,,,,R50,5.79,30,181,66.67,180,71.04,152,64,,,,,,,2021
71,62,35,140,67.46,35,53.01,7,44.78,29,19.6,6,14.5,11,R51,4.4,22,183,69.63,117,59.53,138,64.15,,,,,,,2021
71,62,35,140,67.46,35,53.01,7,44.78,29,19.6,6,14.5,14,R52,7.2,64.4,178,69.23,194,70.93,161,66.48,184,70.51,226,75.38,,,2021
71,62,35,140,67.46,35,53.01,7,44.78,29,19.6,6,14.5,26,R53,10.09,71.9,149,65.22,268,79.19,296,84.31,,,,,,,2021
71,55,30,41,21.9,30,13.21,5,13.37,7,9.34,11,8.86,2,R54,7.06,55.5,134,60.69,56,44.46,,,,,,,,,2021
71,55,30,41,21.9,30,13.21,5,13.37,12.5,11.39,3,,,R55,7.05,77,134,61.44,132,62.11,147,62.86,142,62.87,140,61.99,121,58.97,2021
71,55,30,211,67.17,8,10.15,2,,,,,,,R56,6.44,35,156,65.16,160,67.17,,,,,,,,,2021
71,55,30,211,67.17,10,29.55,32,22.7,13,,,,,R57,9.65,78,154,64.11,186,70.28,240,75.04,194,68.32,220,75.71,197,70.64,2021
71,55,30,211,67.17,10,29.55,35,17.66,13.5,,,,,R58,8.1,47.5,181,71.11,239,78.01,,,,,,,,,2021
71,55,30,211,67.17,10,29.55,35,17.66,18.5,,,,,R59,6.25,49,110,56.76,165,68.06,163,65.21,174,67.18,,,,,2021
71,55,30,211,67.17,27,32.49,24,15.66,10,,,,,R60,4.4,23,182,69.58,,,,,,,,,,,2021
71,55,30,211,67.17,27,32.49,24,15.66,14,,,,,R61,6.15,47,253,79.23,198,73.91,240,76.55,218,74.53,,,,,2021
71,55,30,211,67.17,27,32.49,27,19.34,6,15.19,15,,,R62,7.75,59,,,254,76.76,209,72.74,,,,,,,2021
71,47,40.5,136,76.35,8,33.6,25,15.7,8,,,,,R63,9.92,76,163,65.55,125,60,,,,,,,,,2021
71,47,40.5,136,76.35,8,33.6,25,15.7,8,,,,,R64,9.28,66,137,62.33,115,58.47,119,59.06,128,59.36,,,,,2021
71,47,40.5,136,76.35,8,33.6,25,15.7,24,,,,,R65,5.51,52,113,58.58,143,63.07,,,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,17,19.7,9,,,,,R66,4.25,40,127,60.26,,,,,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,17,19.7,25,,,,,R67,47,37,110,62.59,138,61.39,,,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,17,19.7,29,,,,,R68,4.42,29,142,62.4,148,63.19,116,58.32,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,17,19.7,54,,,,,R69,5,34,138,68.44,,,,,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,17,19.7,59.5,,,,,R70,6.3,71,111,57.44,172,66.97,,,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,46,15.77,4.5,,,,,R71,7.14,70,118,58.67,142,61.99,161,66.17,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,46,15.77,6.5,9.6,8,,,R72,8.1,65,158,65.27,142,62.5,,,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,46,15.77,9.5,9.6,8,,,R73,8.34,65,141,62.21,138,61.68,,,,,,,,,2021
71,47,40.5,136,76.35,8,44.6,57,21.3,4,16.88,40,13.17,10,R74,7.8,42,149,63.79,151,65.27,147,63.72,158,64.22,,,,,2021
71,47,40.5,175,46.6,6,28.99,3,21.5,8,,,,,R75,12.09,74,140,61.34,119,58.6,139,61.69,133,60.61,,,,,2021
71,47,40.5,175,46.6,6,28.99,3,21.5,12,,,,,R76,8.31,68,126,60.94,116,58.18,145,63.18,131,61.43,,,,,2021
71,47,40.5,175,46.6,6,28.99,3,21.5,32,,,,,R77,5.6,46,140,69.32,68.71,,,,,,,,,,2021
71,47,40.5,175,46.6,44,41,13,29,29,,,,,R78,5.5,35,,,,,,,,,,,,,2021
71,47,40.5,175,46.6,44,41,13,29,44.5,,,,,R79,9.32,59,177,68.01,,,,,,,,,,,2021
71,47,40.5,175,46.6,44,41,13,29,64.5,,,,,R80,8.89,70,179,69.28,162,65.9,187,69.37,179,69.18,183,69.95,249,77.26,2021
71,47,40.5,175,46.6,44,41,58,27.4,12,6.4,2.5,,,R81,3.8,32,141,64.18,192,71.61,,,,,,,,,2021
71,47,40.5,175,46.6,44,41,58,27.4,19,20.6,1,,,R82,5.94,23,228,75.1,137,63.17,49,42.45,217,73.67,,,,,2021
71,47,40.5,175,46.6,44,41,58,27.4,19,20.6,15.5,10.02,3,R83,5.14,34,185,73.17,173,66.32,182,71.01,198,69.34,,,,,2021
71,47,40.5,175,46.6,44,41,58,27.4,19,20.6,15.5,10.02,10,R84,5.29,36,117,59.6,96,54.2,,,,,,,,,2021
71,47,40.5,175,46.6,44,41,62,26.5,4,21.9,3,11.5,2,R85,8.17,72,106,57.43,157,65.22,148,64.78,126,62.43,,,,,2021
71,47,40.5,175,46.6,44,41,62,26.5,4,21.9,31,,,R86,11.6,67,,,,,,,,,,,,,2021
71,47,40.5,175,46.6,44,41,62,26.5,4,21.9,36,,,R87,10.02,70,171,66.56,172,68.25,189,74.3,200,70.26,,,,,2021
71,47,40.5,205,99.09,35,67.3,6,30.8,21,25.4,6,,,R88,16.21,87,,,,,,,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,6,30.8,21,25.4,20,,,R89,19.19,59,143,64.35,,,,,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,6,30.8,21,25.4,25,,,R90,9.3,63.2,234,76.12,163,66.62,201,71.87,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,41,31.26,15,19.24,4,,,R91,6.59,31,46,41.22,160,65.43,122,60.96,176,69.91,,,,,2021
71,47,40.5,205,99.09,35,67.3,41,31.26,15,19.24,7,,,R92,5.6,45.5,125,61.25,275,69.33,,,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,41,31.26,20,16.88,8,,,R93,7.88,43,154,64.76,,,,,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,41,31.26,28.5,25.8,8,,,R94,5.99,35,222,83.77,145,65.6,,,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,41,31.26,28.5,25.8,9.5,18.01,8,R95,6.5,32,147,63.24,112,57.81,,,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,41,31.26,28.5,25.8,18.5,16.04,1,R96,7.6,48,127,60.27,162,67.02,202,72.02,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,41,31.26,28.5,25.8,18.5,16.04,28,R97,8.4,40,132,62.98,148,64.9,244,76.6,,,,,,,2021
71,47,40.5,205,99.09,35,67.3,41,31.26,28.5,25.8,18.5,16.04,35,R98,7.8,53,148,64.16,178,69.22,170,70.82,188,70.48,218,74.15,,,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,0,,,,,R99,7.7,61,148,64.75,204,70.24,,,,,,,,,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,13.5,,,,,R100,6.45,37.2,138,64.13,,,,,,,,,,,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,13.5,13.76,0.5,,,R101,8.5,46.3,179,69.12,145,63.21,188,70.85,,,,,,,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,31.5,35.68,13.5,20.51,9,R102,15.4,85.4,153,66.1,146,69.29,137,64.15,247,75.92,212,73.94,,,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,31.5,35.68,13.5,20.51,18,R103,12.44,79,170,68.26,169,68.36,206,75.42,226,76.32,246,79.04,248,78.5,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,31.5,35.68,13.5,20.51,25,R104,10.6,64,210,74.41,203,73.06,,,,,,,,,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,38.4,32.16,26,23.1,9.5,R105,10.46,51,207,79.36,167,66.87,143,67.76,,,,,,,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,38.4,32.16,26,23.1,19.5,R106,11.63,49.4,248,75.24,227,76.59,233,76.84,97,54.46,255,77.54,,,2021
71,47,40.5,205,99.09,35,66.27,27,57.77,38.4,32.16,26,23.1,23,R107,10.49,69,,,193,74.47,99,56.13,246,77.43,,,,,2021
71,47,40.5,223,80.97,26,57.43,10,33.41,22.1,16.21,2,,,R108,4.61,23,153,64.02,127,61.35,100,55.11,127,61.49,,,,,2021
71,47,40.5,223,80.97,26,57.43,10,33.41,22.1,16.21,10.5,,,R109,9.04,49.5,250,77.57,166,66.65,171,69.67,223,74.87,,,,,2021
71,47,40.5,223,80.97,26,57.43,10,33.41,22.1,16.21,13.5,,,R110,11.72,70,162,66.08,77,50.63,146,63.18,194,70.54,190,77.25,,,2021
71,47,40.5,223,80.97,26,57.43,40,50.3,8,12.95,3,,,R111,6.7,31,107,55.74,168,68.3,,,,,,,,,2021
71,47,40.5,223,80.97,26,57.43,40,50.3,8,12.95,6,8.08,2,R112,6.71,41,144,63.51,149,63.37,,,,,,,,,2021
71,47,40.5,223,80.97,26,57.43,40,50.3,8,12.95,14,,,R113,5.7,47,134,61.49,154,65.28,133,61.22,,,,,,,2021
71,47,40.5,223,80.97,26,57.43,70,50.3,8,12.95,35,16,1.5,R114,8.8,64,184,69.73,201,71.71,100,55.44,187,71.71,138,61.61,,,2021
71,47,40.5,223,80.97,26,57.43,70,50.3,8,12.95,35,16,28.5,R115,8.46,62,146,62.26,126,60.41,134,65.34,,,,,,,2021
71,47,40.5,223,80.97,26,57.43,70,50.3,29,22.3,3,,,R116,8.5,59,160,66.52,157,66.09,96,66.67,151,64.12,180,63.94,136,63.25,2021
71,47,40.5,223,80.97,26,57.43,70,50.3,29,22.3,14,20.12,4,R117,5.5,37,165,67.36,158,65.01,112,61.01,,,,,,,2021
75,50,36,85,28.23,7,17.3,3,10.3,7.3,,,,,R1,7.62,86,141,64.19,132,61.28,113,58.75,108,56.42,115,57.56,93,53.13,2021
75,50,36,85,28.23,7,17.3,11,,,,,,,R2,7.69,73,132,61.51,123,59.44,104,56.01,111,56.65,,,,,2021
75,50,36,109,26.25,14,,,,,,,,,R3,9.98,107,95,54.49,130,60.7,113,58.5,137,61.75,,,,,2021
75,50,36,117,86.42,6,50.24,22,14.7,1,10.44,4.2,,,R4,5.25,28,108,57.76,121,58.46,,,,,,,,,2021
75,50,36,117,86.42,6,50.24,22,14.7,1,10.44,7.2,,,R5,6.42,53,132,61.34,130,61.71,,,,,,,,,2021
75,50,36,117,86.42,56,5.11,11,,,,,,,R6,4.28,15,120,59.4,,,,,,,,,,,2021
75,50,36,117,86.42,82,14.4,10,10.35,4,,,,,R7,5.12,42,171,68.32,142,65.57,,,,,,,,,2021
