Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté SPRING BRIGHT : Arbre12/ligne10 ,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Tronc,,charpant,,1er ss charpante,,2ème ss charpante,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,Fruit 10,,Fruit 11,,,,Chiffons ,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nbre_fruit,RDT,Poids ,diamètre 
71,54,31,143,34.18,6.8,26.88,14,30.54,15.5,16,5.5,12.45,7.2,R1,6.42,62.1,147,61.93,133,58.69,80,49.88,117,56.97,116,63.28,117,56.68,,,,,,,,,,,6,710,123,59.97
71,54,31,143,34.18,6.8,26.88,14,30.54,15.5,16,5.5,12.45,11,R2,7.08,65.9,123,59.44,207,56.33,88,51.51,112,57.39,100,55.27,,,,,,,,,,,,,5,630,,
71,54,31,143,34.18,6.8,26.88,14,26.76,10,,,,,R3,6.75,31.6,75,49.85,115,56.89,62,46.47,,,,,,,,,,,,,,,,,3,252,,
71,54,31,143,34.18,6.8,26.88,14,26.76,14.5,21.96,4.8,,,R4,6.9,21.5,106,55.51,106,56.95,126,62.03,,,,,,,,,,,,,,,,,3,338,,
71,54,31,143,34.18,6.8,26.88,14,26.76,14.5,21.96,18.8,,,R5,4.43,40.8,100,53.84,111,56.56,103,55.69,100,54.83,92,53.26,,,,,,,,,,,,,5,506,,
71,54,31,143,34.18,6.8,26.88,14,26.76,14.5,21.96,27.4,,,R6,7.49,50,102,56.29,135,60.11,119,55.69,98,54.57,,,,,,,,,,,,,,,4,454,,
71,54,31,143,34.18,6.8,31.3,28.08,30.1,4,,,,,R7,7.59,55.9,117,56.04,103,56.21,95,55.69,111,64.35,,,,,,,,,,,,,,,4,426,,
71,54,31,143,34.18,6.8,31.3,28.08,30.1,8,,,,,R8,4.79,39,93,53.05,114,58.46,116,55.69,,,,,,,,,,,,,,,,,3,323,,
71,54,31,143,34.18,6.8,31.3,28.08,30.1,8,,,,,R9,7.18,58,124,57.58,108,63,86,55.69,105,57,,,,,,,,,,,,,,,4,423,,
71,54,31,143,64.82,16.3,24.77,2.5,,,,,,,R10,7.19,40.5,134,62.43,141,64.04,172,55.69,,,,,,,,,,,,,,,,,3,447,,
71,54,31,143,64.82,32.86,22.8,19,22.6,2,,,,,R11,4.4,19,,,,,,,,,,,,,,,,,,,,,,,0,0,,
71,54,31,143,64.82,32.86,22.8,19,22.6,3.5,18.2,20,,,R12,6.6,38,99,54.48,123,59.12,74,50.05,,,,,,,,,,,,,,,,,3,296,,
71,54,31,143,64.82,32.86,22.8,19,22.6,3.5,18.2,23,,,R13,6.6,38,126,60.2,126,60.29,129,66.85,,,,,,,,,,,,,,,,,3,381,,
71,54,31,143,64.82,32.86,22.8,19,22.6,10.5,9,10,,,R14,6.5,42,117,57.87,103,55.44,85,52.8,96,55.42,73,50.88,,,,,,,,,,,,,5,474,,
71,54,31,143,64.82,32.86,22.8,19,13.41,34,,,,,R15,5.25,37,116,58.53,97,53.68,120,59.74,,,,,,,,,,,,,,,,,3,333,,
71,62,35,105,66.62,2,31.1,6,13.41,38,,,,,R16,6.62,72,137,62.51,186,67.74,,,,,,,,,,,,,,,,,,,2,323,135,62.2
71,62,35,105,66.62,2,31.1,6,13.41,42.9,,,,,R17,6.25,42,118,59.33,121,58.9,142,63.38,134,60.66,,,,,,,,,,,,,,,4,515,132,59.87
71,62,35,105,66.62,2,31.1,6,20.69,23,,,,,R18,4.81,37,114,59.33,121,60.17,,,,,,,,,,,,,,,,,,,2,235,214,73.77
71,62,35,105,66.62,2,31.1,6,20.69,61,16.05,6,13.92,3.5,R19,9.65,64,192,69.18,205,71.58,,,,,,,,,,,,,,,,,,,2,397,112,58.07
71,62,35,105,66.62,2,31.1,6,20.69,61,16.05,6,13.92,8.5,R20,5.7,51,115,57.34,100,56.08,,,,,,,,,,,,,,,,,,,2,215,,
71,62,35,105,66.62,2,31.1,6,20.69,61,16.05,6,13.92,28.5,R21,9.52,59,146,63.76,117,57.87,161,65.5,171,66.28,,,,,,,,,,,,,,,4,595,,
71,62,35,105,66.62,53,71.87,10,33.7,11,26.49,13,9.52,5,R22,7.34,49,206,71.79,130,61.03,151,64.79,,,,,,,,,,,,,,,,,3,487,,
