Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté SPRING BRIGHT : Arbre12/ligne11 ,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Tronc,,charpant,,1er ss charpante,,2ème ss charpante,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,Fruit 10,,Fruit 11,,,,Chiffons ,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nbre_fruit,RDT,Poids ,diamètre 
73,41,34,90.4,18.66,36,,,,,,,,,R1,11.18,130.5,73,49.8,111,55.8,140,62.47,135,60.86,173,67.46,158,64.86,151,64.35,,,,,,,,,7,941,157,63.43
73,41,34,90.4,18.66,38.9,,,,,,,,,R2,6.6,71,110,58.92,96,54.51,145,62.05,,,,,,,,,,,,,,,,,3,351,97,53.02
73,41,34,137.4,40.24,11.04,17.58,1.5,11.05,0,,,,,R3,5.79,56,108,56.38,113,58.54,78,51.08,78,49.56,77,50.53,,,,,,,,,,,,,5,454,177,76.7
73,41,34,137.4,40.24,11.04,17.58,1.5,11.05,11,,,,,R4,9.56,38.5,83,51.27,86,53.38,,,,,,,,,,,,,,,,,,,2,169,239,78.58
73,41,34,137.4,40.24,24.04,29.33,9.4,,,,,,,R5,6.54,75.7,127,61.5,85,52.35,69,48.5,69,53.69,,,,,,,,,,,,,,,4,350,225,80.07
73,41,34,137.4,40.24,24.04,29.33,201.4,16.93,4.09,12.35,6.2,,,R6,7.05,20.2,105,56.74,102,56.65,112,57.06,,,,,,,,,,,,,,,,,3,319,45,47.4
73,41,34,137.4,40.24,24.04,29.33,201.4,16.93,4.09,12.35,20.2,9.66,7,R7,8.74,58.5,82,50.68,80,51.92,112,58.45,,,,,,,,,,,,,,,,,3,274,,
73,41,34,152.9,52.59,32,,,,,,,,,R8,8.28,79.5,147,64.08,126,66.29,105,61.75,111,58.14,110,58.43,,,,,,,,,,,,,5,599,,
73,41,34,152.9,52.59,49,12.43,4,,,,,,,R9,8.38,77,161,67,124,59.77,135,61.83,143,63.92,,,,,,,,,,,,,,,4,563,,
73,41,34,152.9,52.59,65,35.88,39,26.65,2,,,,,R10,10.76,82,153,64.36,167,66.1,153,65.34,174,68.13,180,69.28,,,,,,,,,,,,,5,827,,
73,41,34,152.9,52.59,65,35.88,49,21.26,17.3,,,,,R11,6,35,163,66.92,100,57.01,127,60.67,59,46.52,,,,,,,,,,,,,,,4,449,,
73,41,34,152.9,52.59,65,35.88,49,21.26,25.8,20.27,5,,,R12,8.19,69.2,136,61.94,137,62.92,121,60.81,161,66.86,,,,,,,,,,,,,,,4,555,,
73,41,34,152.9,52.59,65,35.88,49,21.26,25.8,20.27,8,,,R13,6.39,51.3,139,63.77,132,63.05,,,,,,,,,,,,,,,,,,,2,271,,
73,41,34,160.9,68.27,12,,,,,,,,,R14,6.93,81.5,117,59.1,98,54.94,91,53.48,76,49.83,,,,,,,,,,,,,,,4,382,,
73,41,34,160.9,68.27,12,20.62,25,10.04,8,,,,,R15,5.38,27.6,120,60.86,116,58.29,,,,,,,,,,,,,,,,,,,2,236,,
73,41,34,160.9,68.27,12,20.62,62,8.54,2.9,,,,,R16,7.05,32,113,57.89,140,62.99,155,65.87,,,,,,,,,,,,,,,,,3,408,,
73,41,34,160.9,68.27,12,20.62,67,,,,,,,R17,9.6,67,114,57.94,116,56.76,114,57.82,126,58.39,,,,,,,,,,,,,,,4,470,,
73,41,34,160.9,68.27,12,48.62,51.5,9.71,21,,,,,R18,5.72,13,,,,,,,,,,,,,,,,,,,,,,,0,,,
73,41,34,160.9,68.27,12,48.62,51.5,9.71,26,,,,,R19,4.45,19,,,,,,,,,,,,,,,,,,,,,,,0,0,,
73,41,34,160.9,68.27,12,48.62,55.5,,,,,,,R20,10.57,72.4,142,63.28,204,72.78,268,79.72,241,77.46,218,73.29,,,,,,,,,,,,,5,1073,,
73,41,34,160.9,68.27,12,48.62,68.5,33.29,0,,,,,R21,11.82,76.8,244,77.01,208,73.39,212,79.4,260,80.35,218,73.29,,,,,,,,,,,,,5,1142,,
73,41,34,160.9,68.27,12,48.62,68.5,33.29,34,29.33,29,,,R22,11.25,62.5,,,,,,,,,,,,,,,,,,,,,,,0,0,,
73,41,34,160.9,68.27,12,48.62,68.5,33.29,34,29.33,32,,,R23,6.43,38.5,213,72.46,,,,,,,,,,,,,,,,,,,,,1,213,,
