Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté SPRING BRIGHT : Arbre8/ligne9,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Tronc,,charpant,,1er ss charpante,,2ème ss charpante,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,Fruit 10,,Fruit 11,,,,Chiffons ,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nbre_fruit,RDT,Poids ,diamètre 
71.4,45,34,88,46.95,7,,,,,,,,,R1,9.18,94,136,61.54,127,60.67,123,60.28,118,59.43,112,57.18,,,,,,,,,,,,,5,616,169,69.06
71.4,45,34,88,46.95,7,18.66,22,,,,,,,R2,9.22,96,111,58.51,140,62.57,137,62.22,142,63.6,123,59.7,157,64.68,116,57.81,,,,,,,,,7,926,,
71.4,45,34,88,46.95,7,18.66,37,,,,,,,R3,8.03,54,119,58.93,128,61.83,,,,,,,,,,,,,,,,,,,2,247,,
71.4,45,34,88,46.95,7,18.66,55,,,,,,,R4,7.3,64,104,56.89,115,58.46,84,50.88,,,,,,,,,,,,,,,,,3,303,,
71.4,45,34,88,46.95,7,22.8,20,18.77,2,,,,,R5,8.7,68,111,58.47,78,50.08,58,46.97,90,53.34,68,48.71,,,,,,,,,,,,,5,405,,
71.4,45,34,90,34.58,15,12.96,25,,,,,,,R6,8,91,159,72.5,109,56.66,151,64.06,142,62.34,,,,,,,,,,,,,,,4,561,,
71.4,45,34,90,34.58,20,16.79,7.3,10.49,4,,,,,R7,7.91,87,153,65.61,122,59.95,140,63.07,75,49.5,107,54.89,102,54.58,,,,,,,,,,,6,699,,
71.4,45,34,90,34.58,20,16.79,15.3,9.72,8.4,,,,,R8,5.95,49,123,60,97,55.49,109,57.83,51,43.7,,,,,,,,,,,,,,,4,380,,
71.4,45,34,156,37.03,12,15.34,3,,,,,,,R9,6.68,68.5,103,55.39,94,54.64,109,56.53,89,52.8,91,54.52,66,46.7,,,,,,,,,,,6,552,,
71.4,45,34,156,37.03,12,15.34,6.5,10.85,3,,,,,R10,8.23,65,156,64.48,152,66.58,120,60.75,62,46.1,112,56.89,,,,,,,,,,,,,5,602,,
71.4,45,34,205,73.06,14,53.66,5.2,25.96,3.6,12.73,12.8,,,R11,7.59,71,123,61.53,158,65.75,145,64.21,214,75.65,,,,,,,,,,,,,,,4,640,,
71.4,45,34,205,73.06,14,53.66,5.2,25.96,7.6,,,,,R12,7.6,23,153,65.78,,,,,,,,,,,,,,,,,,,,,1,153,,
71.4,45,34,205,73.06,14,53.66,5.2,25.96,15.6,15.76,3.2,,,R13,10.61,86,159,66.35,159,73.6,155,66.56,133,62.14,130,61.94,135,62.78,118,59.6,,,,,,,,,7,989,,
71.4,45,34,205,73.06,15,40.95,6.8,12.44,1.2,,,,,R14,7.69,63.7,121,60.57,132,61.69,77,51.14,145,64.91,142,63.43,141,63.66,100,55.63,,,,,,,,,7,858,,
71.4,45,34,205,73.06,15,40.95,28.8,11.2,2.4,9.25,0,,,R15,5.32,53,156,65.14,145,65.1,153,65.88,135,59.94,,,,,,,,,,,,,,,4,589,,
71.4,45,34,205,73.06,15,40.95,28.8,11.2,2.4,9.25,10,,,R16,6.78,35,146,61.48,,,,,,,,,,,,,,,,,,,,,1,146,,
71.4,45,34,205,73.06,24,45.21,44,16.26,8,,,,,R17,6.19,37,138,63.02,153,64.79,137,60.85,,,,,,,,,,,,,,,,,3,428,,
71.4,45,34,205,73.06,24,45.21,50.5,39.4,0,,,,,R18,5.89,31,158,66.32,116,59.74,,,,,,,,,,,,,,,,,,,2,274,,
71.4,45,34,205,73.06,24,45.21,50.5,39.4,7,1.06,5,,,R19,8.49,57,116,60.87,,,,,,,,,,,,,,,,,,,,,1,116,,
71.4,45,34,205,73.06,24,45.21,50.5,39.4,11,9.92,4,,,R20,5.14,27,153,67.11,,,,,,,,,,,,,,,,,,,,,1,153,,
71.4,45,34,205,73.06,24,45.21,50.5,39.4,19,,,,,R21,4.88,21,,,,,,,,,,,,,,,,,,,,,,,0,0,,
71.4,45,34,205,73.06,24,45.21,54.5,43.46,5,,,,,R22,6.4,38,151,66.09,99,56.18,,,,,,,,,,,,,,,,,,,2,250,,
71.4,45,34,205,73.06,24,45.21,54.5,43.46,19.2,19.86,4,,,R23,4.4,15,120,63.44,,,,,,,,,,,,,,,,,,,,,1,120,,
