Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté SPRING BRIGHT : Arbre10/ligne11 ,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Tronc,,charpant,,1er ss charpante,,2ème ss charpante,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,Fruit 10,,Fruit 11,,,,Chiffons ,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nbre_fruit,RDT,Poids ,diamètre 
75,50,36,85,28.23,7,17.3,3,10.3,7.3,,,,,R1,7.62,86,141,64.19,132,61.28,113,58.75,108,56.42,115,57.56,93,53.13,88,53.52,83,52.82,,,,,,,8,873,164,67.23
75,50,36,85,28.23,7,17.3,11,,,,,,,R2,7.69,73,132,61.51,123,59.44,104,56.01,111,56.65,,,,,,,,,,,,,,,4,470,212,75.43
75,50,36,109,26.25,14,,,,,,,,,R3,9.98,107,95,54.49,130,60.7,113,58.5,137,61.75,,,,,,,,,,,,,,,4,475,163,72.63
75,50,36,117,86.42,6,50.24,22,14.7,1,10.44,4.2,,,R4,5.25,28,108,57.76,121,58.46,,,,,,,,,,,,,,,,,,,2,229,73,48.45
75,50,36,117,86.42,6,50.24,22,14.7,1,10.44,7.2,,,R5,6.42,53,132,61.34,130,61.71,,,,,,,,,,,,,,,,,,,2,262,,
75,50,36,117,86.42,56,5.11,11,,,,,,,R6,4.28,15,120,59.4,,,,,,,,,,,,,,,,,,,,,1,120,,
75,50,36,117,86.42,82,14.4,10,10.35,4,,,,,R7,5.12,42,171,68.32,142,65.57,,,,,,,,,,,,,,,,,,,2,313,,
75,50,36,117,86.42,143,,,,,,,,,R8,6.96,50,125,60.96,119,58.48,,,,,,,,,,,,,,,,,,,2,244,,
75,50,36,117,86.42,147,17.83,6.9,13.63,1,6.24,5,,,R9,5.42,25.5,161,66.85,,,,,,,,,,,,,,,,,,,,,1,161,,
75,50,36,117,86.42,147,17.83,6.9,13.63,3,,,,,R10,5.08,35,126,60.84,185,69.21,124,61.38,,,,,,,,,,,,,,,,,3,435,,
75,50,36,117,86.42,164,46.8,12,25.2,13,,,,,R11,3.65,22,147,64.08,,,,,,,,,,,,,,,,,,,,,1,147,,
75,50,36,117,86.42,164,46.8,12,25.2,28,,,,,R12,7.03,49,179,69.29,,,,,,,,,,,,,,,,,,,,,1,179,,
75,50,36,117,86.42,165,61.24,10,13.57,2,,,,,R13,7.99,73,148,70.58,145,64.51,162,66.88,83,50.97,74,47.41,125,60.53,108,57.4,113,58.21,112,57.32,,,,,9,1070,,
75,50,36,117,86.42,165,61.24,10,13.57,7.5,,,,,R14,6.06,56,99,55.99,129,61.1,120,57.48,113,63.58,,,,,,,,,,,,,,,4,461,,
75,50,36,117,86.42,165,61.24,10,13.57,36.5,,,,,R15,6.45,44,118,58.58,145,63.47,147,66.23,,,,,,,,,,,,,,,,,3,410,,
75,50,36,117,86.42,165,61.24,10,13.57,46.5,,,,,R16,3.63,15,110,57.43,,,,,,,,,,,,,,,,,,,,,1,110,,
75,50,36,117,86.42,165,61.24,10,13.57,61.5,,,,,R17,6.57,33.5,104,55.75,100,53.51,135,63.68,113,62.68,120,60.73,,,,,,,,,,,,,5,572,,
75,50,36,117,86.42,165,61.24,14.5,31.3,8,,,,,R18,5.4,7,159,66.36,,,,,,,,,,,,,,,,,,,,,1,159,,
75,50,36,117,86.42,165,61.24,19.5,,,,,,,R19,6.84,27,145,65.1,189,69.52,,,,,,,,,,,,,,,,,,,2,334,,
75,50,36,117,86.42,165,61.24,35.5,30.37,6,15.78,10,,,R20,7.59,56,138,63.07,239,76.23,,,,,,,,,,,,,,,,,,,2,377,,
75,50,36,117,86.42,165,61.24,51.5,30.37,6,15.78,14.2,,,R21,4.88,20,145,63.53,,,153,65.39,143,64.7,,,,,,,,,,,,,,,3,288,,
75,50,36,117,86.42,165,61.24,67.5,30.37,6,15.78,23.2,,,R22,7.7,58.8,236,74.4,163,66.99,204,73.92,,,,,,,,,,,,,,,,,3,603,,
75,50,36,190,81.6,48,19.59,6,16.9,9,14.77,7,9.68,12,R23,5.92,63,144,60.37,134,62.99,119,59.44,,,,,,,,,,,,,,,,,3,397,,
75,50,36,190,81.6,48,19.59,6,16.9,9,14.77,9,,,R24,8.79,73,164,65.96,109,56.5,132,61.16,138,62.86,137,61.38,121,59.44,,,,,,,,,,,6,801,,
