Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté SPRING BRIGHT : Arbre 10/ligne 9 ,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Tronc,,charpant,,1er ss charpante,,2ème ss charpante,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,Fruit 10,,Fruit 11,,,,Chiffons ,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nbre_fruit,RDT,Poids ,diamètre 
70,50,35,96,24,5,19.7,13,17.3,1,,,,,R1,7.8,80,105,56.69,99,56.58,103,56.31,56,53.77,72,49.08,64,46.6,71,49.08,,,,,,,,,7,570,,
70,50,35,96,24,5,19.7,13,20.8,2,,,,,R2,6.4,24,83,51.77,76,50.96,82,50.61,,,,,,,,,,,,,,,,,3,241,,
70,50,35,96,24,5,19.7,13,20.8,5,14.2,4,,,R3,6.7,41,79,53.37,70,48.13,71,48.23,57,45.28,67,48.95,,,,,,,,,,,,,5,344,,
70,50,35,96,24,5,19.7,13,20.8,5,14.2,12,8.8,4.5,R4,4,23,,,,,,,,,,,,,,,,,,,,,,,0,0,,
70,50,35,75,21.6,3,,,,,,,,,R5,4.8,33,93,51.75,79,49.41,,,,,,,,,,,,,,,,,,,2,172,,
70,50,35,77,23,9.5,,,,,,,,,R6,7.4,58,19,30,21,31.45,23,31.5,17,28,,,,,,,,,,,,,,,4,80,,
70,50,35,77,23,9.5,12.27,1,,,,,,,R7,6.6,60.5,23,32.36,29,34.25,23,33.36,,,,,,,,,,,,,,,,,3,75,,
70,50,35,77,23,9.5,19.44,2,18.5,10,8.04,10,,,R8,3.6,22,27,34.41,22,32.46,29,34.87,,,,,,,,,,,,,,,,,3,78,,
70,50,35,144,59.3,23,54.1,41,11.75,9,,,,,R9,5.6,35,,,,,,,,,,,,,,,,,,,,,,,0,0,,
70,50,35,144,59.3,23,54.1,76,16.3,1,,,,,R10,5.9,29,,,,,,,,,,,,,,,,,,,,,,,0,0,,
70,50,35,144,59.3,23,54.1,76,16.3,2.25,,,,,R11,5.5,37,,,,,,,,,,,,,,,,,,,,,,,0,0,,
70,50,35,144,59.3,23,54.1,76,16.3,15.75,9,3,,,R12,5.5,29,,,,,,,,,,,,,,,,,,,,,,,0,0,,
70,50,35,144,59.3,23,54.1,76,16.3,15.75,10,6,,,R13,5.03,22,,,,,,,,,,,,,,,,,,,,,,,0,0,,
70,71,40.5,77,20,7,11.6,30,,,,,,,R14,5.16,27,112,58.09,103,56.04,129,62.08,,,,,,,,,,,,,,,,,3,344,230,72.92
70,71,40.5,77,20,9.5,12.5,17,,,,,,,R15,6.39,81.5,157,71.07,183,68.35,137,62.55,146,63.44,51,47.1,163,66.43,150,63.14,142,71.71,,,,,,,8,1129,,
70,71,40.5,77,20,9.5,12.5,27,,,,,,,R16,8.29,95,160,65.72,147,63.83,160,66.03,173,68.56,,,,,,,,,,,,,,,4,640,,
70,71,40.5,97,74.2,74,79.8,9,38.07,49,7.14,2,,,R17,4.42,27.3,138,62.9,141,62.73,121,64.52,,,,,,,,,,,,,,,,,3,400,,
70,71,40.5,97,74.2,74,79.8,9,38.07,54,10,5,,,R18,6.12,57,174,68.93,141,66.64,164,66.55,,,,,,,,,,,,,,,,,3,479,,
70,71,40.5,97,74.2,74,79.8,9,38.07,54,10,21,,,R19,6.31,55.5,162,67.46,143,64.83,136,61.91,,,,,,,,,,,,,,,,,3,441,,
70,71,40.5,97,74.2,74,79.8,9,17,29.4,2,12.77,8.5,5.5,R20,5.71,15,152,66.51,154,64.68,,,,,,,,,,,,,,,,,,,2,306,,
70,71,40.5,97,74.2,74,79.8,9,17,29.4,2,12.77,8.5,12.5,R21,4.14,16.7,,,,,,,,,,,,,,,,,,,,,,,0,0,,
70,71,40.5,97,74.2,74,79.8,9,17,32.4,16.03,10,,,R22,5.8,46,182,71.21,164,64.75,166,66.66,156,64.44,165,67.83,,,,,,,,,,,,,5,833,,
70,71,40.5,97,74.2,74,79.8,9,17,32.4,16.03,13.3,9.35,10.5,R23,5,19,132,60.53,153,70.23,130,62.15,,,,,,,,,,,,,,,,,3,415,,
70,71,40.5,97,74.2,74,79.8,9,17,32.4,16.03,13.3,9.35,33.5,R24,6.8,33.7,158,67.49,147,64.95,158,65.38,,,,,,,,,,,,,,,,,3,463,,
