Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté 48/52 : Arbre 10 / ligne 11 ,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Varieté 48/52 : Arbre 10 / ligne 15 ,Varieté 48/52 : Arbre 10 / ligne 9 ,Varieté 48/52 : Arbre 11 / ligne 13 ,Unnamed: 45,Unnamed: 46,Varieté 48/52 : Arbre 14 / ligne 13 ,Varieté 48/52 : Arbre 16 / ligne 15 ,Varieté 48/52 : Arbre 6 / ligne 11,Varieté 48/52 : Arbre 6 / ligne 5 ,Varieté 48/52 : Arbre 8 / ligne 12 ,Varieté 48/52 : Arbre 8 / ligne 14 
Tronc,,charpant,,1er ss charpante,,2ème ss charpante,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,Fruit 10,,Fruit 11,,,,Chiffons ,,,,,,,,,,,,,,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nombre de fruit,RDT,Poids ,diamètre ,,moy-poids,,,,,,,,,,,
69,19,38,86,61.28,20,,25,10.25,32,,,,,R17,3.44,10.3,133.99,,,,,,,,,,,,,,,,,,1,133.99,137,64.17,,,,,,,20.5,,,,,,,,,,
69,19,38,86,61.28,46,,0,19.34,13,,,,,R18,7.66,80,139,61.76,109,56,122,65.55,,,,,,,,,,,,,3,370,158,65.14,,,,,,,38.7,,,,,,,,,,
69,19,38,86,61.28,46,,29,12.3,1,,,,,R19,7.65,40.2,150,65.72,121,59.77,,,,,,,,,,,,,,,2,271,111,59.16,,,,,,,38.7,,,,,,,,,,
69,19,38,86,61.28,46,,48,33.47,10,10.27,2,,,R20,4.53,31,133.99,,113,55.32,,,,,,,,,,,,,,,2,246.99,212,77.39,,,,,,,38.7,,,,,,,,,,
69,19,38,86,61.28,46,,48,33.47,13.5,,,,,R21,7.13,68,94,53.64,148,61.46,,,,,,,,,,,,,,,2,242,169,68.54,,,,,,,38.7,,,,,,,,,,
69,19,38,86,61.28,46,,48,33.47,17.5,13.27,19,,,R22,5.6,36,136,62.28,,,,,,,,,,,,,,,,,1,136,152,66.63,,,,,,,38.7,,,,,,,,,,
69,19,38,86,61.28,46,,48,33.47,17.5,13.27,27,,,R23,6.28,42,139,63.41,133.99,,,,,,,,,,,,,,,,2,272.99,132,63.17,,,,,,,38.7,,,,,,,,,,
69,19,38,86,61.28,66,,21,13.3,2,,,,,R24,5.5,24,140,62.26,113,58.17,,,,,,,,,,,,,,,2,253,158,67.51,,,,,,,45.18,,,,,,,,,,
69,19,38,86,61.28,66,,50,2.86,2,,,,,R25,8.21,49.5,156,65.84,133.99,,185,70.3,,,,,,,,,,,,,3,474.99,166,67.78,,,,,,,45.18,,,,,,,,,,
69,19,38,86,61.28,66,,52.5,34.14,4,34.21,22,,,R26,7.59,72,193,72.2,,,,,,,,,,,,,,,,,1,193,194,74.36,,,,,,,45.18,,,,,,,,,,
69,19,38,86,61.28,66,,52.5,34.14,4,34.21,33,,,R27,9.07,25,133.99,,,,,,,,,,,,,,,,,,1,133.99,149,63.91,,,,,,,45.18,,,,,,,,,,
69,19,38,86,61.28,66,,52.5,34.14,4,34.21,37,25.5,30.2,R28,7.02,54,133.99,,133.99,,,,,,,,,,,,,,,,2,267.98,100,55,,,,,,,45.18,,,,,,,,,,
69,19,38,124,21.4,22,,1.3,1.3,,,,,,R29,6.7,56,66,47.31,60,47.89,82,51.39,,,,,,,,,,,,,3,208,131,63.77,,,,,,,10.74,,,,,,,,,,
69,19,38,135,40.68,3,,,,,,,,,R30,11.76,78.5,123,60.27,136,58.85,90,51.5,106,57.76,,,,,,,,,,,4,455,147,65.9,,,,,,,,,,,,,,,,,
69,19,38,166,61.8,25.5,,,,,,,,,R31,11.34,80,132,61.51,133.99,,,,,,,,,,,,,,,,2,265.99,84,51.1,,,,,,,,,,,,,,,,,
69,19,38,166,61.8,53.5,,26,26.42,5,,,,,R32,10.95,72,181,71.44,,,,,,,,,,,,,,,,,1,181,179,68.56,,,,,,,42.23,,,,,,,,,,
69,19,38,166,61.8,53.5,,2,26.3,5,9.24,13,,,R33,9.09,45,127,61.03,154,69.76,,,,,,,,,,,,,,,2,281,146,65.61,,,,,,,53.4,,,,,,,,,,
69,19,38,166,61.8,53.5,,41,23.25,7,,,,,R34,8.43,29,,,,,,,,,,,,,,,,,,,0,0,163,69.31,,,,,,,53.4,,,,,,,,,,
69,19,38,166,61.8,53.5,,41,23.25,19,,,,,R35,6.15,21,153,66.04,133.99,,,,,,,,,,,,,,,,2,286.99,114,61.26,,,,,,,53.4,,,,,,,,,,
69,19,38,166,61.8,53.5,,41,23.25,34,14.44,1,,,R36,7.38,45,133.99,,,,,,,,,,,,,,,,,,1,133.99,104,56.91,,,,,,,53.4,,,,,,,,,,
69,19,38,166,61.8,53.5,,41,23.25,34,14.44,15,,,R37,5.88,25,133.99,,,,,,,,,,,,,,,,,,1,133.99,196,72.33,,,,,,,53.4,,,,,,,,,,
69,19,38,166,61.8,53.5,,55.5,38.01,0.5,,,,,R38,7.37,23.5,189,69.92,,,,,,,,,,,,,,,,,1,189,143,68.02,,,,,,,53.4,,,,,,,,,,
69,19,38,166,61.8,53.5,,55.5,38.01,22.5,23.25,47,,,R39,8.85,42,133.99,,,,,,,,,,,,,,,,,,1,133.99,93,57.31,,,,,,,53.4,,,,,,,,,,
69,19,38,166,61.8,53.5,,55.5,38.01,22.5,23.25,50.2,,,R40,5.96,32,133.99,,170,68.72,,,,,,,,,,,,,,,2,303.99,118,57.96,,,,,,,53.4,,,,,,,,,,
69,19,38,166,61.8,53.5,,55.5,38.01,22.5,23.25,53.7,,,R41,6.24,36.5,133.99,,165,66.44,,,,,,,,,,,,,,,2,298.99,138,61.6,,,,,,,53.4,,,,,,,,,,
69,19,38,181,17.71,5,,,,,,,,,R42,9.53,58.5,123,59.96,151,67.49,,,,,,,,,,,,,,,2,274,106,59.13,,,,,,,,,,,,,,,,,
69,19,38,203,11.25,5.5,,,,,,,,,R43,10.18,75.5,171,69.91,211,72.63,,,,,,,,,,,,,,,2,382,,,,,,,,,,,,,,,,,,,
69,19,38,209,14.91,13,,,,,,,,,R44,12.07,68.5,179,69.78,107,57.88,167,67.08,,,,,,,,,,,,,3,453,,,,,,,,,,,,,,,,,,,
69,19,38,213.5,40.97,2,,,,,,,,,R45,5.78,28,215,73.63,,,,,,,,,,,,,,,,,1,215,,,,,,,,,,,,,,,,,,,
69,19,38,234.5,,,,,,,,,,,R46,8.9,62,202,72.94,189,71.25,,,,,,,,,,,,,,,2,391,,,,,,,,,,,,,,,,,,,
69,19,38,238.5,80.37,8,,4,31.5,1.5,,,,,R47,6.45,18,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,50.19,,,,,,,,,,
69,19,38,238.5,80.37,8,,38.5,31.53,1,,,,,R48,5.51,35.4,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,50.19,,,,,,,,,,
69,19,38,238.5,80.37,8,,38.5,31.53,1,,,,,R49,8.26,62,235,76.91,188,70.13,,,,,,,,,,,,,,,2,423,,,,,,,,,50.19,,,,,,,,,,
69,19,38,238.5,80.37,8,,41,23.27,9,,,,,R50,8.38,39,158,73.35,133.99,,164,66.44,109,58.32,,,,,,,,,,,4,564.99,,,,,,,,,50.19,,,,,,,,,,
69,19,38,238.5,80.37,8,,41,23.27,23,,,,,R51,9.89,48,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,50.19,,,,,,,,,,
69,19,38,238.5,80.37,8,,41,23.27,39,21.9,17,,,R52,8.55,37.5,187,69.73,133.99,,,,,,,,,,,,,,,,2,320.99,,,,,,,,,50.19,,,,,,,,,,
69,19,38,238.5,80.37,8,,41,23.27,39,21.9,36,,,R53,7.35,20,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,50.19,,,,,,,,,,
69,19,38,238.5,80.37,8,,41,23.27,39,21.9,38,,,R54,8.41,58,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,50.19,,,,,,,,,,
69,19,38,238.5,80.37,8,,45,25.17,21,,,,,R55,9.58,47,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,50.19,,,,,,,,,,
69,25,31,66,21.4,18,,,,,,,,,R56,7.6,70,107,55.99,,,,,,,,,,,,,,,,,1,107,65,50.54,,,,,,,,,,,,,,,,,
69,25,31,66,21.4,29,,,,,,,,,R57,8.8,87.5,118,62.02,83,50.55,88,51.66,,,,,,,,,,,,,3,289,39,39.48,,,,,,,,,,,,,,,,,
69,25,31,66,21.4,59,,,,,,,,,R58,8.13,80.5,133.99,,,,,,,,,,,,,,,,,,1,133.99,96,55.94,,,,,,,,,,,,,,,,,
69,25,31,66,21.4,71,,,,,,,,,R59,6.42,51.5,121,57.6,125,59.69,,,,,,,,,,,,,,,2,246,113,58.8,,,,,,,,,,,,,,,,,
69,25,31,88,44.5,100,,7,,,,,,,R60,5.4,16,112,57.6,125,59.69,,,,,,,,,,,,,,,2,237,112,58.82,,,,,,,20.15,,,,,,,,,,
69,25,31,88,44.5,100,,52,,,,,,,R61,5.19,34,94,56.63,133.99,,,,,,,,,,,,,,,,2,227.99,143,62.21,,,,,,,20.15,,,,,,,,,,
69,25,31,88,44.5,100,,56,,,,,,,R62,5.6,20,,,,,,,,,,,,,,,,,,,0,0,150,65.19,,,,,,,20.15,,,,,,,,,,
69,25,31,88,44.5,100,,69.5,,,,,,,R63,7.6,55,142,62.72,118,60.19,133.99,,133.99,,,,,,,,,,,,4,527.98,143,63.82,,,,,,,20.15,,,,,,,,,,
69,25,31,88,44.5,100,,73.5,,,,,,,R64,6.49,36,144,63.24,133.99,,,,,,,,,,,,,,,,2,277.99,148,65.6,,,,,,,20.15,,,,,,,,,,
69,25,31,88,44.5,107,,,,,,,,,R65,6.7,12,123,63.02,133.99,,,,,,,,,,,,,,,,2,256.99,197,72.39,,,,,,,,,,,,,,,,,
69,25,31,88,44.5,126,,2,,,,,,,R66,7.5,64,55,43.55,69,47.16,89,53.74,129,61.16,121,59.02,,,,,,,,,5,463,210,71.3,,,,,,,37.5,,,,,,,,,,
69,25,31,88,44.5,126,,2,,,,,,,R67,15.44,133,133.99,,133.99,,133.99,,,,,,,,,,,,,,3,401.97,224,73.43,,,,,,,37.5,,,,,,,,,,
69,25,31,88,44.5,126,,2,20.4,13,12.6,3,,,R68,5.6,27,118,58.68,119,59.02,,,,,,,,,,,,,,,2,237,172,68.1,,,,,,,37.5,,,,,,,,,,
69,25,31,88,44.5,126,,2,20.4,13,12.6,11,,,R69,5.24,36,102,57.78,133.99,,,,,,,,,,,,,,,,2,235.99,134,61.49,,,,,,,37.5,,,,,,,,,,
69,25,31,134,19.8,33,,,,,,,,,R70,6.8,41,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
69,25,31,134,19.8,37,,,,,,,,,R71,5.36,34,93,59.3,,,,,,,,,,,,,,,,,1,93,,,,,,,,,,,,,,,,,,,
69,25,31,134,19.8,53,,2,,,,,,,R72,6.55,46,109,55.71,107,57.19,90,55.46,,,,,,,,,,,,,3,306,,,,,,,,,7.8,,,,,,,,,,
69,25,31,134,19.8,84,,,,,,,,,R73,6.13,50,127,60.46,126,60.21,133.99,,,,,,,,,,,,,,3,386.99,,,,,,,,,,,,,,,,,,,
69,25,31,169,48.5,25,,5,,,,,,,R74,5.27,41.5,138,60.73,105,54.76,147,65.15,,,,,,,,,,,,,3,390,,,,,,,,,11.9,,,,,,,,,,
69,25,31,169,48.5,29,,,,,,,,,R75,16.8,106,137,64.68,141,64,119,59,133.99,,,,,,,,,,,,4,530.99,,,,,,,,,,,,,,,,,,,
69,25,31,169,48.5,61,,11,15.3,18,,,,,R76,6.5,25,177,69.28,133.99,,,,,,,,,,,,,,,,2,310.99,,,,,,,,,16.38,,,,,,,,,,
69,25,31,169,48.5,75,,3,12.86,37,,,,,R77,7.7,58,133.99,,133.99,,133.99,,133.99,,,,,,,,,,,,4,535.96,,,,,,,,,35.9,,,,,,,,,,
69,25,31,169,48.5,75,,27,29.9,19,,,,,R78,5.16,24,133.99,,,,,,,,,,,,,,,,,,1,133.99,,,,,,,,,35.9,,,,,,,,,,
69,25,31,169,48.5,75,,27,29.9,27,10.5,0,,,R79,6.5,40,210,72.23,133.99,,,,,,,,,,,,,,,,2,343.99,,,,,,,,,35.9,,,,,,,,,,
69,25,31,169,48.5,75,,27,29.9,27,10.5,13,,,R80,6.8,34.5,133.99,,,,,,,,,,,,,,,,,,1,133.99,,,,,,,,,35.9,,,,,,,,,,
69,21,33.7,83,12.9,2,,,,,,,,,R81,10.24,110.5,71,47.75,112,59.86,85,52.73,74,49.77,73,46.86,72,46.98,,,,,,,6,487,92,55.06,,,,,,,,,,,,,,,,,
69,21,33.7,101,44.35,28,,7,,,,,,,R82,6.27,40,115,57.88,,,,,,,,,,,,,,,,,1,115,118,61.45,,,,,,,28.5,,,,,,,,,,
69,21,33.7,101,44.35,28,,12,16.5,6,,,,,R83,12.13,110,124,62.81,98,53.65,93,52.32,,,,,,,,,,,,,3,315,144,62.07,,,,,,,28.5,,,,,,,,,,
69,21,33.7,101,44.35,28,,12,16.5,20,,,,,R84,6.24,53.7,111,58.37,125,59.43,,,,,,,,,,,,,,,2,236,154,64.9,,,,,,,28.5,,,,,,,,,,
69,21,33.7,101,44.35,28,,12,14.21,21,,,,,R85,7.28,81,93,53.59,131,61.86,118,58.31,98,56.98,81,50.68,89,51.71,,,,,,,6,610,125,62.64,,,,,,,28.5,,,,,,,,,,
69,21,33.7,101,44.35,28,,12,14.21,55,,,,,R86,4.8,39,72,50.52,71,49.22,,,,,,,,,,,,,,,2,143,114,59.83,,,,,,,28.5,,,,,,,,,,
69,21,33.7,101,44.35,28,,12,14.21,67,,,,,R87,5,43,99,56.07,,,,,,,,,,,,,,,,,1,99,108,65.36,,,,,,,28.5,,,,,,,,,,
69,21,33.7,101,44.35,68,,5,26.8,2,,,,,R88,8,80,129,60.15,134,61.29,,,,,,,,,,,,,,,2,263,109,56.98,,,,,,,32.9,,,,,,,,,,
69,21,33.7,101,44.35,72,,19,,,,,,,R89,5.12,16,97,55.07,133.99,,,,,,,,,,,,,,,,2,230.99,104,55.83,,,,,,,27.66,,,,,,,,,,
69,21,33.7,101,44.35,72,,44,20.99,41.5,,,,,R90,6.26,48,133.99,,133.99,,133.99,,,,,,,,,,,,,,3,401.97,165,66.5,,,,,,,27.66,,,,,,,,,,
69,21,33.7,101,44.35,72,,44,20.99,49.5,,,,,R91,6.33,46.5,142,63.13,133.99,,133.99,,133.99,,,,,,,,,,,,4,543.97,125,59.2,,,,,,,27.66,,,,,,,,,,
69,21,33.7,101,44.35,72,,44,20.99,56,,,,,R92,6.41,50.5,133.99,,,,,,,,,,,,,,,,,,1,133.99,98,55.25,,,,,,,27.66,,,,,,,,,,
69,21,33.7,125,,,,,,,,,,,R93,17.1,118,116,58.67,98,54.53,153,64.34,163,66.56,,,,,,,,,,,4,530,94,52.04,,,,,,,,,,,,,,,,,
69,21,33.7,137,9.5,11,,,,,,,,,R94,6,32,137,61.66,112,57.76,,,,,,,,,,,,,,,2,249,127,60.67,,,,,,,,,,,,,,,,,
69,21,33.7,147.5,13.9,8,,,,,,,,,R95,8.84,106,147,64.83,133.99,,111,56.23,143,60.32,,,,,,,,,,,4,534.99,160,64.28,,,,,,,,,,,,,,,,,
69,21,33.7,157.5,15.5,1,,,,,,,,,R96,7,18.5,141,63.17,133.99,,80,54.13,,,,,,,,,,,,,3,354.99,102,59.86,,,,,,,,,,,,,,,,,
69,21,33.7,199.5,13.19,4.5,,,,,,,,,R97,6.5,45.5,148,63.76,127,61.42,,,,,,,,,,,,,,,2,275,119,60.21,,,,,,,,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,9,14.6,2.5,,,,,R98,5.5,19,150,63.08,,,,,,,,,,,,,,,,,1,150,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,34,,,,,,,R99,4.5,25.5,147,64.26,,,,,,,,,,,,,,,,,1,147,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,43,,,,,,,R100,5.7,32,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,45,26.24,32,,,,,R101,5.7,46,113,59.99,133.99,,133.99,,,,,,,,,,,,,,3,380.98,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,45,26.24,35,,,,,R102,6.3,39,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,45,26.24,38,,,,,R103,6.5,42,133.99,,133.99,,,,,,,,,,,,,,,,2,267.98,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,45,26.24,40.5,,,,,R104,8.9,56,146,64.82,133.99,,133.99,,133.99,,,,,,,,,,,,4,547.97,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,76,20.21,28.7,,,,,R105,5,36,133.99,,,,,,,,,,,,,,,,,,1,133.99,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,76,20.21,31.7,,,,,R106,7.21,57,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,201.5,34.24,20,,76,20.21,34.7,,,,,R107,6.19,44,135,63.56,133.99,,133.99,,,,,,,,,,,,,,3,402.98,,,,,,,,,35.86,,,,,,,,,,
69,21,33.7,223.5,34.7,3,,,,,,,,,R108,7.41,55,163,66.56,138,62.77,,,,,,,,,,,,,,,2,301,,,,,,,,,,,,,,,,,,,
69,21,33.7,223.5,34.7,5.5,,2,,,,,,,R109,5.3,15,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,26.4,,,,,,,,,,
69,21,33.7,223.5,58.5,32,,4,,,,,,,R110,5.6,18,150,64.98,89,54.31,161,66,,,,,,,,,,,,,3,400,,,,,,,,,8.6,,,,,,,,,,
69,21,33.7,223.5,58.5,44,,5,14.18,10,,,,,R111,5.4,23,133.99,,133.99,,,,,,,,,,,,,,,,2,267.98,,,,,,,,,19.3,,,,,,,,,,
69,21,33.7,223.5,58.5,44,,5,14.18,16,,,,,R112,6.7,37,133.99,,,,,,,,,,,,,,,,,,1,133.99,,,,,,,,,19.3,,,,,,,,,,
69,21,33.7,223.5,58.5,47.5,,11,32,11,,,,,R113,6.4,38.5,177,70.51,133.99,,,,,,,,,,,,,,,,2,310.99,,,,,,,,,33.6,,,,,,,,,,
69,21,33.7,223.5,58.5,47.5,,11,32,14,,,,,R114,9.12,74,133.99,,181,71.46,,,,,,,,,,,,,,,2,314.99,,,,,,,,,33.6,,,,,,,,,,
69,21,33.7,223.5,58.5,47.5,,11,32,21,22.29,31,,,R115,5.22,34,133.99,,133.99,,133.99,,,,,,,,,,,,,,3,401.97,,,,,,,,,33.6,,,,,,,,,,
69,21,33.7,223.5,58.5,47.5,,11,32,21,22.29,33,,,R116,4.9,31.5,131,62.04,211,76.54,133.99,,,,,,,,,,,,,,3,475.99,,,,,,,,,33.6,,,,,,,,,,
69,21,33.7,223.5,58.5,47.5,,11,32,21,22.29,37,,,R117,6.8,48,177,69.62,,,,,,,,,,,,,,,,,1,177,,,,,,,,,33.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total ,,31.808220000000027,,,,,,,,,,,,,,,,,,,
Tronc,,charpant,,1er ss charpante,,,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,,,Chiffons ,,,,,,,,,2ème ss charpante,,,,,,,,,
Diam,Long,Diam,Long,Diam,Long,,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nombre de fruit,RDT,Poids ,diamètre ,,moy-poids,,,,,,Diam,,,,,,,,,
67,33.5,33.5,58,,,,,,,,,,,R1,6.4,85,117,58.41,,,,,,,,,,,,,,,,,1,117,123,59.6,,133.37037037037038,,,,,,,,,,,,,,,
67,33.5,33.5,58,9.5,41.5,,32,,,,,,,R2,5.7,53,95,53.58,,,,,,,,,,,,,,,,,1,95,66,47.89,,,,,,,,9.4,,,,,,,,,
67,33.5,33.5,68,15.2,70,,35.5,,,,,,,R3,2.4,19,108,60.76,108,61.37,,,,,,,,,,,,,,,2,216,136,64.93,,,,,,,,9,,,,,,,,,
67,33.5,33.5,68,,,,,,,,,,,R4,5,46,98,52.4,101,55.95,,,,,,,,,,,,,,,2,199,163,69.14,,,,,,,,,,,,,,,,,
67,33.5,33.5,84.5,7.9,7.5,,,,,,,,,R5,5.4,36.5,79,52.27,92,54.67,,,,,,,,,,,,,,,2,171,214,74.93,,,,,,,,,,,,,,,,,
67,33.5,33.5,91.5,13.13,59,,,,,,,,,R6,3.8,41,99,54.47,118,58.2,105,54.72,,,,,,,,,,,,,3,322,183,67.95,,,,,,,,,,,,,,,,,
67,33.5,33.5,91.5,13.13,71,,,,,,,,,R7,5.5,57.5,133.37,,,,,,,,,,,,,,,,,,1,133.37,170,67.33,,,,,,,,,,,,,,,,,
67,33.5,33.5,91.5,12.5,17.5,,,,,,,,,R8,6.38,69,141,63.39,101,53.6,107,55.53,,,,,,,,,,,,,3,349,75,51.81,,,,,,,,,,,,,,,,,
67,33.5,33.5,91.5,12.5,28.5,,,,,,,,,R9,7.9,75,140,62.08,,,,,,,,,,,,,,,,,1,140,83,51.44,,,,,,,,,,,,,,,,,
67,33.5,33.5,120.5,,,,,,,,,,,R10,4.8,28,128,58.72,103,55.67,,,,,,,,,,,,,,,2,231,96,55.26,,,,,,,,,,,,,,,,,
67,33.5,33.5,182.5,,,,,,,,,,,R11,7.9,102,155,66.2,133,61.86,,,,,,,,,,,,,,,2,288,,,,,,,,,,,,,,,,,,,
67,33.5,33.5,192.5,33.6,2.9,,,,,,,,,R12,4,19,195,72.51,133.37,,,,,,,,,,,,,,,,2,328.37,,,,,,,,,,,,,,,,,,,
67,33.5,33.5,192.5,67,7,,48.5,,,,,,,R13,4.5,29,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,10.9,,,,,,,,,
67,33.5,33.5,192.5,67,40,,19,11.9,30,,,,,R14,6.4,36,133.37,,,,,,,,,,,,,,,,,,1,133.37,,,,,,,,,,15.3,,,,,,,,,
67,33.5,33.5,192.5,67,40,,19,11.9,38,,,,,R15,5,27.3,165,65.62,97,56.83,,,,,,,,,,,,,,,2,262,,,,,,,,,,15.3,,,,,,,,,
67,33.5,33.5,192.5,67,49,,4,10.9,3.5,,,,,R16,6.4,66,163,65.98,133.37,,,,,,,,,,,,,,,,2,296.37,,,,,,,,,,17.9,,,,,,,,,
67,33.5,33.5,192.5,67,86,,,,,,,,,R17,7.7,53,133.37,,133.37,,,,,,,,,,,,,,,,2,266.74,,,,,,,,,,,,,,,,,,,
67,33.5,33.5,192.5,67,86,,7.5,,,,,,,R18,4.6,39,135,62.25,,,,,,,,,,,,,,,,,1,135,,,,,,,,,,5.5,,,,,,,,,
67,33.5,33.5,192.5,67,86,,8.5,,,,,,,R19,5.5,23,133.37,,,,,,,,,,,,,,,,,,1,133.37,,,,,,,,,,5.7,,,,,,,,,
67,33.5,33.5,192.5,67,86,,34.5,,,,,,,R20,5.2,38,167,67.31,133.37,,,,,,,,,,,,,,,,2,300.37,,,,,,,,,,22.3,,,,,,,,,
67,33.5,33.5,192.5,67,86,,41.5,,,,,,,R21,4.1,23,133.37,,133.37,,,,,,,,,,,,,,,,2,266.74,,,,,,,,,,22.3,,,,,,,,,
67,33.5,33.5,192.5,67,86,,52.5,,,,,,,R22,6,42.5,133.37,,133.37,,,,,,,,,,,,,,,,2,266.74,,,,,,,,,,22.3,,,,,,,,,
67,33.5,33.5,192.5,67,86,,58,,,,,,,R23,6.2,40,133.37,,133.37,,,,,,,,,,,,,,,,2,266.74,,,,,,,,,,22.3,,,,,,,,,
67,33.5,33.5,192.5,67,99,,24,17.7,14,,,,,R24,11,83,151,65.15,133.37,,,,,,,,,,,,,,,,2,284.37,,,,,,,,,,25.4,,,,,,,,,
67,33.5,33.5,192.5,67,99,,29,,,,,,,R25,9,60,133.37,,133.37,,133.37,,,,,,,,,,,,,,3,400.11,,,,,,,,,,25.4,,,,,,,,,
67,33.5,33.5,192.5,67,104,,20.5,,,,,,,R26,5.6,36.5,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,10,,,,,,,,,
67,33.5,34,54,,,,,,,,,,,R27,8.4,13,,,,,,,,,,,,,,,,,,,0,0,156,64.95,,,,,,,,,,,,,,,,,
67,33.5,34,61.5,57,42,,12,,,,,,,R28,6,67,136,63.24,105,58.91,110,54.73,103,55.56,,,,,,,,,,,4,454,93,54.87,,,,,,,,29.4,,,,,,,,,
67,33.5,34,61.5,57,42,,34,,,,,,,R29,3.6,28,121,58.98,133.37,,,,,,,,,,,,,,,,2,254.37,117,60.34,,,,,,,,29.4,,,,,,,,,
67,33.5,34,61.5,57,42,,52,,,,,,,R30,7,49,136,62.08,144,61.16,,,,,,,,,,,,,,,2,280,130,62.33,,,,,,,,29.4,,,,,,,,,
67,33.5,34,61.5,57,42,,104,13.13,4,,,,,R31,5,39,106,57.69,133.37,,,,,,,,,,,,,,,,2,239.37,,,,,,,,,,29.4,,,,,,,,,
67,33.5,34,61.5,57,42,,104,13.13,8,,,,,R32,4.3,26,165,65.58,,,,,,,,,,,,,,,,,1,165,,,,,,,,,,29.4,,,,,,,,,
67,33.5,34,61.5,57,42,,114,,,,,,,R33,11.8,85,143,60.78,136,61.29,117,54.96,,,,,,,,,,,,,3,396,,,,,,,,,,29.4,,,,,,,,,
67,33.5,34,61.5,57,42,,127,,,,,,,R34,11.8,84,133.37,,126,59.35,133.37,,133.37,,,,,,,,,,,,4,526.11,,,,,,,,,,29.4,,,,,,,,,
67,33.5,34,61.5,57,42,,134,16.6,9,,,,,R35,9.7,67.5,133.37,,133.37,,,,,,,,,,,,,,,,2,266.74,,,,,,,,,,29.4,,,,,,,,,
67,33.5,34,61.5,57,42,,134,16.6,15,,,,,R36,10.7,78,133.37,,133.37,,118,59.28,133.37,,,,,,,,,,,,4,518.11,,,,,,,,,,29.4,,,,,,,,,
