Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté 48/52 : Arbre 8 / ligne 12 ,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
Tronc,,charpant,,1er ss charpante,,2ème ss charpante,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,,,Chiffons ,,,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nombre de fruit ,RDT,Poids ,diamètre ,,moy-poids
68,37,35,42,13.31,2.5,,,,,,,,,R1,7.9,39.5,129,62.36,,,,,,,,,,,,,,,,,1,129,228,76.16,,127.48809523809524
68,37,35,49,25.8,7,,,,,,,,,R2,6.5,47,96,58.22,95,57.66,,,,,,,,,,,,,,,2,191,181,67.76,,
68,37,35,49,25.8,42,,,,,,,,,R3,6.06,56,103,56.81,117,62.48,,,,,,,,,,,,,,,2,220,109,55.66,,
68,37,35,49,25.8,72,,,,,,,,,R4,5.45,28,127.49,,,,,,,,,,,,,,,,,,1,127.49,171,68.95,,
68,37,35,49,25.8,77.4,,,,,,,,,R5,5.36,35,97,59.54,,,,,,,,,,,,,,,,,1,97,141,65.95,,
68,37,35,49,25.8,106.4,14.3,9,,,,,,,R6,4.75,20,130,61.9,,,,,,,,,,,,,,,,,1,130,125,61.65,,
68,37,35,89,15.3,28,,,,,,,,,R7,11.35,103,154,66.4,168,65.81,120,57.42,166,69.22,,,,,,,,,,,4,608,137,67.53,,
68,37,35,122,50.83,4,17.5,6,11.36,7,7.66,7.3,,,R8,7.77,71.8,150,64.41,108,55.46,108,55.9,127.49,,,,,,,,,,,,4,493.49,205,71.1,,
