Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté 48/52 : Arbre 16 / ligne 15 ,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
58.8,41,32,107.5,30.11,50,,,,,,,,,R9,10.7,107,158,67.28,155,64.39,130,59.49,137.23,,,,,,,,,,,,4,580.23,140,60.78,,
58.8,41,32,107.5,30.11,55,,,,,,,,,R10,4.91,32,141,53.62,158,63.95,,,,,,,,,,,,,,,2,299,147,60.19,,
58.8,41,32,107.5,30.11,67,,,,,,,,,R11,7.6,85,137.23,,137.23,,112,60.29,,,,,,,,,,,,,3,386.46,164,69.95,,
58.8,41,32,127.5,27.41,4,,,,,,,,,R12,9.21,101,140,66.2,137.23,,145,64.41,131,63.08,,,,,,,,,,,4,553.23,114,60.16,,
58.8,41,32,184.5,31.11,8,15.9,3,,,,,,,R13,9.05,72,150,65.6,137.23,,,,,,,,,,,,,,,,2,287.23,153,64.73,,
58.8,41,32,184.5,31.11,50,,,,,,,,,R14,9.7,65,181,69.51,211,74.64,,,,,,,,,,,,,,,2,392,150,66.87,,
58.8,41,32,184.5,31.11,68,18.55,32.5,,,,,,,R15,5.5,46,257,79.51,,,,,,,,,,,,,,,,,1,257,,,,
58.8,41,32,184.5,31.11,68,18.55,35,,,,,,,R16,6.7,41.5,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,41,32,184.5,31.11,68,18.55,37.5,,,,,,,R17,6,32.5,162,65.58,137.23,,,,,,,,,,,,,,,,2,299.23,,,,
58.8,41,32,192.5,,,,,,,,,,,R18,7,30,215,73.61,137.23,,,,,,,,,,,,,,,,2,352.23,,,,
58.8,41,32,233.5,50.19,4.5,,,,,,,,,R19,6.16,35,80,53.42,149,64.16,,,,,,,,,,,,,,,2,229,,,,
58.8,41,32,233.5,50.19,18,26.77,2,,,,,,,R20,4.9,12,0,,,,,,,,,,,,,,,,,,1,0,,,,
58.8,41,32,233.5,50.19,18,26.77,4,,,,,,,R21,4.8,13,151,65.4,,,,,,,,,,,,,,,,,1,151,,,,
58.8,41,32,233.5,67.6,34,,,,,,,,,R22,5.7,20.5,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,41,32,233.5,67.6,55,,,,,,,,,R23,7,27,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,41,32,233.5,67.6,57,,,,,,,,,R24,5.45,25,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,41,32,233.5,67.6,66,,,,,,,,,R25,7.88,28,108,57.08,228,75.11,137.23,,,,,,,,,,,,,,3,473.23,,,,
58.8,41,32,233.5,67.6,73.8,,,,,,,,,R26,6.44,15,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,41,32,233.5,67.6,97.8,,,,,,,,,R27,7.15,26,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,26,34,65,67.03,45,23.02,3,12.68,17.8,,,,,R28,3.91,37.2,137.23,,123,61.44,,,,,,,,,,,,,,,2,260.23,168,66.2,,
58.8,26,34,65,67.03,45,23.02,3,12.68,21.3,,,,,R29,4.26,32,162,67.56,137.23,,,,,,,,,,,,,,,,2,299.23,157,64.4,,
58.8,26,34,65,67.03,45,23.02,3,12.68,32.3,7.52,22,,,R30,3.46,20,,,,,,,,,,,,,,,,,,,0,0,209,73.43,,
58.8,26,34,65,67.03,84.5,11.9,7,,,,,,,R31,6.93,51.5,199,69.47,160,65.8,138,61.26,,,,,,,,,,,,,3,497,,,,
58.8,26,34,65,67.03,98.7,,,,,,,,,R32,4.29,34,137.23,,137.23,,170,66.1,,,,,,,,,,,,,3,444.46,,,,
58.8,26,34,65,67.03,110.7,17.68,3.5,,,,,,,R33,7.78,83,141,62.53,137.23,,137.23,,137.23,,,,,,,,,,,,4,552.69,,,,
58.8,26,34,65,67.03,119.7,14.68,3.5,,,,,,,R34,6.02,23,159,63.96,174,65.25,,,,,,,,,,,,,,,2,333,,,,
58.8,26,34,65,67.03,148.6,,,,,,,,,R35,4.37,37,185,70.24,,,,,,,,,,,,,,,,,1,185,,,,
58.8,26,34,65,67.03,160.4,,,,,,,,,R36,6.41,52,137.23,,137.23,,,,,,,,,,,,,,,,2,274.46,,,,
58.8,26,34,65,67.03,162.4,26.11,3,,,,,,,R37,5.76,26.8,190,69.11,,,,,,,,,,,,,,,,,1,190,,,,
58.8,26,34,65,67.03,162.4,26.11,8,,,,,,,R38,5.16,29.8,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,26,34,65,67.03,162.4,26.11,35,8.88,5.03,,,,,R39,6.69,40,152,64.24,137.23,,,,,,,,,,,,,,,,2,289.23,,,,
58.8,26,34,65,67.03,162.4,26.11,52.5,12.72,7.6,,,,,R40,9.05,62,192,69.63,,,,,,,,,,,,,,,,,1,192,,,,
58.8,26,34,108,11.08,4.5,,,,,,,,,R41,5.21,43.3,141,64.5,173,67.25,154,64.22,,,,,,,,,,,,,3,468,,,,
58.8,26,34,151,7.61,5,,,,,,,,,R42,3.25,12.2,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,26,34,151,7.61,6.3,,,,,,,,,R43,5.35,49,177,69.72,137.23,,143,63.39,,,,,,,,,,,,,3,457.23,,,,
58.8,26,34,151,9.4,10.4,,,,,,,,,R44,6.15,73,167,67.53,155,67.6,110,56.23,,,,,,,,,,,,,3,432,,,,
58.8,26,34,180.5,24.76,8.5,18.39,27,9.9,8,,,,,R45,6.36,50.4,136,61.44,184,67.54,,,,,,,,,,,,,,,2,320,,,,
58.8,26,34,180.5,24.76,8.5,18.39,27,9.9,10.3,,,,,R46,4.89,36.2,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,26,34,200.5,11.5,4.4,,,,,,,,,R47,7.43,74,159,65.24,190,72.98,195,71,137.23,,,,,,,,,,,,4,681.23,,,,
58.8,26,34,211.9,14.5,2.5,,,,,,,,,R48,3.83,21,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,26,34,218.9,,,,,,,,,,,R49,6.83,43.6,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,26,34,224.9,10.22,4,,,,,,,,,R50,6.72,43.4,137.23,,137.23,,,,,,,,,,,,,,,,2,274.46,,,,
58.8,26,34,224.9,10.22,8,,,,,,,,,R51,4.9,18,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,26,34,224.9,10.22,15,,,,,,,,,R52,5.15,29,59,43.79,,,,,,,,,,,,,,,,,1,59,,,,
58.8,26,34,224.9,48.24,17,,,,,,,,,R53,10.22,65.8,157,63.32,227,71.97,137.23,,,,,,,,,,,,,,3,521.23,,,,
58.8,26,34,224.9,48.24,40,,,,,,,,,R54,3.82,13.8,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,26,34,224.9,48.24,47.5,,,,,,,,,R55,7.82,92,137.23,,137.23,,,,,,,,,,,,,,,,2,274.46,,,,
58.8,26,34,224.9,48.24,55.5,26.25,19,,,,,,,R56,6.19,31,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,26,34,224.9,48.24,55.5,26.25,29.5,,,,,,,R57,10.59,35,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,26,34,224.9,48.24,59.8,,,,,,,,,R58,7.69,71,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,26,34,224.9,48.24,69.6,6.28,3,,,,,,,R59,4.46,16,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,26,34,224.9,48.24,69.6,27.01,14,,,,,,,R60,4.25,19.2,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,26,34,224.9,48.24,69.6,27.01,4.8,,,,,,,R61,5.58,18.5,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,35,28,85,,,,,,,,,,,R62,6.9,87,112,58.13,80,48.66,137.23,,,,,,,,,,,,,,3,329.23,117,58.66,,
58.8,35,28,85,,,,,,,,,,,R63,6.4,40,127,58.75,93,53.49,,,,,,,,,,,,,,,2,220,74,47.4,,
58.8,35,28,93,16.4,9,8.34,4,,,,,,,R64,6.8,64,90,53.54,139,63.43,106,55.97,101,54.55,49,41.78,79,48.92,,,,,,,6,564,106,57.98,,
58.8,35,28,130.5,11.32,12,,,,,,,,,R65,5.49,41,96,54.47,96,63.85,50,43.2,44,40.31,,,,,,,,,,,4,286,190,70.51,,
58.8,35,28,130.5,12.15,5,,,,,,,,,R66,6.8,74.5,101,55.29,100,56.3,116,60.21,83,50.53,100,55.89,,,,,,,,,5,500,125,58.2,,
58.8,35,28,147.5,16,46,,,,,,,,,R67,3.88,35.5,140,64.47,107,58.46,109,58.11,,,,,,,,,,,,,3,356,199,74.07,,
58.8,35,28,147.5,16,51,,,,,,,,,R68,6.91,89.5,83,53.27,112,58.75,137.23,,137.23,,103,58.94,,,,,,,,,5,572.46,122,60.67,,
58.8,35,28,147.5,10,15,,,,,,,,,R69,5.37,36,97,52.96,119,61.59,111,59.4,,,,,,,,,,,,,3,327,179,71.41,,
58.8,35,28,188.5,10.5,13,,,,,,,,,R70,4.6,20,155,64.85,,,,,,,,,,,,,,,,,1,155,161,71.52,,
58.8,35,28,191.5,,,,,,,,,,,R71,6.9,18,50,41.76,,,,,,,,,,,,,,,,,1,50,109,56.59,,
58.8,35,28,213.5,50,5,,,,,,,,,R72,6.6,59,124,62.83,102,54.89,120,60.78,94,57.38,,,,,,,,,,,4,440,136,60.65,,
58.8,35,28,213.5,50,34,17.15,10,,,,,,,R73,8.99,56,133,60.91,138,59.95,,,,,,,,,,,,,,,2,271,179,69.2,,
58.8,35,28,213.5,50,34,17.15,23.5,,,,,,,R74,6.8,44,171,67.96,,,,,,,,,,,,,,,,,1,171,161,65.93,,
58.8,35,28,213.5,50,42,34.24,2.5,,,,,,,R75,4.5,21,,,,,,,,,,,,,,,,,,,0,0,124,60.65,,
58.8,35,28,213.5,50,42,34.24,20.5,,,,,,,R76,6.5,50.5,137.23,,166,67.5,137.23,,137.23,,,,,,,,,,,,4,577.69,155,66.5,,
58.8,35,28,213.5,50,42,34.24,46.5,,,,,,,R77,6.5,49,126,59.08,163,68.78,137.23,,,,,,,,,,,,,,3,426.23,167,65.71,,
58.8,35,28,213.5,50,42,34.24,46.5,26.96,5,,,,,R78,7.6,65,158,66.72,130,64.71,137.23,,64,49,,,,,,,,,,,4,489.23,176,68.1,,
58.8,35,28,213.5,50,42,34.24,46.5,26.96,19.5,7.97,3,,,R79,7.1,48,141,65.2,137.23,,,,,,,,,,,,,,,,2,278.23,147,64.54,,
58.8,35,28,213.5,50,42,34.24,46.5,26.96,42.5,,,,,R80,9.29,69,137.23,,137.23,,,,,,,,,,,,,,,,2,274.46,110,56.39,,
58.8,35,28,219.5,,,,,,,,,,,R81,4.6,31,132,61.14,153,66.37,,,,,,,,,,,,,,,2,285,,,,
58.8,35,28,226.5,12.3,4,,,,,,,,,R82,5.7,38,174,69.23,,,,,,,,,,,,,,,,,1,174,,,,
58.8,35,28,266.5,23.5,15,,,,,,,,,R83,3.4,13,180,69.9,137.23,,,,,,,,,,,,,,,,2,317.23,,,,
58.8,35,28,266.5,23.5,15,,,,,,,,,R84,9.5,79,164,67.45,150,64.36,132,64.14,179,69.77,99,56.88,,,,,,,,,5,724,,,,
58.8,35,28,282.5,,,,,,,,,,,R85,5,22,137.23,,137.23,,137.23,,,,,,,,,,,,,,3,411.68999999999994,,,,
58.8,35,28,292.5,32.42,7,14.69,33,,,,,,,R86,3.77,23,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,35,28,292.5,32.42,7,14.69,37,,,,,,,R87,5.34,40,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,35,28,292.5,32.42,7,14.69,40,,,,,,,R88,5.23,37.5,137.23,,137.23,,,,,,,,,,,,,,,,2,274.46,,,,
58.8,35,28,304.5,8.71,45.5,,,,,,,,,R89,3.4,27,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,35,28,308.5,21.03,5,,,,,,,,,R90,5.5,12.5,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,35,28,322.5,46,10,23.44,47.5,,,,,,,R91,5.4,50,137.23,,137.23,,,,,,,,,,,,,,,,2,274.46,,,,
58.8,35,28,322.5,46,10,23.44,50.5,,,,,,,R92,3.5,23.5,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,35,28,322.5,46,10,23.44,53.5,,,,,,,R93,6.46,49,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,35,28,322.5,46,17,23.44,75.5,17.08,3,,,,,R94,7.32,33,167,67.55,137.23,,,,,,,,,,,,,,,,2,304.23,,,,
58.8,35,28,322.5,46,17,23.44,75.5,17.08,8,,,,,R95,5.7,30,173,69.05,173,68.66,137.23,,,,,,,,,,,,,,3,483.23,,,,
58.8,35,28,322.5,46,17,23.44,75.5,17.08,23,,,,,R96,8.35,60,188,71.57,137.23,,,,,,,,,,,,,,,,2,325.23,,,,
58.8,36,29,53,10.08,8,,,,,,,,,R97,5.76,59,121,61.94,95,54.19,75,49.57,,,,,,,,,,,,,3,291,100,58.93,,
58.8,36,29,70.5,22.28,27,15.46,18.6,5.28,2.3,,,,,R98,3.46,26,,,,,,,,,,,,,,,,,,,0,0,91,54.28,,
58.8,36,29,91.5,28.15,38.5,16.51,4.3,,,,,,,R99,6.09,41.5,111,57.61,123,58.9,106,55.4,77,49.46,,,,,,,,,,,4,417,219,73.59,,
58.8,36,29,91.5,28.15,38.5,16.51,18.3,8.11,3.9,,,,,R100,6.28,54,111,57.21,102,57.99,116,59.94,88,53.97,,,,,,,,,,,4,417,109,56.73,,
58.8,36,29,91.5,28.15,38.5,16.51,41.3,9.14,1.9,,,,,R101,4.2,22,77,58.83,82,51.96,,,,,,,,,,,,,,,2,159,147,62.79,,
58.8,36,29,91.5,28.15,38.5,16.51,68.3,9.23,7,,,,,R102,7.5,57,137.23,,,,,,,,,,,,,,,,,,1,137.23,151,63.61,,
58.8,36,29,91.5,28.15,38.5,16.51,75.3,,,,,,,R103,7.4,53,126,60.8,137.23,,,,,,,,,,,,,,,,2,263.23,166,66.36,,
58.8,36,29,131,21.28,28.5,,,,,,,,,R104,5.42,44,144,62.45,137.23,,137.23,,,,,,,,,,,,,,3,418.46000000000004,120,60.53,,
58.8,36,29,131,21.28,43.7,,,,,,,,,R105,7.95,70,125,60.73,97,55.58,137.23,,137.23,,,,,,,,,,,,4,496.46000000000004,123,58.64,,
58.8,36,29,131,21.28,64.7,,,,,,,,,R106,10.1,75.5,105,58.66,,,,,,,,,,,,,,,,,1,105,137,61.26,,
58.8,36,29,139,30,13,,,,,,,,,R107,7.95,108.5,153,64.79,137.23,,137.23,,122,60.76,,,,,,,,,,,4,549.46,182,69.45,,
58.8,36,29,139,30,33,,,,,,,,,R108,7.81,23.3,,,,,,,,,,,,,,,,,,,0,0,86,52.18,,
58.8,36,29,139,30,40,17.21,2,,,,,,,R109,9.29,101,160,65.88,137.23,,,,,,,,,,,,,,,,2,297.23,85,50.01,,
58.8,36,29,139,60.22,26,16.71,4,,,,,,,R110,6.62,55,135,64.33,140,62.45,138,62.34,156,65.38,,,,,,,,,,,4,569,130,60.64,,
58.8,36,29,139,60.22,88.5,,,,,,,,,R111,6.2,66,135,62.75,137.23,,112,58.87,,,,,,,,,,,,,3,384.23,85,51.02,,
58.8,36,29,139,60.22,92.5,11.25,4,,,,,,,R112,7.38,79,124,60.61,137.23,,,,,,,,,,,,,,,,2,261.23,79,53.8,,
58.8,36,29,139,60.22,123.5,16.99,34,,,,,,,R113,3.44,18,137.23,,,,,,,,,,,,,,,,,,1,137.23,58,48.05,,
58.8,36,29,139,60.22,123.5,16.99,37,,,,,,,R114,4.35,32,189,70.09,139,64.7,,,,,,,,,,,,,,,2,328,110,58.58,,
58.8,36,29,139,60.22,134.5,25.12,49,,,,,,,R115,9.38,59,137.23,,137.23,,,,,,,,,,,,,,,,2,274.46,,,,
58.8,36,29,139,60.22,134.5,25.12,52,,,,,,,R116,6.28,28.5,161,67.13,,,,,,,,,,,,,,,,,1,161,,,,
58.8,36,29,139,60.22,134.5,25.12,55,,,,,,,R117,6.91,50.5,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,36,29,139,60.22,137.5,19.92,14,,,,,,,R118,7.03,52,137.23,,165,65.44,,,,,,,,,,,,,,,2,302.23,,,,
58.8,36,29,139,60.22,137.5,19.92,17.5,,,,,,,R119,7.09,42,,,,,,,,,,,,,,,,,,,0,0,,,,
58.8,36,29,139,60.22,137.5,19.92,21.5,,,,,,,R120,6.21,40,137.23,,,,,,,,,,,,,,,,,,1,137.23,,,,
58.8,36,29,139,60.22,137.5,19.92,25.5,,,,,,,R121,7.91,55,137.23,,137.23,,,,,,,,,,,,,,,,2,274.46,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,32.30307999999997,,,,
