Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Varieté 48/52 : Arbre 14 / ligne 13 ,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
Tronc,,charpant,,1er ss charpante,,2ème ss charpante,,3ème ss charpante,,4ème ss charpante,,5ème ss charpante,,Rameaux,,,Fruit 1 ,,Fruit 2,,Fruit 3,,Fruit 4,,Fruit 5,,Fruit 6,,Fruit 7,,Fruit 8,,Fruit 9,,,,Chiffons ,,,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Poids ,diamètre ,Nombre de fruit ,RDT,Poids ,diamètre ,,moy-poids
62,25.5,35.5,151,36,59,9.11,10,,,,,,,R9,3.88,15,,,,,,,,,,,,,,,,,,,0,0,,,,
62,25.5,35.5,151,36,72,,,,,,,,,R10,5.7,33,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,25.5,35.5,151,36,72,16.35,17,,,,,,,R11,9,46,114,56.74,128.51,,,,,,,,,,,,,,,,2,242.51,,,,
62,25.5,35.5,161,49,6,,,,,,,,,R12,6.25,32,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,25.5,35.5,161,49,23,,,,,,,,,R13,7.6,65.5,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,25.5,35.5,161,49,27.5,,,,,,,,,R14,10,64,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,25.5,35.5,161,49,77.5,15.5,4,,,,,,,R15,10.44,84,128.51,,110,58.97,128.51,,128.51,,,,,,,,,,,,4,495.53,,,,
62,25.5,35.5,161,49,91.5,,,,,,,,,R16,5.14,15,,,,,,,,,,,,,,,,,,,0,0,,,,
62,25.5,35.5,161,49,96,19.4,8,12.28,4,,,,,R17,7.33,55,,,,,,,,,,,,,,,,,,,0,0,,,,
62,25.5,35.5,161,49,96,10,3,,,,,,,R18,7.34,67,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,25.5,35.5,161,49,100,34.39,8,,,,,,,R19,5.9,67,74,52.12,110,56.83,98,55.83,,,,,,,,,,,,,3,282,,,,
62,25.5,35.5,161,49,100,34.39,17.5,,,,,,,R20,12.6,41,88,54.68,37,39.69,,,,,,,,,,,,,,,2,125,,,,
62,25.5,35.5,161,49,100,34.39,24.5,,,,,,,R21,9.4,85,130,60.25,128.51,,,,,,,,,,,,,,,,2,258.51,,,,
62,25.5,35.5,181,12.3,3.5,,,,,,,,,R22,4.45,93,,,,,,,,,,,,,,,,,,,0,0,,,,
62,25.5,35.5,181,12.3,3.5,,,,,,,,,R23,5.6,10.5,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,25.5,35.5,181,24.8,12,,,,,,,,,R24,6.9,48,128.51,,128.51,,128.51,,128.51,,,,,,,,,,,,4,514.04,,,,
62,25.5,35.5,181,24.8,80,7.9,4.5,,,,,,,R25,5.25,66.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,25.5,35.5,181,24.8,84.5,9.13,3,,,,,,,R26,4.6,33,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,25.5,35.5,181,42.3,16.5,,,,,,,,,R27,5.5,31,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,25.5,35.5,181,42.3,44.5,,,,,,,,,R28,6.2,16,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,25.5,35.5,181,32.41,17,,,,,,,,,R29,10.42,74.5,111,57.66,128.51,,128.51,,,,,,,,,,,,,,3,368.02,,,,
62,25.5,35.5,181,32.41,28,,,,,,,,,R30,10.6,72,136,63.66,130,62.3,128.51,,,,,,,,,,,,,,3,394.51,,,,
62,25.5,35.5,181,32.41,33,,,,,,,,,R31,9.4,63.5,153,64.85,,,,,,,,,,,,,,,,,1,153,,,,
62,25.5,35.5,181,32.41,33,17.18,28,,,,,,,R32,5.2,33,150,63.27,156,67.44,,,,,,,,,,,,,,,2,306,,,,
62,25.5,35.5,181,,,,,,,,,,,R33,4.8,20,173,73.69,146,66.9,132,61.58,,,,,,,,,,,,,3,451,,,,
62,25.5,35.5,181,25.29,23,,,,,,,,,R34,11,72,153,63.67,184,72.58,162,66.24,188,70,206,72.87,,,,,,,,,5,893,,,,
62,25.5,35.5,193,,,,,,,,,,,R35,10.5,69.5,176,68.53,,,,,,,,,,,,,,,,,1,176,,,,
62,25.5,35.5,213,21,5,10.8,4,,,,,,,R36,8.25,39,,,,,,,,,,,,,,,,,,,0,0,,,,
62,25.5,35.5,213,34.5,12,,,,,,,,,R37,13.38,67,114,58.07,94,56.1,220,73.12,222,74.62,,,,,,,,,,,4,650,,,,
62,25.5,35.5,213,34.5,53,,,,,,,,,R38,15.3,92,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,32,36,44,44,14,,,,,,,,,R39,10.24,52,93,52.43,95,54.96,94,51.96,88,51.75,,,,,,,,,,,4,370,209,73.21,,
62,32,36,44,44,18,,,,,,,,,R40,4.39,12,,,,,,,,,,,,,,,,,,,0,0,210,71.69,,
62,32,36,44,44,18,,,,,,,,,R41,4.13,28,128.51,,,,,,,,,,,,,,,,,,1,128.51,175,69.59,,
62,32,36,44,44,48,7.12,4,,,,,,,R42,5.35,21.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,117,60.05,,
62,32,36,44,44,60,7.9,4,,,,,,,R43,4.8,23,,,,,,,,,,,,,,,,,,,0,0,80,53.65,,
62,32,36,44,44,79,,,,,,,,,R44,8,90,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,76,54.33,,
62,32,36,44,44,85,,,,,,,,,R45,6.5,50,128.51,,,,,,,,,,,,,,,,,,1,128.51,152,66.01,,
62,32,36,44,44,123,15.17,7,,,,,,,R46,7.4,58,,,,,,,,,,,,,,,,,,,0,0,184,69.96,,
62,32,36,44,44,123,15.17,10,,,,,,,R47,5.13,28,128.51,,,,,,,,,,,,,,,,,,1,128.51,193,72.11,,
62,32,36,44,44,123,15.17,47.5,,,,,,,R48,6.48,38,,,,,,,,,,,,,,,,,,,0,0,105,98,,
62,32,36,61,,,,,,,,,,,R49,6.82,70,122,59.14,128.51,,,,,,,,,,,,,,,,2,250.51,136,63.3,,
62,32,36,61,52.9,33,12.3,3.5,,,,,,,R50,4.8,14,128.51,,,,,,,,,,,,,,,,,,1,128.51,165,65.91,,
62,32,36,61,52.9,67,10,6,,,,,,,R51,7.3,77.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,108,55.25,,
62,32,36,91,52.9,118,25.6,34,,,,,,,R52,5.6,29,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,127,62.1,,
62,32,36,99,52.9,118,,,,,,,,,R53,4.6,14,128.51,,128.51,,142,63.3,96,56.8,,,,,,,,,,,4,495.02,121,59.04,,
62,32,36,99,52.9,123,21.3,6,,,,,,,R54,8.3,78.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,112,61.07,,
62,32,36,99,9.5,15,,,,,,,,,R55,3.5,27,94,54.02,,,,,,,,,,,,,,,,,1,94,84,53.19,,
62,32,36,99,30.6,56,,,,,,,,,R56,6.11,41.5,102,55.15,81,54.01,71,49.98,128.51,,,,,,,,,,,,4,382.51,95,55.67,,
62,32,36,99,30.6,90,,,,,,,,,R57,8.6,70,128.51,,128.51,,128.51,,,,,,,,,,,,,,3,385.53,,,,
62,32,36,99,30.6,95,,,,,,,,,R58,6.7,42.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,32,36,106,,,,,,,,,,,R59,5.25,16.5,142,62.87,,,,,,,,,,,,,,,,,1,142,,,,
62,32,36,122,,,,,,,,,,,R60,5.15,41.4,,,,,,,,,,,,,,,,,,,0,0,,,,
62,32,36,122,57,29,13.49,3,,,,,,,R61,5.3,29,128.51,,128.51,,128.51,,,,,,,,,,,,,,3,385.53,,,,
62,32,36,122,57,29,13.49,16,,,,,,,R62,4.33,20,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,32,36,122,57,29,13.49,26,,,,,,,R63,4.65,24,149,66.79,128.51,,,,,,,,,,,,,,,,2,277.51,,,,
62,32,36,122,57,49,,,,,,,,,R64,8.8,94,146,65.25,128.51,,128.51,,,,,,,,,,,,,,3,403.02,,,,
62,32,36,122,57,74,,,,,,,,,R65,3.48,59,,,,,,,,,,,,,,,,,,,0,0,,,,
62,32,36,122,57,105,30.5,2,,,,,,,R66,5.86,73.6,117,58.36,198,74.52,,,,,,,,,,,,,,,2,315,,,,
62,32,36,122,57,105,30.5,4,,,,,,,R67,4.8,16,172,70.14,,,,,,,,,,,,,,,,,1,172,,,,
62,32,36,122,57,111,,,,,,,,,R68,6.12,44,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,32,36,122,57,111,51,8,42.23,28.9,24.44,6,,,R69,7.67,60.3,128.51,,128.51,,128.51,,,,,,,,,,,,,,3,385.53,,,,
62,32,36,122,57,111,51,8,42.23,28.9,24.44,38,,,R70,8.33,51.5,,,,,,,,,,,,,,,,,,,0,0,,,,
62,32,36,133,20.34,2.5,,,,,,,,,R71,3.44,18.6,151,64.95,,,,,,,,,,,,,,,,,1,151,,,,
62,32,36,133,20.34,9.5,11,7,,,,,,,R72,5.15,22,151,62.44,150,65.37,,,,,,,,,,,,,,,2,301,,,,
62,32,36,133,20.34,9.5,11,13,,,,,,,R73,5.25,41,93,53.73,68,51.05,,,,,,,,,,,,,,,2,161,,,,
62,32,36,193,41.45,44,,,,,,,,,R74,4.87,26,91,56.54,128.51,,,,,,,,,,,,,,,,2,219.51,,,,
62,32,36,193,41.45,59,,,,,,,,,R75,5.51,16,158,66.92,,,,,,,,,,,,,,,,,1,158,,,,
62,32,36,193,41.45,63,,,,,,,,,R76,8.98,89,127,63.41,128.51,,128.51,,270,77.56,,,,,,,,,,,4,654.02,,,,
62,32,36,193,41.45,70,,,,,,,,,R77,8.63,38.6,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,32,36,193,41.45,75,,,,,,,,,R78,8.65,65.6,90,55.21,121,61.09,,,,,,,,,,,,,,,2,211,,,,
62,30.4,30,82,,,,,,,,,,,R79,11.54,128,111,58.25,123,59.65,128.51,,,,,,,,,,,,,,3,362.51,159,64.47,,
62,30.4,30,87,,,,,,,,,,,R80,5.96,53,95,56.21,,,,,,,,,,,,,,,,,1,95,145,67.34,,
62,30.4,30,87,23.25,1,,,,,,,,,R81,4.21,25,,,,,,,,,,,,,,,,,,,0,0,183,69.28,,
62,30.4,30,92,,,,,,,,,,,R82,8.15,69,111,60.18,,,,,,,,,,,,,,,,,1,111,141,63.01,,
62,30.4,30,92,11.79,10,,,,,,,,,R83,5.91,39.1,128.51,,,,,,,,,,,,,,,,,,1,128.51,106,57.15,,
62,30.4,30,97,29.27,3.5,,,,,,,,,R84,7,57,157,67.2,110,56.74,89,52.02,,,,,,,,,,,,,3,356,98,57.61,,
62,30.4,30,110,18.36,9.5,,,,,,,,,R85,11.56,125,128.51,,128.51,,128.51,,,,,,,,,,,,,,3,385.53,121,62.77,,
62,30.4,30,126,8.97,12.2,,,,,,,,,R86,4.28,18,128.51,,,,,,,,,,,,,,,,,,1,128.51,52,42.2,,
62,30.4,30,126,8.97,19.2,,,,,,,,,R87,6.88,40.5,,,,,,,,,,,,,,,,,,,0,0,161,64.06,,
62,30.4,30,139,26.79,5,,,,,,,,,R88,6.51,38,128.51,,,,,,,,,,,,,,,,,,1,128.51,126,60.99,,
62,30.4,30,158,13.19,17,,,,,,,,,R89,8.81,72,92,54.14,,,,,,,,,,,,,,,,,1,92,99,56.76,,
62,30.4,30,164,16.96,3.5,,,,,,,,,R90,7.69,84.2,,,,,,,,,,,,,,,,,,,0,0,171,67.08,,
62,30.4,30,164,16.96,35,,,,,,,,,R91,6.39,58,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,180,69.49,,
62,30.4,30,176,20.38,3,,,,,,,,,R92,4.69,21,,,,,,,,,,,,,,,,,,,0,0,151,72.16,,
62,30.4,30,219,30.95,5.5,,,,,,,,,R93,4.7,18.6,153,64.68,,,,,,,,,,,,,,,,,1,153,89,53.63,,
62,30.4,30,219,30.95,30.1,19.16,2.5,14,7,,,,,R94,6.23,46.9,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,139,62.45,,
62,30.4,30,219,30.95,66.1,,,,,,,,,R95,4.31,28.9,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,94,53.94,,
62,30.4,30,219,30.95,72.1,,,,,,,,,R96,5.53,16,,,,,,,,,,,,,,,,,,,0,0,92,53.5,,
62,30.4,30,219,35.2,19,,,,,,,,,R97,6.8,42,137,63.47,149,60.79,,,,,,,,,,,,,,,2,286,,,,
62,30.4,30,219,35.2,42,30.7,6,,,,,,,R98,9.87,69.6,184,69.12,,,,,,,,,,,,,,,,,1,184,,,,
62,30.4,30,219,35.2,42,30,12,17,4,,,,,R99,9.46,40,185,69.87,54,45.81,128.51,,128.51,,,,,,,,,,,,4,496.02,,,,
62,30.4,30,219,35.2,42,30,12,24.5,11.9,9.4,13,,,R100,5.36,11,0,,,,,,,,,,,,,,,,,,1,0,,,,
62,30.4,30,219,35.2,42,30,12,24.5,19.9,16.39,34.3,,,R101,7.11,15,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30.4,30,250.9,25.52,2.4,,,,,,,,,R102,4.58,40.6,128.51,,128.51,,101,57.17,,,,,,,,,,,,,3,358.02,,,,
62,30.4,30,250.9,25.52,2.4,,,,,,,,,R103,16.17,84.5,128.51,,128.51,,128.51,,,,,,,,,,,,,,3,385.53,,,,
62,30.4,30,266.4,30.14,3,,,,,,,,,R104,14.3,44,240,82.14,,,,,,,,,,,,,,,,,1,240,,,,
62,30.4,30,266.4,23.9,23,,,,,,,,,R105,7.27,60,128.51,,159,63.84,128.51,,128.51,,,,,,,,,,,,4,544.53,,,,
62,30.4,30,272.4,17.9,13,,,,,,,,,R106,4.5,12,,,,,,,,,,,,,,,,,,,0,0,,,,
62,30.4,30,272.4,17.9,23,,,,,,,,,R107,4.23,13.4,,,,,,,,,,,,,,,,,,,0,0,,,,
62,30.4,30,272.4,17.9,29,,,,,,,,,R108,4.31,19,,,,,,,,,,,,,,,,,,,0,0,,,,
62,30,31,84,15.46,30,,,,,,,,,R109,5.7,35.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,151,64.05,,
62,30,31,84,15.46,34,,,,,,,,,R110,5.2,27.5,126,60.11,128.51,,,,,,,,,,,,,,,,2,254.51,187,68.23,,
62,30,31,84,15.46,46,,,,,,,,,R111,6.5,56,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,152,63.79,,
62,30,31,84,15.46,66.5,,,,,,,,,R112,5.9,65,128.51,,,,,,,,,,,,,,,,,,1,128.51,172,64.69,,
62,30,31,89,10.11,12,,,,,,,,,R113,5.18,35,128.51,,,,,,,,,,,,,,,,,,1,128.51,149,63.98,,
62,30,31,89,10.11,29,,,,,,,,,R114,4.9,37,116,55.39,128.51,,,,,,,,,,,,,,,,2,244.51,147,63.38,,
62,30,31,89,10.11,36.5,,,,,,,,,R115,3.7,16,109,59.5,128.51,,,,,,,,,,,,,,,,2,237.51,96,56.2,,
62,30,31,89,10.11,58.5,,,,,,,,,R116,4.8,47,,,,,,,,,,,,,,,,,,,0,0,118,60.03,,
62,30,31,105,11.31,8,,,,,,,,,R117,9.6,81,83,51.63,96,54.85,,,,,,,,,,,,,,,2,179,99,54.43,,
62,30,31,117,13.94,12,,,,,,,,,R118,8.08,96,128.51,,128.51,,109,55.56,128.51,,,,,,,,,,,,4,494.53,,,,
62,30,31,146,,,,,,,,,,,R119,6.3,50,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,150,18.8,5,,,,,,,,,R120,6.3,27,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,150,18.8,46.5,,,,,,,,,R121,6.7,25,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,173,19.11,17,,,,,,,,,R122,3.9,24,,,,,,,,,,,,,,,,,,,0,0,,,,
62,30,31,173,19.11,29,,,,,,,,,R123,5.5,19.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,173,19.11,38,,,,,,,,,R124,5.8,26,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,173,19.11,42,,,,,,,,,R125,7.4,46.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,186,39.34,6,,,,,,,,,R126,6.17,25,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,186,39.34,23,,,,,,,,,R127,7.34,34,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,186,39.34,23,50.8,11,16.9,4.5,,,,,R128,5.97,26.5,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,186,39.34,23,50.8,11,16.9,8,,,,,R129,5.66,46.5,141,63.51,,,,,,,,,,,,,,,,,1,141,,,,
62,30,31,186,39.34,23,50.8,28,,,,,,,R130,6.88,31.5,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,186,39.34,23,50.8,63,34.6,5,,,,,R131,7.44,21.5,99,55.09,,,,,,,,,,,,,,,,,1,99,,,,
62,30,31,186,39.34,23,50.8,72,31.55,25,15.62,4.5,,,R132,7.7,41,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,186,39.34,23,50.8,72,31.55,31,,,,,R133,9.28,53,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,186,39.34,23,22.98,30.5,,,,,,,R134,8.1,65,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,186,39.34,23,22.98,78.5,,,,,,,R135,4.6,17,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,186,39.34,23,22.98,99.5,,,,,,,R136,6.66,30,,,,,,,,,,,,,,,,,,,0,0,,,,
62,30,31,227,20.15,9,,,,,,,,,R137,4.33,17.5,160,70.31,,,,,,,,,,,,,,,,,1,160,,,,
62,30,31,251,,,,,,,,,,,R138,9.9,102.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,277,39.33,39,,,,,,,,,R139,5.02,36,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,277,39.33,47,,,,,,,,,R140,5.9,37,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,277,39.33,57,,,,,,,,,R141,6.4,50,156,66.86,128.51,,128.51,,,,,,,,,,,,,,3,413.02,,,,
62,30,31,277,39.33,67,,,,,,,,,R142,6.4,50,128.51,,112,59.54,128.51,,,,,,,,,,,,,,3,369.02,,,,
62,30,31,289,19.07,5,,,,,,,,,R143,4.02,19,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,316,38.3,9,,,,,,,,,R144,5.6,24,158,64.16,,,,,,,,,,,,,,,,,1,158,,,,
62,30,31,316,38.3,44,13.93,20,,,,,,,R145,5.4,14.5,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,316,38.3,44,13.93,32.7,,,,,,,R146,5.15,21,128.51,,,,,,,,,,,,,,,,,,1,128.51,,,,
62,30,31,316,38.3,47,15.9,10,,,,,,,R147,6.44,22,128.51,,128.51,,128.51,,,,,,,,,,,,,,3,385.53,,,,
62,30,31,316,38.3,47,15.9,20,,,,,,,R148,5.4,22,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,316,38.3,47,15.9,36,,,,,,,R149,5.6,22,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
62,30,31,316,38.3,47,15.9,42,,,,,,,R150,5.4,25,128.51,,128.51,,,,,,,,,,,,,,,,2,257.02,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,30.18992999999997,,,,
