Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Arbre N° : 12,,Ligne N° : 10,,"Variété : Nectarinier ""Spring Bright """,,,,,Parcelle : 1306,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tronc,,charpant,,1 er ss charpant,,2 éme ss charpant,,3 éme ss charpant,,4 éme ss charpant,,5 éme ss charpant,,Rameaux,,,FRUIT 1,,FRUIT 2,,FRUIT 3,,FRUIT 4,,FRUIT 5,,FRUIT 6,,FRUIT 7,,,
,,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Nbr de fruit par rameau,Poid total de fruit  par rameau
,,75,60,41,103,38,5,17.3,4,,,,,,,R1,7.1,66,183,70.69,157,61.25,157,65.39,,,,,,,,,3,497
,,75,60,41,103,38,65,17.9,12,12.3,14,,,,,R2,6.4,43,169,67.22,173,68.25,,,,,,,,,,,2,342
,,75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,7.9,,,R3,6.9,53,114,58.6,111,59.23,,,,,,,,,,,2,225
,,75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,8.9,25.6,2.5,R4,6.2,34,192,68.18,157,65.77,,,,,,,,,,,2,349
,,75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,13.7,,,R5,10,76,65,49.07,159,66.83,105,57.13,207,69.94,,,,,,,4,536
,,75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,16.7,,,R6,7.1,52,176,64.85,156,63.73,74,52.59,,,,,,,,,3,406
,,75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,18,,,R7,5.8,41,80,54.56,96,50.83,145,64.01,,,,,,,,,3,321
,,75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,23,,,R8,6.7,35,190,73.06,74,53.1,110,59.75,146,67.35,,,,,,,4,520
,,75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,41.5,,,R9,6.3,36,135,62.02,,,,,,,,,,,,,1,135
,,75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,52.7,,,R10,5.2,23,160,65.97,140,61.47,,,,,,,,,,,2,300
,,75,60,41,110,85.4,45,103.9,20,48.1,54,67.6,4,50.2,24,R11,9.9,50,193,70.34,192,72.96,,,,,,,,,,,2,385
,,75,60,41,110,85.4,45,103.9,20,48.1,54,67.6,4,50.2,37,R12,9.6,82,192,73.35,138,64.19,92,56.24,150,67.14,172,66.64,,,,,5,744
,,75,60,41,117,79.1,8,12.2,6,,,,,,,R13,8,99,206,74.71,191,69.93,174,66.18,,,,,,,,,3,571
,,75,60,41,117,79.1,15,,,,,,,,,R14,4.2,38,96,52.85,,,,,,,,,,,,,1,96
,,75,60,41,117,79.1,29,24.8,13.2,14.4,4,,,,,R15,5.7,25,126,61.83,169,64.66,,,,,,,,,,,2,295
,,75,60,41,117,79.1,29,24.8,13.2,14.4,25,,,,,R16,5.5,48,63,46.92,173,66.99,,,,,,,,,,,2,236
,,75,60,41,117,79.1,50,25.2,21.2,,,,,,,R17,7.3,29,174,70.13,142,62.96,,,,,,,,,,,2,316
,,75,60,41,117,79.1,50,25.2,35.2,11,3,,,,,R18,7.5,56,176,66.44,78,51.05,39,42.49,,,,,,,,,3,293
,,75,60,41,117,79.1,50,25.2,57.2,11.2,2.8,9.3,3,,,R19,7.3,40,122,61.61,115,59.16,,,,,,,,,,,2,237
,,75,60,41,117,79.1,50,25.2,63.2,15,16,,,,,R20,7.1,55,197,73.46,133,60.42,138,61.49,133,62.28,,,,,,,4,601
,,75,60,41,117,79.1,105,23.5,19,,,,,,,R21,7.5,32,171,68.36,145,61.82,130,60.8,,,,,,,,,3,446
,,75,60,41,117,79.1,105,23.5,23,12,7,,,,,R22,4.9,20,,,,,,,,,,,,,,,0,0
