Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Arbre N° : 9,,Ligne N° : 10,,"Variété : Nectarinier ""Spring Bright """,,,,,Parcelle : 1306,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tronc,,charpant,,1 er ss charpant,,2 éme ss charpant,,3 éme ss charpant,,4 éme ss charpant,,5 éme ss charpant,,Rameaux,,,FRUIT 1,,FRUIT 2,,FRUIT 3,,FRUIT 4,,FRUIT 5,,FRUIT 6,,FRUIT 7,,,
,,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Nbr de fruit par rameau,Poid total de fruit  par rameau
,,70,56,28.3,218,112.9,0,25.4,20,20.7,8,,,,,R1,6.9,64,114,59.88,116,61.32,104,58.86,,,,,,,,,3,334
,,70,56,28.3,218,112.9,0,25.4,20,20.7,34,,,,,R2,7,63.5,95,51.7,150,64.25,59.93,62.2,,,,,,,,,3,304.93
,,70,56,28.3,218,112.9,5,20.3,4,,,,,,,R3,6.6,63,118,51.7,,,,,,,,,,,,,1,118
,,70,56,28.3,218,112.9,35,53.4,9,,,,,,,R4,5.2,25,42,42.06,48,43.68,,,,,,,,,,,2,90
,,70,56,28.3,218,112.9,35,53.4,38,,,,,,,R5,9.7,62,231,74.05,123,60.59,152,62.28,91,52.89,106,54.59,,,,,5,703
,,70,56,28.3,218,112.9,35,53.4,51,,,,,,,R6,10.9,84,159,66.4,130,63.32,105,56.65,115,60.83,91,51.85,160,66.74,113,59.22,7,873
,,70,56,28.3,218,112.9,42,47.1,2,17,3,,,,,R7,9.4,87,135,63.98,174,66.89,188,74.65,114,59.45,127,62.24,112,58.62,156,67.25,7,1006
,,70,56,28.3,218,112.9,47,42.1,15.5,28.7,9.3,,,,,R8,6.5,48,147,66.16,101,54.7,133,64.16,,,,,,,,,3,381
,,70,56,28.3,218,112.9,47,42.1,15.5,28.7,14.8,,,,,R9,7.6,60,140,64.39,87,53.24,172,66.04,103,57.73,,,,,,,4,502
,,70,56,28.3,226,53.4,52,25.2,0,,,,,,,R10,6.6,50.8,110,60.57,158,62.21,117,60.22,,,,,,,,,3,385
,,70,56,28.3,226,53.4,52,25.2,38,,,,,,,R11,8.7,75,186,67.6,127,59.43,106,50.4,167,68.15,,,,,,,4,586
,,70,56,28.3,226,53.4,70,28.5,10,,,,,,,R12,9.8,48,97,57.2,153,63.52,205,73.98,,,,,,,,,3,455
,,70,56,28.3,226,53.4,70,28.5,29,,,,,,,R13,8.2,53,154,63.86,151,54.37,190,71.71,161,68.37,191,70.79,,,,,5,847
,,70,60,39,69,85.6,0,23.7,48,9.6,4,,,,,R14,5.3,45,164,67.85,145,61.82,,,,,,,,,,,2,309
,,70,60,39,69,85.6,0,23.7,48,9.6,11,,,,,R15,4.7,20,98,55.5,102,59.07,,,,,,,,,,,2,200
,,70,60,39,69,85.6,0,23.7,96,12.1,12,,,,,R16,6,42,135,59.2,76,48.22,90,56.94,,,,,,,,,3,301
,,70,60,39,69,85.6,0,23.7,96,12.1,21.7,,,,,R17,6.1,57,110,55.11,146,64.74,,,,,,,,,,,2,256
,,70,60,39,69,85.6,25,42.4,2,,,,,,,R18,8.9,65,,,,,,,,,,,,,,,0,0
,,70,60,39,69,85.6,25,42.4,37,10.6,11,,,,,R19,5.4,41,134,64.54,184,67.34,,,,,,,,,,,2,318
,,70,60,39,69,85.6,25,42.4,66,23.4,2,19,8.7,,,R20,8,63,153,68.29,72,50.08,111,58.33,,,,,,,,,3,336
,,70,60,39,69,85.6,25,42.4,73,16.8,17.5,,,,,R21,6,43,124,61.6,140,64.53,131,63.68,118,60.6,,,,,,,4,513
,,70,60,39,69,85.6,25,42.4,90,25.6,3,13.2,35.2,,,R22,5.3,41,156,59.91,106,59.36,155,67.78,,,,,,,,,3,417
,,70,60,39,69,85.6,25,42.4,90,25.6,3,13.2,45.2,,,R23,6.4,35,108,59.21,155,65.06,,,,,,,,,,,2,263
,,70,60,39,69,85.6,25,42.4,90,25.6,14,20.1,14.7,,,R24,7.3,60,154,67.36,140,61.94,129,60.89,,,,,,,,,3,423
,,70,60,39,69,85.6,25,42.4,90,25.6,14,20.1,54.7,,,R25,10.5,73,178,66.63,157,66.91,100,53.22,95,52.12,105,56.27,,,,,5,635
,,70,60,39,69,85.6,25,42.4,90,25.6,20,,,,,R26,10.9,80,197,71.36,149,67.17,67,47.8,,,,,,,,,3,413
,,70,60,39,69,85.6,32,,,,,,,,,R27,11.2,93,92,51.48,153,65.35,115,60.09,,,,,,,,,3,360
,,70,60,39,69,85.6,65,61,5,21.9,5.2,16.3,7,,,R28,8.6,61,107,57.92,143,67.42,186,70.45,106,59.73,,,,,,,4,542
,,70,60,39,69,85.6,65,61,52,19.6,3.5,11.4,8,,,R29,7.4,63,142,60.15,164,67.56,180,70.15,,,,,,,,,3,486
,,70,60,39,69,85.6,65,61,52,19.6,8,,,,,R30,9.8,60,,,,,,,,,,,,,,,0,0
,,70,60,39,69,85.6,70,39,33,18.7,4,,,,,R31,6.3,45.5,145,64.54,89,52.97,,,,,,,,,,,2,234
