Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Arbre N° : 10,,Ligne N° : 11,,"Variété : Nectarinier ""Spring Bright """,,,,,Parcelle : 1306,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tronc,,charpant,,1 er ss charpant,,2 éme ss charpant,,3 éme ss charpant,,4 éme ss charpant,,5 éme ss charpant,,Rameaux,,,FRUIT 1,,FRUIT 2,,FRUIT 3,,FRUIT 4,,FRUIT 5,,FRUIT 6,,FRUIT 7,,,
,,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Nbr de fruit par rameau,Poid total de fruit  par rameau
,,73,50,39,80,29.3,5,18.4,9,,,,,,,R1,5.4,44,94,56.17,,,,,,,,,,,,,1,94
,,73,50,39,80,29.3,5,18.4,12.7,10.9,4.2,,,,,R2,5.9,50,104,54.67,,,,,,,,,,,,,1,104
,,73,50,39,80,29.3,5,18.4,12.7,10.9,17.2,,,,,R3,8.4,32,165,65.49,145,65.45,,,,,,,,,,,2,310
,,73,50,39,105,27.7,14,13.5,16,,,,,,,R4,5.4,26,,,,,,,,,,,,,,,0,0
,,73,50,39,117,93.8,14,21.2,23,,,,,,,R5,3.6,20,112,60.71,,,,,,,,,,,,,1,112
,,73,50,39,117,93.8,14,21.2,91,,,,,,,R6,5.1,42,137,63.41,,,,,,,,,,,,,1,137
,,73,50,39,117,93.8,14,21.2,117,,,,,,,R7,8.9,67,117,61.63,196,62.52,166,67.65,199,70.52,,,,,,,4,678
,,73,50,39,117,93.8,14,21.2,127,,,,,,,R8,5.2,23,126,63.06,,,,,,,,,,,,,1,126
,,73,50,39,117,93.8,51.2,17.6,2,,,,,,,R9,6,50,,,,,,,,,,,,,,,0,0
,,73,50,39,117,93.8,76.4,18.7,7.3,,,,,,,R10,5.2,51,157,66.1,,,,,,,,,,,,,1,157
,,73,50,39,117,93.8,76.4,18.7,12.3,11.1,2.4,,,,,R11,6.6,33,154,68.81,177,70.04,,,,,,,,,,,2,331
,,73,50,39,117,93.8,141.4,24.5,3.8,,,,,,,R12,16.8,95,196,71.25,214,73.52,172,68.66,,,,,,,,,3,582
,,73,50,39,117,93.8,150.4,16.3,3,,,,,,,R13,8.3,76,123,53.34,,,,,,,,,,,,,1,123
,,73,50,39,117,93.8,153.4,,,,,,,,,R14,8.9,75,113,61.28,,,,,,,,,,,,,1,113
,,73,50,39,117,93.8,161.4,65.5,11,,,,,,,R15,7.8,56,143,65.94,160,65.72,,,,,,,,,,,2,303
,,73,50,39,117,93.8,161.4,65.5,12,47.7,34,20.6,7,,,R16,6.1,40,,,,,,,,,,,,,,,0,0
,,73,50,39,117,93.8,161.4,65.5,12,47.7,34,20.6,10.5,,,R17,5.9,45,177,68.75,,,,,,,,,,,,,1,177
