Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Arbre N° : 10,,Ligne N° : 9,,"Variété : Nectarinier ""Spring Bright """,,,,,Parcelle : 1306,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tronc,,charpant,,1 er ss charpant,,2 éme ss charpant,,3 éme ss charpant,,4 éme ss charpant,,5 éme ss charpant,,Rameaux,,,FRUIT 1,,FRUIT 2,,FRUIT 3,,FRUIT 4,,FRUIT 5,,FRUIT 6,,FRUIT 7,,,
,,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Nbr de fruit par rameau,Poid total de fruit  par rameau
,,73,72,41,63.2,81.3,10,,,,,,,,,R1,6.5,81,453,47.2,47,45.46,75,54.18,102,57.45,,,,,,,4,677
,,73,72,41,63.2,81.3,16,29.8,3,,,,,,,R2,6.8,68,120,59.35,121,64.12,84,57.2,,,,,,,,,3,325
,,73,72,41,63.2,81.3,16,29.8,28,,,,,,,R3,5.5,24,,,,,,,,,,,,,,,0,0
,,73,72,41,63.2,81.3,16,29.8,32.3,,,,,,,R4,4.7,23,118,52.05,103,58.48,,,,,,,,,,,2,221
,,73,72,41,63.2,81.3,16,29.8,36.3,,,,,,,R5,6.7,64,170,68.25,114,59.6,79,53.45,62,51.07,,,,,,,4,425
,,73,72,41,91.2,87,65.2,85.8,8,50.8,12,,,,,R6,6.3,45.2,75,49.22,50,45.25,84,54.67,,,,,,,,,3,209
,,73,72,41,91.2,87,65.2,85.8,8,50.8,22,,,,,R7,5.8,42,,,,,,,,,,,,,,,0,0
,,73,72,41,91.2,87,65.2,85.8,8,50.8,46.2,15.3,6,,,R8,4.9,39.3,78,44.03,,,,,,,,,,,,,1,78
,,73,72,41,91.2,87,65.2,85.8,8,50.8,46.2,15.3,9.2,,,R9,4.1,20,117,53.53,,,,,,,,,,,,,1,117
,,73,72,41,91.2,87,65.2,85.8,8,50.8,46.2,15.3,18.2,,,R10,4.7,23,,,,,,,,,,,,,,,0,0
,,73,72,41,91.2,87,65.2,85.8,8,50.8,50.2,33.9,19,,,R11,8.9,69,185,68.64,180,67.42,187,68.61,,,,,,,,,3,552
,,73,72,41,91.2,87,65.2,85.8,30,37,4,,,,,R12,5.7,21,213,70.91,,,,,,,,,,,,,1,213
,,73,72,41,91.2,87,65.2,85.8,43.2,32.8,12.5,24.4,10.7,,,R13,9.3,89,178,67.33,180,69.75,103,49.24,119,64.52,165,65.79,97,54.68,,,6,842
,,73,72,41,91.2,87,65.2,85.8,43.2,32.8,12.5,24.4,21,,,R14,12.8,106,114,58.35,97,53.46,186,69.32,162,66.27,142,60.53,164,64.18,81,44.29,7,946
,,73,72,41,91.2,87,65.2,85.8,43.2,32.8,12.5,24.4,30.2,,,R15,12.3,79,175,63.08,148,61.76,130,57.81,127,60.44,99,52.05,,,,,5,679
,,73,72,41,91.2,87,65.2,85.8,63.2,,,,,,,R16,5.5,26,120,58.99,,,,,,,,,,,,,1,120
,,73,72,41,91.2,87,65.2,85.8,80.2,,,,,,,R17,10.1,74,144,62.17,128,60.66,100,53.91,129,58.97,94,52.05,,,,,5,595
,,73,72,41,91.2,87,65.2,85.8,85.2,10.5,1.6,,,,,R18,8.3,51,212,72.39,122,56.34,132,60.04,24,61.25,,,,,,,4,490
,,73,72,41,91.2,87,65.2,85.8,97.5,40.3,5,,,,,R19,11.8,107,168,64.33,114,57.83,180,67.07,,,,,,,,,3,462
,,73,72,41,91.2,87,65.2,85.8,97.5,40.3,19,,,,,R20,7.9,80,151,63.28,87,46.25,124,57.48,,,,,,,,,3,362
,,73,72,41,91.2,87,65.2,85.8,107,41.9,16.3,12.7,2,,,R21,8.2,84,104,50.57,102,48.26,209,72.34,,,,,,,,,3,415
,,73,72,41,91.2,87,65.2,85.8,107,41.9,30.3,12.7,14,,,R22,8.8,69,143,62.33,157,63.65,,,,,,,,,,,2,300
,,73,72,41,91.2,87,65.2,85.8,107,41.9,30.3,12.7,17,,,R23,10.5,82,158,64.99,149,60.19,,,,,,,,,,,2,307
,,73,72,41,124.2,43.6,3.5,21.7,4,10.5,10,,,,,R24,6.2,31,101,54.43,95,55.01,114,60.37,,,,,,,,,3,310
,,73,72,41,124.2,43.6,3.5,21.7,4,10.5,17.5,,,,,R25,5,35,121,57.33,94,52.31,111,56.06,,,,,,,,,3,326
,,73,72,41,124.2,43.6,3.5,21.7,4,10.5,22.5,,,,,R26,5.3,25,,,,,,,,,,,,,,,0,0
,,73,72,41,124.2,43.6,3.5,21.7,14.2,11.9,8,,,,,R27,4.7,37,,,,,,,,,,,,,,,0,0
,,73,72,41,124.2,43.6,3.5,21.7,14.2,11.9,20,,,,,R28,6.4,61,67,52.02,67,47.72,68,50.9,103,57.8,,,,,,,4,305
,,73,72,41,124.2,43.6,3.5,21.7,17.2,16,8,10.9,2.7,,,R29,7.1,64,95,58.17,119,61.7,94,58.46,85,55.65,,,,,,,4,393
,,73,72,41,124.2,43.6,3.5,21.7,17.2,16,8,10.9,11.7,,,R30,6.3,62,114,51.01,119,59.57,93,57.07,,,,,,,,,3,326
,,73,72,41,124.2,43.6,3.5,21.7,17.2,16,12.5,14.6,2,,,R31,7.1,64,96,98.55,163,67.18,173,68.29,85,54.68,,,,,,,4,517
,,73,72,41,124.2,43.6,3.5,21.7,17.2,16,12.5,14.6,10,,,R32,9,107,109,59.87,114,60.02,90,56.18,111,61.62,,,,,,,4,424
,,73,72,41,192.2,45.1,14,41.9,3,23.7,11,13.8,7,,,R33,9.1,113,159,63.78,136,58.49,135,60.36,129,62.41,106,59.7,103,59.53,,,6,768
,,73,72,41,192.2,45.1,14,41.9,5,17.5,5.5,,,,,R34,8.3,55,150,66.02,141,63.64,114,57.93,142,64.84,,,,,,,4,547
,,73,72,41,192.2,45.1,14,41.9,7,18.5,19.5,10.7,3,,,R35,6.1,51,74,51.28,114,58.82,90,55.34,63,50.84,,,,,,,4,341
,,73,72,41,192.2,45.1,14,41.9,9,19.5,23.5,,,,,R36,6.8,29,73,51.54,,,,,,,,,,,,,1,73
,,73,72,41,192.2,45.1,108,15.6,12,,,,,,,R37,9.6,85,175,70.95,152,64.54,122,60.68,139,63.68,,,,,,,4,588
,,73,72,41,192.2,45.1,117,23.1,5,,,,,,,R38,8.7,67,167,65.69,80,56.02,136,61.24,63,48.26,,,,,,,4,446
,,73,72,41,207.2,79.1,29,86.4,24,44.4,11.5,27.6,3,,,R39,9.7,61,137,65.45,175,66.16,142,64.25,116,62.31,104,59.42,,,,,5,674
,,73,72,41,207.2,79.1,29,86.4,24,44.4,11.5,27.6,12,,,R40,12.5,98,143,63.17,93,55.71,77,52.87,,,,,,,,,3,313
,,73,72,41,207.2,79.1,29,86.4,24,44.4,11.5,27.6,14.7,,,R41,10.1,45,150,66.55,109,58.85,,,,,,,,,,,2,259
,,73,72,41,215.2,59.8,0,16,20,,,,,,,R42,8.1,67,78,52.41,132,61.03,121,62.26,120,61.33,,,,,,,4,451
,,73,72,41,215.2,59.8,0,16,27,,,,,,,R43,4.8,28,160,66.24,85,56.29,59,47.73,,,,,,,,,3,304
,,73,72,41,215.2,59.8,34,,,,,,,,,R44,7.5,65,135,62.54,120,62.16,109,61.24,,,,,,,,,3,364
,,73,72,41,215.2,59.8,47.5,,,,,,,,,R45,6.4,50,76,25,90,54.48,70,51.27,,,,,,,,,3,236
,,73,72,41,215.2,59.8,50.5,,,,,,,,,R46,5,34,124,61.7,59,47.62,,,,,,,,,,,2,183
,,73,72,41,215.2,59.8,61.5,,,,,,,,,R47,5.6,29,99,56.22,117,56.7,,,,,,,,,,,2,216
,,73,72,41,215.2,59.8,65,,,,,,,,,R48,5.3,22,72,49.78,89,50.23,,,,,,,,,,,2,161
,,73,72,41,215.2,59.8,81,,,,,,,,,R49,5.8,41,,,,,,,,,,,,,,,0,0
,,73,72,41,215.2,59.8,90.7,,,,,,,,,R50,10.8,80,120,57.34,160,67.95,133,64.09,,,,,,,,,3,413
,,73,72,41,219.2,65,94,20.4,12,,,,,,,R51,7.7,49,189,70.92,131,62.2,180,64.98,,,,,,,,,3,500
,,73,72,41,219.2,65,94,20.4,22,,,,,,,R52,4.7,30,107,56.86,74,52.6,,,,,,,,,,,2,181
,,73,72,41,219.2,65,94,20.4,40,,,,,,,R53,8.6,55,137,63.68,80,53.07,101,54.76,,,,,,,,,3,318
