Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
,,79,58,40,229,102,56,52.2,10,,,,,,,R 50,5.5,30,116,59.71,,,,,,,,,,,,,1,116
,,79,58,40,229,102,56,52.2,18,,,,,,,R 51,6.2,29,172,68.39,,,,,,,,,,,,,1,172
,,79,58,40,229,102,56,52.2,26,37.6,2.3,25.3,42,,,R 52,10.5,58,164,69.74,122,61.79,,,,,,,,,,,2,286
,,79,58,40,229,102,56,52.2,40.7,21.7,4.6,8.8,4,,,R 53,8.2,24,86,53.3,,,,,,,,,,,,,1,86
,,79,58,40,229,102,56,52.2,40.7,21.7,4.6,8.8,6,13.1,3,R 54,9.7,61,65,48.53,133,60.02,,,,,,,,,,,2,198
,,79,58,40,229,102,60,48.3,11,19.6,5,,,,,R 55,13,85,121,61.57,126,61.6,,,,,,,,,,,2,247
,,79,58,40,229,102,76,33.2,18,23.6,1.8,,,,,R 56,12.5,76,119,63.68,95,63.36,56,51.61,,,,,,,,,3,270
,,79,58,40,229,102,76,33.2,29,,,,,,,R 57,5.4,38,129,54.38,133,64.1,,,,,,,,,,,2,262
,,79,58,40,229,102,76,33.2,35,,,,,,,R 58,8.9,57,123,60.51,157,67.31,101,55.94,103,56.42,,,,,,,4,484
,,79,58,40,229,102,76,33.2,63,,,,,,,R 59,6.5,34,143,65.73,113,58.11,,,,,,,,,,,2,256
,,79,58,40,229,102,76,33.2,69.2,,,,,,,R 60,8.9,44,110,58.62,,,,,,,,,,,,,1,110
,,79,58,40,241,38.2,5,24.6,2,,,,,,,R 61,9.8,85,83,54.54,39,42.65,,,,,,,,,,,2,122
,,79,52,33,118,79.4,6,,,,,,,,,R 62,11.7,67,52,44.61,,,,,,,,,,,,,1,52
,,79,52,33,118,79.4,7.8,,,,,,,,,R 63,5.4,24,66,48.24,53,44.68,,,,,,,,,,,2,119
,,79,52,33,118,79.4,12.3,13.7,7,,,,,,,R 64,9.6,91,48,44.38,52,45.17,43,41.35,51,44.25,62,50.69,47,43.86,,,6,303
,,79,52,33,191,102,6,24,5,23.2,25,,,,,R 65,6.8,29,,,,,,,,,,,,,,,0,0
,,79,52,33,191,102,6,,5,23.2,38,,,,,R 66,7.4,50,,,,,,,,,,,,,,,0,0
,,79,52,33,191,102,6,,5,23.2,47,,,,,R 67,7.5,47,,,,,,,,,,,,,,,0,0
,,79,52,33,191,102,7,14.2,2,,,,,,,R 68,6.3,54.5,,,,,,,,,,,,,,,0,0
,,79,52,33,191,102,8,18.6,0,13.2,1,,,,,R 69,6.6,59,,,,,,,,,,,,,,,0,0
,,79,52,33,191,102,22,51,3,17.9,0,,,,,R 70,5,30,,,,,,,,,,,,,,,0,0
,,79,52,33,191,102,22,51,3,17.9,1,,,,,R 71,5.1,38,,,,,,,,,,,,,,,0,0
,,79,55,37,122,43.7,30,22,5.2,7.3,13,,,,,R 72,5,29,82,54.02,46,44.22,71,52.39,,,,,,,,,3,199
,,79,55,37,122,43.7,30,22,5.2,7.3,13,,,,,R 73,6.7,61,114,58.06,71,51.13,,,,,,,,,,,2,185
,,79,55,37,122,43.7,30,22,5.2,7.3,18,10.8,5,,,R 74,5.3,53,125,60.03,72,49.5,,,,,,,,,,,2,197
,,79,55,37,122,43.7,30,22,5.2,7.3,18,10.8,13.5,,,R 75,6.7,74,140,66.39,,,,,,,,,,,,,1,140
,,79,55,37,180,37.3,18,19.6,15.5,14.8,4,,,,,R 76,4.7,34,72,61.89,,,,,,,,,,,,,1,72
,,79,55,37,188,30.2,4.7,,,,,,,,,R 77,13.1,112,103,57.71,127,63.29,172,66.59,103,57.16,134,59.48,,,,,5,639
,,79,55,37,223,13.6,8,40,3.2,28,14,,,,,R 78,6.8,76,151,67.38,118,62.43,,,,,,,,,,,2,269
,,79,55,37,223,13.6,18,,,,,,,,,R 79,7.6,37,,,,,,,,,,,,,,,0,0
,,79,55,37,223,13.6,61,55.2,22,,,,,,,R 80,12,71,102,58.15,26,35.39,,,,,,,,,,,2,128
,,79,55,37,223,13.6,61,55.2,83,30.4,12,,,,,R 81,9.5,49,180,69.21,,,,,,,,,,,,,1,180
,,79,55,37,223,13.6,61,55.2,83,30.4,25,,,,,R 82,6.8,37,150,66.17,,,,,,,,,,,,,1,150
,,79,55,37,223,13.6,73,17.6,9,,,,,,,R 83,7.3,24,163,65.07,,,,,,,,,,,,,1,163
,,79,55,37,223,13.6,73,17.6,16,,,,,,,R 84,6.5,32,145,66.03,,,,,,,,,,,,,1,145
,,79,55,37,223,13.6,80,74,30.5,,,,,,,R 85,8.9,63,145,66.32,126,59.92,,,,,,,,,,,2,271
,,79,55,37,223,13.6,80,74,36.2,,,,,,,R 86,7.1,65,25,36.38,,,,,,,,,,,,,1,25
,,79,55,37,292,84.2,35,55.3,10,22.3,14,,,,,R 87,12.4,79,166,67.89,186,70.86,150,65.72,135,65.87,,,,,,,4,637
,,79,55,37,292,84.2,55,44.1,8.5,15.7,2,,,,,R 88,6,28,62,47.63,,,,,,,,,,,,,1,62
,,79,55,37,292,84.2,55,44.1,17.5,42,6,,,,,R 89,10,55,125,58.88,159,65.67,122,61.96,169,68.93,,,,,,,4,575
,,79,55,37,292,84.2,55,44.1,59.5,23.8,4,,,,,R 90,8.6,46,189,70.5,143,62.53,164,69.02,,,,,,,,,3,496
,,79,55,37,292,84.2,55,44.1,59.5,23.8,8,11.5,3.8,,,R 91,7.9,55,213,74.25,121,60.93,,,,,,,,,,,2,334
,,79,55,37,292,84.2,55,44.1,70.5,,,,,,,R 92,6.9,55,176,64.36,159,69.84,81,50.13,,,,,,,,,3,416
,,79,55,37,292,84.2,55,44.1,72.5,,,,,,,R 93,9.3,71,98,53.07,141,61.88,,,,,,,,,,,2,239
,,79,55,37,292,84.2,61,66,6,34,16.5,11.5,36,,,R 94,7.4,32,143,65.73,114,58.75,,,,,,,,,,,2,257
,,79,55,37,292,84.2,72,18.7,3,22,3,,,,,R 95,9.7,7.1,40,42.26,59,48.1,,,,,,,,,,,2,99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,total,186,20031
