DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr6,DFr6,DChar5,LChar5,PFr5,DFr5,year
77,46.5,38,199,17.8,24.5,,,,,,,R42,6.08,54,132,60.62,111,56.49,104,56.84,,,,,,,,,2021
77,46.5,38,229,17.9,3,,,,,,,R43,8.34,68,166,67.99,110,60.03,131.98,,,,,,,,,,2021
77,46.5,38,242,50.3,13,,,,,,,R44,18.84,123,139,63.02,131.98,,131.98,,,,,,,,,,2021
77,46.5,38,242,50.3,3,,,,,,,R45,7.3,46,149,64.82,131.98,,,,,,,,,,,,2021
77,46.5,38,242,50.3,12,36.6,3,,,,,R46,10.6,88,123,62.18,127,60.37,168,66.28,,,,,,,,,2021
77,46.5,38,242,50.3,12,36.6,18,,,,,R47,7.02,54,131.98,,131.98,,,,,,,,,,,,2021
77,46.5,38,242,50.3,12,36.6,25,,,,,R48,15.41,96,141,63.9,131.98,,,,,,,,,,,,2021
77,46.5,38,242,50.3,12,36.6,25,,,,,R49,14.67,102,131.98,,161,66.78,,,,,,,,,,,2021
77,46.5,38,244,54.27,4,,,,,,,R50,7.25,62,126,59.14,111,60.9,131.98,,,,,,,,,,2021
77,46.5,38,244,54.27,15,15.94,2,,,,,R51,7.7,56,142,62.51,168,65.32,,,,,,,,,,,2021
77,46.5,38,244,54.27,26,27.2,12,19.24,1,,,R52,7.7,42.5,,,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,27.2,29,,,,,R53,8.8,60,123,59.78,113,57.19,131.98,,,,,,,,,,2021
77,46.5,38,244,54.27,43,27.2,32,21.5,5.5,,,R54,7.8,52,,,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,27.2,32,21.5,10,,,R55,11.4,67,89,54.35,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,27.2,36.5,9,3,,,R56,6.8,33,153,65.2,162,69.14,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,50.18,11,11,2,,,R57,5.4,50,166,70.74,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,50.18,15,14.6,2,9.18,3,R58,7.63,74,,,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,50.18,15,47.3,2,17.82,1,R59,8.26,59,133,60.71,168,66.84,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,53,,,,,R60,6.86,54,131.98,,,,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,57.5,,,,,R61,4.48,18,122,60.92,,,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,108.5,,,,,R62,5.37,26,,,,,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,119,,,,,R63,5.79,34,94,54.7,102,55.42,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,124,,,,,R64,7.17,71.5,72,50.56,131.98,,131.98,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,2.5,17.23,3.5,11.8,1,R65,5.44,17.5,,,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,39,13.15,4,,,R66,7.8,33.5,169,64.19,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,39,13.15,5.5,,,R67,9.9,86,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,2,10.27,4.5,R68,5.7,43,154,69.16,151,66.71,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,2,10.27,6,R69,6.06,32.5,142,61.69,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,28,,,R70,6.8,65,,,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,35,40.21,30,R71,7.6,58,131.98,,131.98,,,,,,,,9.5,3.5,,,2021
77,35,38,89,72.3,81,69.23,47,60,35,40.21,37.5,R72,7.76,56,131.98,,,,,,,,,,22.37,5.5,,,2021
77,35,38,89,72.3,81,69.23,47,60,46,35.8,4.5,R73,4.9,26,0,,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,46,35.8,14.5,R74,6.9,48,131.98,,93,53.54,,,,,,,23.4,47,,,2021
77,35,38,89,72.3,81,69.23,47,60,57,32.26,34,R75,9.4,66,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,57,32.26,8.5,R76,8.26,63,131.98,,130,63.48,,,,,,,27.8,7,,,2021
77,35,38,89,72.3,81,69.23,47,60,57,32.26,8.5,R77,8.15,60,131.98,,131.98,,,,,,,,27.8,11,,,2021
77,35,38,162,42,2.5,7.34,11,,,,,R78,5.7,56.5,155,64.4,143,63.26,,,,,,,,,,,2021
77,35,38,183,57.6,30,,,,,,,R79,6,35.5,,,,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,6,22.26,3.5,,,R80,6.03,29,99,55.42,,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,6,22.26,7.5,,,R81,7.2,47,200,70.08,,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,6,22.26,7.5,,,R82,6.9,59,131.98,,,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,15.5,35.4,21,,,R83,5.8,37.5,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,15.5,35.4,30,,,R84,11.21,66,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,15.5,35.4,39.5,,,R85,7.38,56,,,,,,,,,,,,,,,2021
77,35,38,195,35.05,4,20,11.5,,,,,R86,7,68,127,60.81,,,,,,,,,,,,,2021
77,35,38,195,35.05,4,20,21.5,,,,,R87,9.35,90,163,65.95,66,50.07,161,66.91,,,,,,,,,2021
77,35,38,227,25.8,2,,,,,,,R88,7,72,166,65.08,131.98,,,,,,,,,,,,2021
77,35,38,270.5,69.5,8,,,,,,,R89,7.9,56,169,67.76,,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,,,,,,,R90,8.27,42,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,21.46,12.5,,,,,R91,7.77,71,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,21.46,44.5,21.7,3,,,R92,8.7,70,131.98,,,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,21.46,44.5,19.9,2,,,R93,8.26,69,195,72.59,,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,21.46,44.5,35.24,14,27.8,5,R94,9.6,56,,,,,,,,,,,25.6,2,,,2021
77,35,38,270.5,69.5,14,21.46,44.5,35.24,14,27.8,5,R95,10,60,180,69.07,,,,,,,,,25.6,5.5,,,2021
77,40,37,45,24.09,53,22.24,3,13.3,0,,,R96,9.3,83,78,58.69,123,59.85,113,58.33,,,,,,,,,2021
77,40,37,45,24.09,56,14.5,27,,,,,R97,7.32,84,130,60.08,116,57.6,109,56.61,,,,,,,,,2021
77,40,37,45,24.09,126,25.3,0.5,,,,,R98,5.9,44,123,58.69,149,64.57,,,,,,,,,,,2021
77,40,37,45,24.09,126,25.3,0.5,,,,,R99,8.37,91.5,116,59.77,143,63.93,124,60.28,83,53.77,,,,,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,4,13.3,6,R100,6.8,60,142,65.4,131.98,,148,64.63,,,,,,,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,4,R101,4.9,34,109,55.33,,,,,,,,,14.55,62,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,4,R102,5,37,164,65.72,,,,,,,,,14.55,69,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,5.5,R103,5.7,53,172,70.48,,,,,,,,,20.7,16,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,41.5,33.28,3.5,R104,10.13,68,157,65.63,131.98,,,,,,,,,,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,44.5,,,R105,6.29,30,,,,,,,,,,,,,,,2021
77,40,37,75,19.9,5,,,,,,,R106,10.03,95,103,54.96,131.98,,98,53.42,,,,,,,,,2021
77,40,37,113,17.11,68,,,,,,,R107,5.3,56,90,54.04,128,59.67,,,,,,,,,,,2021
77,40,37,113,17.11,71,,,,,,,R108,3.6,31,128,59.57,,,,,,,,,,,,,2021
77,40,37,156,15.02,1,,,,,,,R109,6.4,62.4,74,48.51,121,66.68,102,57.28,,,,,,,,,2021
77,40,37,193,,,,,,,,,R110,9.31,91,151,65.92,134,62.21,179,69.34,157,66.53,,,,,,,2021
77,40,37,221.5,19.29,3,,,,,,,R111,6.7,23,131,61.29,,,,,,,,,,,,,2021
77,40,37,221.5,30,46,19,3.5,11.08,3,,,R112,6.5,21,161,66.34,159,65.75,,,,,,,,,,,2021
77,40,37,234.5,34.7,4,,,,,,,R113,11.29,89.5,145,61.6,,,,,,,,,,,,,2021
77,40,37,258.5,,,,,,,,,R114,11.3,64.5,135,63.19,,,,,,,,,,,,,2021
77,40,37,260.5,34.5,3,,,,,,,R115,5.8,25,188,71.83,142,64.97,,,,,,,,,,,2021
77,40,37,274.5,51.5,5,,,,,,,R116,8,53,,,,,,,,,,,,,,,2021
77,40,37,274.5,54.8,37,25.15,8,21.3,31,13,1,R117,6.92,22,131.98,,131.98,,,,,,,,,,,,2021
77,40,37,274.5,54.8,37,25.15,8,21.3,34,12.35,5,R118,8.27,52.5,131.98,,131.98,,131.98,,,,,,,,,,2021
77,40,37,274.5,54.8,45,47.38,2,17.24,13,,,R119,6,45,,,,,,,,,,,,,,,2021
77,40,37,274.5,54.8,45,47.38,10,37.9,4,19.36,5,R120,8.9,55,131.98,,,,,,,,,,15.65,8,,,2021
77,45,25.5,67,40.32,6,,,,,,,R1,7.55,92,133,60.98,121,59.15,,,,,,,,,,,2021
77,45,25.5,67,40.32,34.5,,,,,,,R2,11.67,127,123,59.29,100,53.64,94,53.5,100,54.05,,,,,108,59.23,2021
77,45,25.5,67,40.32,90,,,,,,,R3,7.84,72.5,131.98,,154,61.19,131.98,,149,63.38,,,,,,,2021
77,45,25.5,67,40.32,93.6,,,,,,,R4,8.62,67,131,60.39,105,56.23,98,54.03,96,52.72,,,,,,,2021
77,45,25.5,67,40.32,141.6,,,,,,,R5,7,29.5,133,62.36,147,63.95,,,,,,,,,,,2021
77,45,25.5,67,40.32,145.6,,,,,,,R6,5.33,41,119,60.01,147,62.93,,,,,,,,,,,2021
77,45,25.5,80,,,,,,,,,R7,4.59,31,74,48.76,,,,,,,,,,,,,2021
77,45,25.5,118,,,,,,,,,R8,6.68,46,136,60.7,146,65.37,98,54.07,,,,,,,,,2021
77,45,25.5,142.5,,,,,,,,,R9,3.67,14,,,,,,,,,,,,,,,2021
77,45,25.5,186.5,,,,,,,,,R10,14.66,125,131.98,,182,69.01,131.98,,,,,,,,,,2021
77,45,25.5,186.5,20.29,3,13.62,1,,,,,R11,6.57,68,131.98,,131.98,,123,59.36,,,,,,,,,2021
77,45,25.5,186.5,20.29,3,13.62,3,,,,,R12,6.04,26,131.98,,,,,,,,,,,,,,2021
77,45,25.5,196.5,42.6,1,,,,,,,R13,6.8,59,131.98,,131.98,,,,,,,,,,,,2021
77,45,25.5,199.5,,,,,,,,,R14,7.1,40,121,59.14,147,65.56,131.98,,,,,,,,,,2021
77,45,25.5,207,7.22,4,,,,,,,R15,7.62,71,,,,,,,,,,,,,,,2021
77,45,25.5,209,43.6,47,33,10,14.26,32,,,R16,6.75,46,,,,,,,,,,,,,,,2021
77,45,25.5,209,43.6,47,33,10,14.26,37,,,R17,7.13,38.5,131.98,,131.98,,,,,,,,,,,,2021
77,45,25.5,209,43.6,47,33,10,14.26,45,,,R18,5.04,25,217,75.98,217,74.23,,,,,,,,,,,2021
77,45,25.5,209,43.6,47,33,13,,,,,R19,4.63,19,,,,,,,,,,,,,,,2021
77,45,25.5,209,43.6,61,21.04,5,15.76,21,12.5,12.5,R20,6.46,37,,,,,,,,,,,,,,,2021
77,46.5,38,50,14.41,2,,,,,,,R21,6.93,73,121,60.14,131,64.55,98,53.1,99,55.72,,,,,,,2021
77,46.5,38,59,87.6,33,29.4,4,10.4,2,,,R22,6.41,70,107,59.28,155,65.97,,,,,,,,,,,2021
77,46.5,38,59,87.6,33,29.4,4,10.4,6,,,R23,10.35,85,131.98,,131.98,,120,59.23,158,64.6,,,,,131,59.84,2021
77,46.5,38,59,87.6,33,29.4,4,10.4,13,,,R24,4.7,36,131.98,,131.98,,110,56.77,,,,,,,,,2021
77,46.5,38,59,87.6,46,15.08,7,10.4,5,,,R25,5.08,43.9,,,,,,,,,,,,,,,2021
77,46.5,38,59,87.6,94,16.3,3,,,,,R26,7.12,53,126,69.18,131.98,,130,61.65,,,,,,,,,2021
77,46.5,38,59,87.6,106,,,,,,,R27,17.72,122,146,64.41,131.98,,131.98,,,,,,,,,,2021
77,46.5,38,59,87.6,115,9.45,1,,,,,R28,3.34,23,,,,,,,,,,,,,,,2021
77,46.5,38,59,87.6,131,51.18,13.5,,,,,R29,7.13,56,131.98,,131.98,,131.98,,,,,,,,,,2021
77,46.5,38,59,87.6,131,51.18,31.5,,,,,R30,5.53,14,131.98,,,,,,,,,,,,,,2021
77,46.5,38,59,87.6,131,51.18,47,,,,,R31,15.79,104,144,64.99,131.98,,180,69.05,,,,,,,,,2021
77,46.5,38,59,87.6,131,51.18,57,28.29,15,,,R32,10.27,69,145,63.33,191,,70.63,105,53.04,,,,,,,,2021
77,46.5,38,59,87.6,136,16,2.5,,,,,R33,8.88,94,131.98,,131.98,,131.98,,,,,,,,,,2021
77,46.5,38,59,87.6,180,69.49,23,13.83,4,,,R34,5.62,46,131.98,,,,,,,,,,,,,,2021
77,46.5,38,59,87.6,180,69.49,28,51.5,11,12.29,5,R35,8.5,55,131.98,,193,71.5,131.98,,,,,,,,,,2021
77,46.5,38,59,87.6,180,69.49,28,51.5,34,,,R36,12.86,79,131.98,,131.98,,,,,,,,,,,,2021
77,46.5,38,59,87.6,180,69.49,28,51.5,40,,,R37,11.8,37,131.98,,131.98,,123,58.18,,,,,,,,,2021
77,46.5,38,95,18.47,2,12.85,8,,,,,R38,5.46,37,,,,,,,,,,,,,,,2021
77,46.5,38,133,14.6,2,,,,,,,R39,6.8,72,131.98,,,,,,,,,,,,,,2021
77,46.5,38,196,27.3,5,,,,,,,R40,13.07,105,108,55.45,136,60.78,145,62.3,105,55.37,,,,,,,2021
77,46.5,38,199,17.8,14,,,,,,,R41,5.6,15,105,60.55,,,,,,,,,,,,,2021
77,46.5,38,199,17.8,24.5,,,,,,,R42,6.08,54,132,60.62,111,56.49,104,56.84,,,,,,,,,2021
77,46.5,38,229,17.9,3,,,,,,,R43,8.34,68,166,67.99,110,60.03,131.98,,,,,,,,,,2021
77,46.5,38,242,50.3,13,,,,,,,R44,18.84,123,139,63.02,131.98,,131.98,,,,,,,,,,2021
77,46.5,38,242,50.3,3,,,,,,,R45,7.3,46,149,64.82,131.98,,,,,,,,,,,,2021
77,46.5,38,242,50.3,12,36.6,3,,,,,R46,10.6,88,123,62.18,127,60.37,168,66.28,,,,,,,,,2021
77,46.5,38,242,50.3,12,36.6,18,,,,,R47,7.02,54,131.98,,131.98,,,,,,,,,,,,2021
77,46.5,38,242,50.3,12,36.6,25,,,,,R48,15.41,96,141,63.9,131.98,,,,,,,,,,,,2021
77,46.5,38,242,50.3,12,36.6,25,,,,,R49,14.67,102,131.98,,161,66.78,,,,,,,,,,,2021
77,46.5,38,244,54.27,4,,,,,,,R50,7.25,62,126,59.14,111,60.9,131.98,,,,,,,,,,2021
77,46.5,38,244,54.27,15,15.94,2,,,,,R51,7.7,56,142,62.51,168,65.32,,,,,,,,,,,2021
77,46.5,38,244,54.27,26,27.2,12,19.24,1,,,R52,7.7,42.5,,,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,27.2,29,,,,,R53,8.8,60,123,59.78,113,57.19,131.98,,,,,,,,,,2021
77,46.5,38,244,54.27,43,27.2,32,21.5,5.5,,,R54,7.8,52,,,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,27.2,32,21.5,10,,,R55,11.4,67,89,54.35,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,27.2,36.5,9,3,,,R56,6.8,33,153,65.2,162,69.14,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,50.18,11,11,2,,,R57,5.4,50,166,70.74,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,50.18,15,14.6,2,9.18,3,R58,7.63,74,,,,,,,,,,,,,,,2021
77,46.5,38,244,54.27,43,50.18,15,47.3,2,17.82,1,R59,8.26,59,133,60.71,168,66.84,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,53,,,,,R60,6.86,54,131.98,,,,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,57.5,,,,,R61,4.48,18,122,60.92,,,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,108.5,,,,,R62,5.37,26,,,,,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,119,,,,,R63,5.79,34,94,54.7,102,55.42,,,,,,,,,,,2021
77,35,38,89,72.3,4,29.5,124,,,,,R64,7.17,71.5,72,50.56,131.98,,131.98,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,2.5,17.23,3.5,11.8,1,R65,5.44,17.5,,,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,39,13.15,4,,,R66,7.8,33.5,169,64.19,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,39,13.15,5.5,,,R67,9.9,86,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,2,10.27,4.5,R68,5.7,43,154,69.16,151,66.71,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,2,10.27,6,R69,6.06,32.5,142,61.69,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,28,,,R70,6.8,65,,,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,35,40.21,30,R71,7.6,58,131.98,,131.98,,,,,,,,9.5,3.5,,,2021
77,35,38,89,72.3,81,69.23,47,60,35,40.21,37.5,R72,7.76,56,131.98,,,,,,,,,,22.37,5.5,,,2021
77,35,38,89,72.3,81,69.23,47,60,46,35.8,4.5,R73,4.9,26,0,,,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,46,35.8,14.5,R74,6.9,48,131.98,,93,53.54,,,,,,,23.4,47,,,2021
77,35,38,89,72.3,81,69.23,47,60,57,32.26,34,R75,9.4,66,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,89,72.3,81,69.23,47,60,57,32.26,8.5,R76,8.26,63,131.98,,130,63.48,,,,,,,27.8,7,,,2021
77,35,38,89,72.3,81,69.23,47,60,57,32.26,8.5,R77,8.15,60,131.98,,131.98,,,,,,,,27.8,11,,,2021
77,35,38,162,42,2.5,7.34,11,,,,,R78,5.7,56.5,155,64.4,143,63.26,,,,,,,,,,,2021
77,35,38,183,57.6,30,,,,,,,R79,6,35.5,,,,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,6,22.26,3.5,,,R80,6.03,29,99,55.42,,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,6,22.26,7.5,,,R81,7.2,47,200,70.08,,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,6,22.26,7.5,,,R82,6.9,59,131.98,,,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,15.5,35.4,21,,,R83,5.8,37.5,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,15.5,35.4,30,,,R84,11.21,66,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,183,57.6,110.5,46,15.5,35.4,39.5,,,R85,7.38,56,,,,,,,,,,,,,,,2021
77,35,38,195,35.05,4,20,11.5,,,,,R86,7,68,127,60.81,,,,,,,,,,,,,2021
77,35,38,195,35.05,4,20,21.5,,,,,R87,9.35,90,163,65.95,66,50.07,161,66.91,,,,,,,,,2021
77,35,38,227,25.8,2,,,,,,,R88,7,72,166,65.08,131.98,,,,,,,,,,,,2021
77,35,38,270.5,69.5,8,,,,,,,R89,7.9,56,169,67.76,,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,,,,,,,R90,8.27,42,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,21.46,12.5,,,,,R91,7.77,71,131.98,,131.98,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,21.46,44.5,21.7,3,,,R92,8.7,70,131.98,,,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,21.46,44.5,19.9,2,,,R93,8.26,69,195,72.59,,,,,,,,,,,,,2021
77,35,38,270.5,69.5,14,21.46,44.5,35.24,14,27.8,5,R94,9.6,56,,,,,,,,,,,25.6,2,,,2021
77,35,38,270.5,69.5,14,21.46,44.5,35.24,14,27.8,5,R95,10,60,180,69.07,,,,,,,,,25.6,5.5,,,2021
77,40,37,45,24.09,53,22.24,3,13.3,0,,,R96,9.3,83,78,58.69,123,59.85,113,58.33,,,,,,,,,2021
77,40,37,45,24.09,56,14.5,27,,,,,R97,7.32,84,130,60.08,116,57.6,109,56.61,,,,,,,,,2021
77,40,37,45,24.09,126,25.3,0.5,,,,,R98,5.9,44,123,58.69,149,64.57,,,,,,,,,,,2021
77,40,37,45,24.09,126,25.3,0.5,,,,,R99,8.37,91.5,116,59.77,143,63.93,124,60.28,83,53.77,,,,,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,4,13.3,6,R100,6.8,60,142,65.4,131.98,,148,64.63,,,,,,,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,4,R101,4.9,34,109,55.33,,,,,,,,,14.55,62,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,4,R102,5,37,164,65.72,,,,,,,,,14.55,69,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,5.5,R103,5.7,53,172,70.48,,,,,,,,,20.7,16,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,41.5,33.28,3.5,R104,10.13,68,157,65.63,131.98,,,,,,,,,,,,2021
77,40,37,45,24.09,134,47.3,32,45.3,44.5,,,R105,6.29,30,,,,,,,,,,,,,,,2021
77,40,37,75,19.9,5,,,,,,,R106,10.03,95,103,54.96,131.98,,98,53.42,,,,,,,,,2021
77,40,37,113,17.11,68,,,,,,,R107,5.3,56,90,54.04,128,59.67,,,,,,,,,,,2021
77,40,37,113,17.11,71,,,,,,,R108,3.6,31,128,59.57,,,,,,,,,,,,,2021
77,40,37,156,15.02,1,,,,,,,R109,6.4,62.4,74,48.51,121,66.68,102,57.28,,,,,,,,,2021
77,40,37,193,,,,,,,,,R110,9.31,91,151,65.92,134,62.21,179,69.34,157,66.53,,,,,,,2021
77,40,37,221.5,19.29,3,,,,,,,R111,6.7,23,131,61.29,,,,,,,,,,,,,2021
77,40,37,221.5,30,46,19,3.5,11.08,3,,,R112,6.5,21,161,66.34,159,65.75,,,,,,,,,,,2021
77,40,37,234.5,34.7,4,,,,,,,R113,11.29,89.5,145,61.6,,,,,,,,,,,,,2021
77,40,37,258.5,,,,,,,,,R114,11.3,64.5,135,63.19,,,,,,,,,,,,,2021
77,40,37,260.5,34.5,3,,,,,,,R115,5.8,25,188,71.83,142,64.97,,,,,,,,,,,2021
77,40,37,274.5,51.5,5,,,,,,,R116,8,53,,,,,,,,,,,,,,,2021
77,40,37,274.5,54.8,37,25.15,8,21.3,31,13,1,R117,6.92,22,131.98,,131.98,,,,,,,,,,,,2021
77,40,37,274.5,54.8,37,25.15,8,21.3,34,12.35,5,R118,8.27,52.5,131.98,,131.98,,131.98,,,,,,,,,,2021
77,40,37,274.5,54.8,45,47.38,2,17.24,13,,,R119,6,45,,,,,,,,,,,,,,,2021
77,40,37,274.5,54.8,45,47.38,10,37.9,4,19.36,5,R120,8.9,55,131.98,,,,,,,,,,15.65,8,,,2021
75,34,34.5,51,73.5,9.5,12.3,40,6,52,,,R 1,4.1,23,100,56.5,100,55.94,,,,,,,,,,,2022
75,34,34.5,51,73.5,11.5,,,,,,,R 2,8.9,33,110,59.35,,,,,,,,,,,,,2022
75,34,34.5,68,29.4,34,,,,,,,R 3,6.1,55,90,56.09,,,,,,,,,,,,,2022
75,34,34.5,68,29.4,71,10.9,34,,,,,R 4,5,56.3,120,61.57,120,61.84,,,,,,,,,,,2022
75,34,34.5,94,37.7,0,14.1,27,10,44.7,,,R 5,6.1,52,150,68.02,90,56.8,,,,,,,,,,,2022
75,34,34.5,96.5,23.5,55,,,,,,,R 6,4.9,25,,,,,,,,,,,,,,,2022
75,34,34.5,125,65.4,4.5,,,,,,,R 7,6.2,40,140,65.18,,,,,,,,,,,,,2022
75,34,34.5,188,66.8,0,26.2,0,13.2,12.7,,,R 8,4.4,35,120,58.88,,,,,,,,,,,,,2022
75,34,34.5,188,66.8,0,26.2,0,13.2,20.7,,,R 9,4.4,27,100,58.61,,,,,,,,,,,,,2022
75,34,34.5,188,66.8,0,26.2,0,13.2,43.2,,,R 10,3.9,26,120,63.11,,,,,,,,,,,,,2022
75,34,34.5,188,66.8,0,,,,,,,R 11,5.4,24,,,,,,,,,,,,,,,2022
75,34,34.5,188,66.8,0,,,,,,,R 12,5.8,67,160,67.6,,,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,7.5,73.1,0,20.4,21,,,R 13,5.5,50,130,65.64,110,60.51,130,60.31,,,,,,,,,2022
75,34,34.5,190.5,106.3,7.5,73.1,0,20.4,44,,,R 14,8.4,86,180,71.56,160,69.5,100,59.99,,,,,,,,,2022
75,34,34.5,190.5,106.3,7.5,73.1,3.5,,,,,R 15,5.9,59,120,59.41,120,64.77,100,55.12,,,,,,,,,2022
75,34,34.5,190.5,106.3,16,76.1,2.5,23.5,15.5,20,9.5,R 16,9.9,101,180,71.39,120,61.27,120,64.56,130,62.74,,,,,,,2022
75,34,34.5,190.5,106.3,50,76.1,2.5,23.5,15.5,20,20.5,R 17,5.1,51,160,71.95,100,56.93,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,50,76.1,2.5,23.3,15.5,20,32.5,R 18,7.1,107,170,68.41,150,67.46,160,68.65,,,,,,,,,2022
75,34,34.5,190.5,106.3,50,76.1,7.5,,,,,R 19,5,27,170,69.93,,,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,92,,,,,,,R 20,7.1,82,200,71.32,100,55.02,120,62.33,60,51.45,,,,,80,55.27,2022
75,34,34.5,190.5,106.3,108,61.8,4,39.4,10.2,,,R 21,5.5,64,130,65.22,100,56.02,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,108,61.8,4,39.4,20.7,,,R 22,6.1,45,130,65.44,,,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,108,61.8,4,39.4,24.2,33.6,10,R 23,5.5,54.5,140,66.13,130,64.59,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,108,61.8,4,39.4,24.2,33.6,12.5,R 24,8.1,85,120,60.03,130,63.36,170,67.59,,,,,,,,,2022
75,34,34.5,190.5,106.3,108,61.8,4,39.4,24.2,33.6,16,R 25,7.3,25,140,64.82,80,49.58,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,108,61.8,4,39.4,24.2,33.6,30.3,R 26,7,51,110,63.4,,,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,112,59,5.5,13.1,3,,,R 27,6.3,43,,,,,,,,,,,,,,,2022
75,34,34.5,190.5,106.3,116.5,43.1,13,,,,,R 28,6.6,45,180,72.98,100,60.31,160,65.17,,,,,,,,,2022
75,34,34.5,190.5,106.3,116.5,43.1,28,,,,,R 29,8.2,53.5,130,64.76,,,,,,,,,,,,,2022
