,DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr6,DFr6,DChar5,LChar5,PFr5,DFr5
64,64.5,34,32.5,0.0,20.0,52.0,21.0,2.0,,,,,R65,12.0,45.0,132.0,60.0,184.0,70.0,,,,,,,,,,
65,64.5,34,32.5,0.0,20.0,52.0,21.0,4.0,,,,,R66,7.0,34.0,,,,,,,,,,,,,,
66,64.5,34,32.5,0.0,20.0,52.0,21.0,0.0,,,,,R67,8.0,56.0,164.0,65.0,164.0,68.0,202.0,72.0,148.0,63.0,,,,,,
67,64.5,34,32.5,39.0,16.5,5.5,,,,,,,R68,12.0,91.5,162.0,68.0,162.0,66.5,,,,,,,,,,
68,64.5,34,32.5,47.0,2.65,50.0,22.0,10.0,,,,,R69,10.5,78.0,204.0,72.0,178.0,67.5,232.0,77.0,,,,,,,,
69,64.5,34,32.5,47.0,2.65,50.0,22.0,14.0,,,,,R70,7.5,39.0,188.0,68.0,,,,,,,,,,,,
70,64.5,34,32.5,47.0,2.65,50.0,22.0,-18.0,,,,,R71,7.5,47.0,170.0,76.0,174.0,66.0,118.0,60.0,,,,,,,,
71,64.5,34,32.5,-10.0,8.0,6.5,,,,,,,R72,6.0,65.5,184.0,56.0,108.0,52.5,,,,,,,,,,
72,64.5,34,32.5,12.0,63.0,52.0,18.0,11.0,,,,,R73,9.0,73.0,156.0,66.0,144.0,64.0,,,,,,,,,,
73,64.5,34,32.5,12.0,63.0,52.0,18.0,0.0,,,,,R74,11.0,76.0,104.0,57.0,138.0,68.0,140.0,63.0,138.0,60.0,,,,,,
74,64.5,34,32.5,12.0,63.0,52.0,18.0,6.5,,,,,R75,8.5,63.0,142.0,62.0,160.0,67.0,,,,,,,,,,
75,64.5,34,32.5,12.0,63.0,52.0,18.0,32.0,,,,,R76,11.5,66.0,154.0,64.0,166.0,64.5,150.0,65.0,156.0,66.0,,,,,,
76,64.5,34,32.5,12.0,63.0,52.0,18.0,2.0,,,,,R77,24.0,109.0,178.0,68.0,180.0,69.0,,,154.0,64.5,,,,,,
77,64.5,34,32.5,27.0,,,,,,,,,R78,13.0,105.0,190.0,78.5,154.0,68.5,94.0,53.0,,,,,,,,
78,64.5,34,32.5,38.0,34.0,13.0,,,,,,,R79,5.5,21.0,198.0,74.0,,,,,,,,,,,,
79,64.5,34,32.5,38.0,34.0,6.0,,,,,,,R80,9.0,68.0,186.0,71.0,178.0,69.0,110.0,54.0,,,,,,,,
80,64.5,34,32.5,38.0,34.0,6.5,9.5,5.5,,,,,R81,7.0,47.5,140.0,64.0,126.0,64.0,108.0,65.0,144.0,55.0,,,,,,
81,64.5,34,32.5,38.0,34.0,6.5,9.5,2.0,,,,,R82,7.0,27.0,136.0,61.5,,,,,,,,,,,,
82,64.5,34,32.5,38.0,34.0,6.5,9.5,3.0,14.5,8.0,,,R83,10.0,78.0,192.0,71.5,194.0,73.0,148.0,66.0,,,,,,,,
0,59.5,31,30.0,83.0,17.5,13.5,,,,,0.0,0.0,R1,8.0,74.0,114.0,58.5,178.0,69.0,80.0,50.0,,,,,0.0,0.0,,
1,59.5,31,30.0,83.0,17.5,3.0,,,,,0.0,0.0,R2,7.5,57.0,174.0,66.0,,,,,,,,,0.0,0.0,,
2,59.5,31,30.0,83.0,17.5,21.5,,,,,0.0,0.0,R3,7.0,45.0,106.0,78.0,,,,,,,,,0.0,0.0,,
3,59.5,31,30.0,83.0,17.5,7.5,,,,,0.0,0.0,R4,6.5,56.0,118.0,56.5,76.0,50.0,,,,,,,0.0,0.0,,
4,59.5,31,30.0,83.0,17.5,8.0,,,,,0.0,0.0,R5,5.0,1.5,,,,,,,,,,,0.0,0.0,,
5,59.5,31,30.0,83.0,17.5,31.0,,,,,0.0,0.0,R6,5.0,1.0,,,,,,,,,,,0.0,0.0,,
6,59.5,31,30.0,83.0,17.5,4.5,,,,,0.0,0.0,R7,6.0,40.0,96.0,56.0,,,,,,,,,0.0,0.0,,
7,59.5,31,30.0,13.0,,,,,,,0.0,0.0,R8,9.0,88.5,112.0,56.5,164.0,68.5,112.0,59.0,,,,,0.0,0.0,,
8,59.5,31,30.0,13.0,,,,,,,0.0,0.0,R9,10.5,79.0,114.0,58.0,150.0,64.0,174.0,68.5,,,,,0.0,0.0,,
9,59.5,31,30.0,55.0,,,,,,,0.0,0.0,R10,6.0,6.0,178.0,71.0,,,,,,,,,0.0,0.0,,
10,59.5,31,30.0,0.0,,,,,,,0.0,0.0,R11,6.5,53.0,80.0,52.0,116.0,58.0,,,,,,,0.0,0.0,,
11,59.5,31,30.0,12.0,11.0,5.0,,,,,0.0,0.0,R12,6.0,49.0,138.0,64.0,82.0,48.0,48.0,39.0,,,,,0.0,0.0,,
12,59.5,31,30.0,56.0,13.5,4.5,,,,,0.0,0.0,R13,8.0,49.0,170.0,68.0,,,,,,,,,0.0,0.0,,
13,59.5,31,30.0,-12.0,,,,,,,0.0,0.0,R14,6.5,48.5,80.0,50.0,,,,,,,,,0.0,0.0,,
14,59.5,31,30.0,0.0,,,,,,,0.0,0.0,R15,8.5,30.5,112.0,56.0,120.0,59.5,134.0,60.0,,,,,0.0,0.0,,
15,59.5,31,30.0,34.5,,,,,,,0.0,0.0,R16,9.0,44.5,124.0,61.5,164.0,68.0,198.0,71.0,,,,,0.0,0.0,,
16,59.5,31,30.0,0.0,21.5,2.0,18.0,5.0,,,0.0,0.0,R17,11.0,71.5,118.0,61.0,188.0,73.0,78.0,54.0,162.0,67.0,,,0.0,0.0,136.0,62.5
17,59.5,31,30.0,32.0,,,,,,,0.0,0.0,R18,10.5,89.0,142.0,64.0,194.0,70.0,170.0,65.5,164.0,60.0,,,0.0,0.0,120.0,59.5
18,59.5,31,30.0,0.0,34.0,12.0,,,,,0.0,0.0,R19,9.0,72.0,132.0,62.0,116.0,57.0,216.0,74.0,140.0,65.0,,,0.0,0.0,,
19,59.5,31,30.0,0.0,34.0,13.0,16.0,5.0,,,0.0,0.0,R20,12.0,80.0,172.0,66.0,136.0,61.0,,,,,,,0.0,0.0,,
20,59.5,31,30.0,0.0,34.0,10.0,,,,,0.0,0.0,R21,8.5,49.0,152.0,66.0,120.0,55.5,,,,,,,0.0,0.0,,
21,59.5,31,30.0,0.0,64.0,5.0,,,,,0.0,0.0,R22,10.5,82.5,202.0,73.0,208.0,75.0,170.0,65.0,,,,,0.0,0.0,,
22,59.5,31,30.0,0.0,64.0,12.0,28.5,4.0,,,0.0,0.0,R23,18.0,128.0,200.0,74.0,198.0,73.0,108.0,72.5,,,,,0.0,0.0,,
23,59.5,31,30.0,0.0,64.0,12.0,28.5,0.0,,,0.0,0.0,R24,8.5,56.0,140.0,62.0,162.0,63.0,,,,,,,0.0,0.0,,
24,59.5,31,34.0,66.0,48.0,35.0,,,,,0.0,0.0,R25,11.0,19.0,162.0,68.0,,,,,,,,,0.0,0.0,,
25,59.5,31,34.0,66.0,48.0,29.0,,,,,0.0,0.0,R26,5.0,54.0,,,,,,,,,,,0.0,0.0,,
26,59.5,31,34.0,66.0,48.0,15.0,,,,,0.0,0.0,R27,6.0,22.0,170.0,64.0,,,,,,,,,0.0,0.0,,
27,59.5,31,34.0,66.0,48.0,25.0,,,,,0.0,0.0,R28,10.0,110.0,162.0,69.0,134.0,60.0,136.0,61.5,126.0,58.5,,,0.0,0.0,,
28,59.5,31,34.0,66.0,48.0,25.0,30.0,10.5,13.0,18.5,0.0,0.0,R29,8.5,82.0,172.0,70.0,136.0,62.5,,,,,,,0.0,0.0,,
29,59.5,31,34.0,66.0,48.0,0.0,11.0,7.5,,,0.0,0.0,R30,8.5,82.0,154.0,64.5,,,,,,,,,0.0,0.0,,
30,59.5,31,34.0,29.0,,,,,,,0.0,0.0,R31,7.5,79.5,98.0,55.5,124.0,61.0,118.0,60.0,,,,,0.0,0.0,,
31,59.5,31,34.0,22.0,,,,,,,0.0,0.0,R32,8.5,100.5,138.0,63.0,,,,,,,,,0.0,0.0,,
32,59.5,31,34.0,72.0,31.5,12.0,,,,,0.0,0.0,R33,7.0,26.0,128.0,62.0,142.0,63.0,,,,,,,0.0,0.0,,
33,59.5,31,34.0,72.0,31.5,36.0,,,,,0.0,0.0,R34,9.0,1.5,146.0,66.0,,,,,,,,,0.0,0.0,,
34,59.5,31,34.0,72.0,31.5,16.0,,,,,0.0,0.0,R35,17.0,2.0,146.0,65.0,,,,,,,,,0.0,0.0,,
35,59.5,31,34.0,72.0,31.5,11.0,,,,,0.0,0.0,R36,13.5,78.0,162.0,66.5,66.0,44.5,180.0,70.0,164.0,65.0,110.0,66.0,0.0,0.0,146.0,64.0
36,59.5,31,34.0,72.0,31.5,6.5,,,,,0.0,0.0,R37,19.0,45.0,174.0,62.0,130.0,62.5,168.0,67.0,,,,,0.0,0.0,,
37,59.5,31,34.0,72.0,31.5,-46.5,,,,,0.0,0.0,R38,11.0,78.0,136.0,62.0,142.0,64.0,,,,,,,0.0,0.0,,
38,59.5,31,34.0,0.0,65.0,6.0,,,,,0.0,0.0,R39,10.5,117.0,142.0,72.0,,,,,,,,,0.0,0.0,,
39,59.5,31,34.0,0.0,65.0,94.5,,,,,0.0,0.0,R40,16.0,90.0,206.0,72.0,130.0,65.0,120.0,62.0,,,,,0.0,0.0,,
40,59.5,31,34.0,0.0,65.0,9.5,,,,,0.0,0.0,R41,8.0,56.5,126.0,60.0,,,,,,,,,0.0,0.0,,
41,59.5,31,34.0,62.0,25.0,15.0,,,,,0.0,0.0,R42,8.5,66.0,178.0,61.0,166.0,68.0,,,,,,,0.0,0.0,,
42,59.5,31,34.0,62.0,45.0,1.0,,,,,0.0,0.0,R43,7.5,52.5,,,,,,,,,,,0.0,0.0,,
43,59.5,31,34.0,3.0,,,,,,,0.0,0.0,R44,5.0,46.0,204.0,72.0,202.0,69.0,,,,,,,0.0,0.0,,
44,59.5,31,34.0,0.0,,,,,,,0.0,0.0,R45,7.0,82.0,170.0,66.5,144.0,64.0,96.0,55.0,150.0,64.0,114.0,58.5,0.0,0.0,128.0,60.0
45,59.5,31,34.0,3.0,10.0,6.0,,,,,0.0,0.0,R46,8.5,66.0,170.0,65.0,155.0,67.0,164.0,68.5,,,,,0.0,0.0,,
46,59.5,31,34.0,-53.0,29.0,3.5,17.5,12.5,,,0.0,0.0,R47,7.0,62.0,178.0,62.0,130.0,61.5,146.0,65.0,98.0,55.0,,,0.0,0.0,,
47,59.5,31,34.0,-53.0,29.0,3.5,17.5,-1.5,,,0.0,0.0,R48,6.0,46.0,154.0,67.0,88.0,49.0,164.0,65.0,86.0,52.0,,,0.0,0.0,86.0,50.0
48,59.5,31,33.0,52.0,53.0,68.0,,,,,0.0,0.0,R49,6.5,42.5,188.0,69.0,120.0,53.0,128.0,58.5,,,,,0.0,0.0,,
49,59.5,31,33.0,52.0,53.0,11.0,,,,,0.0,0.0,R50,7.0,43.0,106.0,57.0,92.0,56.0,,,,,,,0.0,0.0,,
50,59.5,31,33.0,52.0,53.0,33.0,,,,,0.0,0.0,R51,8.0,84.5,,,,,,,,,,,0.0,0.0,,
51,59.5,31,33.0,52.0,53.0,30.0,,,,,0.0,0.0,R52,7.0,49.0,184.0,70.5,170.0,66.5,,,,,,,0.0,0.0,,
52,59.5,31,33.0,52.0,53.0,44.0,,,,,0.0,0.0,R53,10.0,77.0,172.0,69.0,148.0,64.0,180.0,70.5,154.0,65.0,,,0.0,0.0,,
53,59.5,31,33.0,52.0,53.0,8.5,,,,,0.0,0.0,R54,10.0,101.0,232.0,75.0,142.0,64.0,222.0,73.0,160.0,63.0,,,0.0,0.0,138.0,63.5
54,59.5,31,33.0,52.0,53.0,0.0,,,,,0.0,0.0,R55,7.0,50.0,182.0,70.0,204.0,72.0,,,,,,,0.0,0.0,,
55,59.5,31,33.0,52.0,53.0,0.0,17.5,11.0,,,0.0,0.0,R56,8.0,44.0,134.0,64.0,156.0,66.0,,,,,,,0.0,0.0,,
56,59.5,31,33.0,80.0,47.0,53.0,,,,,0.0,0.0,R57,7.0,4.5,194.0,72.0,,,,,,,,,0.0,0.0,,
57,59.5,31,33.0,80.0,47.0,28.0,13.0,1.0,,,0.0,0.0,R58,6.0,49.0,196.0,71.0,122.0,62.0,,,,,,,0.0,0.0,,
58,59.5,31,33.0,80.0,47.0,-2.0,,,,,0.0,0.0,R59,7.0,63.0,130.0,62.5,106.0,57.0,,,,,,,0.0,0.0,,
59,59.5,31,33.0,3.0,13.0,5.0,,,,,0.0,0.0,R60,7.0,76.0,204.0,74.0,,,,,,,,,0.0,0.0,,
60,59.5,31,33.0,3.0,13.0,34.0,,,,,0.0,0.0,R61,8.0,83.0,168.0,69.0,218.0,71.5,120.0,58.5,,,,,0.0,0.0,,
61,59.5,31,33.0,3.0,13.0,2.0,,,,,0.0,0.0,R62,4.5,22.5,128.0,62.0,,,,,,,,,0.0,0.0,,
62,59.5,31,33.0,64.0,,,,,,,0.0,0.0,R63,5.0,27.5,142.0,62.0,120.0,57.5,,,,,,,0.0,0.0,,
63,59.5,31,33.0,0.0,,,,,,,0.0,0.0,R64,10.5,104.0,250.0,78.0,132.0,62.0,160.0,66.0,148.0,65.0,,,0.0,0.0,,
64,59.5,31,33.0,16.5,18.0,14.0,,,,,0.0,0.0,R65,6.0,24.0,112.0,56.0,176.0,68.0,,,,,,,0.0,0.0,,
65,59.5,31,33.0,16.5,18.0,24.0,,,,,0.0,0.0,R66,9.0,62.0,176.0,69.0,184.0,68.0,172.0,67.0,,,,,0.0,0.0,,
66,59.5,31,33.0,0.0,,,,,,,0.0,0.0,R67,6.0,37.0,162.0,65.5,138.0,63.0,,,,,,,0.0,0.0,,
67,59.5,31,33.0,20.0,,,,,,,0.0,0.0,R68,5.5,32.0,114.0,59.0,98.0,53.0,,,,,,,0.0,0.0,,
68,59.5,31,33.0,9.0,12.0,4.5,,,,,0.0,0.0,R69,8.0,70.0,156.0,66.0,140.0,61.5,176.0,68.0,138.0,62.5,,,0.0,0.0,,
69,59.5,31,33.0,40.0,,,,,,,0.0,0.0,R70,9.0,50.0,126.0,60.0,128.0,60.0,134.0,60.5,124.0,61.5,,,0.0,0.0,176.0,71.0
70,59.5,31,33.0,1.5,,,,,,,0.0,0.0,R71,11.5,79.0,174.0,68.0,120.0,67.0,166.0,64.0,,,,,0.0,0.0,,
71,59.5,31,33.0,10.0,19.0,8.5,,,,,0.0,0.0,R72,7.0,29.0,162.0,60.5,138.0,62.0,,,,,,,0.0,0.0,,
72,59.5,31,33.0,-52.0,,,,,,,0.0,0.0,R73,6.5,78.0,142.0,61.0,92.0,52.0,102.0,55.5,,,,,0.0,0.0,,
73,59.5,31,33.0,40.0,40.0,9.0,,,,,0.0,0.0,R74,8.0,65.0,148.0,66.0,160.0,64.0,172.0,67.0,,,,,0.0,0.0,,
74,59.5,31,36.0,85.0,,,,,,,0.0,0.0,R75,6.0,1.0,130.0,62.5,,,,,,,,,0.0,0.0,,
75,59.5,31,36.0,58.0,52.0,6.0,,,,,0.0,0.0,R76,7.5,40.0,140.0,65.0,98.0,56.0,,,,,,,0.0,0.0,,
76,59.5,31,36.0,58.0,52.0,9.5,,,,,0.0,0.0,R77,12.0,99.0,156.0,65.0,204.0,73.0,134.0,60.0,,,,,0.0,0.0,,
77,59.5,31,36.0,58.0,52.0,29.0,,,,,0.0,0.0,R78,7.0,40.0,94.0,53.0,124.0,63.0,,,,,,,0.0,0.0,,
78,59.5,31,36.0,58.0,52.0,52.0,,,,,0.0,0.0,R79,7.0,40.0,94.0,55.0,12.0,60.0,140.0,61.0,,,,,0.0,0.0,,
79,59.5,31,36.0,58.0,52.0,7.0,,,,,0.0,0.0,R80,10.0,77.0,170.0,68.0,108.0,55.0,172.0,70.0,168.0,67.0,,,0.0,0.0,,
80,59.5,31,36.0,58.0,11.0,3.0,,,,,0.0,0.0,R81,5.5,51.5,172.0,70.0,184.0,69.5,,,,,,,0.0,0.0,,
81,59.5,31,36.0,58.0,11.0,40.5,,,,,0.0,0.0,R82,12.0,70.5,132.0,59.0,166.0,69.0,126.0,60.0,156.0,61.5,,,0.0,0.0,,
82,59.5,31,36.0,58.0,11.0,0.0,,,,,0.0,0.0,R83,8.5,78.0,134.0,63.0,148.0,63.0,,,,,,,0.0,0.0,,
83,59.5,31,36.0,58.0,11.0,,,,,,0.0,0.0,R84,,,150.0,63.0,222.0,77.0,,,,,,,0.0,0.0,,
84,59.5,31,36.0,58.0,11.0,8.0,,,,,0.0,0.0,R85,16.5,139.0,138.0,62.0,190.0,71.0,162.0,68.5,,,,,0.0,0.0,,
85,59.5,31,36.0,0.0,40.0,16.0,,,,,0.0,0.0,R86,4.5,8.0,140.0,58.0,,,,,,,,,0.0,0.0,,
86,59.5,31,36.0,0.0,40.0,43.0,,,,,0.0,0.0,R87,7.0,1.0,132.0,58.5,,,,,,,,,0.0,0.0,,
87,59.5,31,36.0,0.0,40.0,-3.5,8.0,4.0,,,0.0,0.0,R88,5.0,29.0,162.0,64.5,,,,,,,,,0.0,0.0,,
88,59.5,31,36.0,0.0,40.0,26.0,,,,,0.0,0.0,R89,10.0,8.5,,,,,,,,,,,0.0,0.0,,
89,59.5,31,36.0,0.0,40.0,26.0,10.0,8.0,,,0.0,0.0,R90,6.5,52.0,130.0,60.0,,,,,,,,,0.0,0.0,,
90,59.5,31,36.0,0.0,40.0,32.0,,,,,0.0,0.0,R91,22.0,48.0,132.0,64.0,,,,,,,,,0.0,0.0,,
91,59.5,31,36.0,0.0,40.0,32.0,22.0,16.0,,,0.0,0.0,R92,8.0,49.0,,,,,,,,,,,0.0,0.0,,
92,59.5,31,36.0,0.0,40.0,32.0,22.0,26.0,,,0.0,0.0,R93,8.0,49.0,,,,,,,,,,,0.0,0.0,,
93,59.5,31,36.0,0.0,40.0,32.0,22.0,7.0,,,0.0,0.0,R94,10.0,49.0,180.0,69.0,,,,,,,,,0.0,0.0,,
94,59.5,31,36.0,53.0,,,,,,,0.0,0.0,R95,6.0,31.0,172.0,69.5,90.0,52.5,,,,,,,0.0,0.0,,
95,59.5,31,36.0,38.0,5.0,2.0,,,,,0.0,0.0,R96,5.5,26.0,128.0,60.0,134.0,61.5,136.0,63.5,146.0,65.0,,,0.0,0.0,,
96,59.5,31,36.0,10.0,,,,,,,0.0,0.0,R97,9.0,58.0,,,,,,,,,,,0.0,0.0,,
97,59.5,31,36.0,15.5,,,,,,,0.0,0.0,R98,15.0,152.0,130.0,60.0,66.0,49.0,,,,,,,0.0,0.0,,
98,59.5,31,36.0,15.5,38.0,73.0,,,,,0.0,0.0,R99,8.0,20.0,204.0,71.0,,,,,,,,,0.0,0.0,,
99,59.5,31,36.0,15.5,38.0,20.0,9.0,3.0,,,0.0,0.0,R100,8.0,27.0,132.0,63.5,,,,,,,,,0.0,0.0,,
100,59.5,31,36.0,15.5,38.0,16.5,,,,,0.0,0.0,R101,6.0,6.0,134.0,72.0,,,,,,,,,0.0,0.0,,
101,59.5,31,36.0,15.5,38.0,3.5,,,,,0.0,0.0,R102,8.0,15.5,132.0,71.5,,,,,,,,,0.0,0.0,,
102,59.5,31,36.0,15.5,38.0,,,,,,0.0,0.0,R103,,,164.0,67.0,202.0,70.5,160.0,67.5,210.0,71.0,,,0.0,0.0,170.0,69.0
103,59.5,31,36.0,15.5,38.0,7.0,,,,,0.0,0.0,R104,9.0,70.0,150.0,65.0,136.0,64.0,134.0,60.5,,,,,0.0,0.0,,
104,59.5,31,36.0,31.0,12.0,1.0,,,,,0.0,0.0,R105,5.5,48.0,162.0,68.0,124.0,56.5,,,,,,,0.0,0.0,,
105,59.5,31,36.0,0.0,9.0,6.5,,,,,0.0,0.0,R106,6.0,48.0,132.0,61.0,128.0,59.0,,,,,,,0.0,0.0,,
106,59.5,31,36.0,22.0,,,,,,,0.0,0.0,R107,11.0,100.0,162.0,70.0,162.0,67.0,134.0,63.5,146.0,65.0,,,0.0,0.0,,
107,59.5,31,36.0,19.0,,,,,,,0.0,0.0,R108,10.0,56.0,118.0,57.0,124.0,59.0,166.0,66.5,140.0,60.5,170.0,66.0,0.0,0.0,158.0,69.0
108,59.5,31,36.0,0.0,39.0,1.5,,,,,0.0,0.0,R109,7.0,45.0,120.0,61.5,112.0,58.0,,,,,,,0.0,0.0,,
109,59.5,31,36.0,-16.0,,,,,,,0.0,0.0,R110,18.0,58.0,140.0,62.5,92.0,52.5,168.0,69.0,,,,,0.0,0.0,,
110,59.5,31,36.0,-16.0,18.0,58.0,,,,,0.0,0.0,R111,8.0,30.0,226.0,74.0,,,,,,,,,0.0,0.0,,
111,59.5,31,36.0,-16.0,18.0,-3.5,,,,,0.0,0.0,R112,11.0,54.0,196.0,70.0,196.0,72.0,202.0,74.0,176.0,70.0,,,0.0,0.0,,
112,59.5,31,36.0,-16.0,18.0,-3.5,22.0,28.0,,,0.0,0.0,R113,13.0,71.0,198.0,66.0,166.0,68.0,226.0,63.5,202.0,71.0,,,0.0,0.0,164.0,71.5
113,59.5,31,36.0,13.0,39.0,23.0,29.0,10.0,,,0.0,0.0,R114,22.0,125.0,142.0,57.5,112.0,64.0,190.0,70.0,182.0,72.0,,,0.0,0.0,242.0,75.5
114,59.5,31,36.0,,,,,,,,0.0,0.0,R115,,,148.0,62.0,,,,,,,,,0.0,0.0,,
0,69.0,34,34.0,48.0,,,,,,,,,R1,5.0,11.0,160.0,68.5,,,,,,,,,0.0,0.0,,
1,69.0,34,34.0,9.0,55.0,22.0,,,,,,,R2,8.0,91.0,150.0,64.0,104.0,56.0,,,,,,,0.0,0.0,,
2,69.0,34,34.0,9.0,55.0,25.0,,,,,,,R3,6.0,28.0,,,,,,,,,,,0.0,0.0,,
3,69.0,34,34.0,9.0,55.0,9.5,,,,,,,R4,8.0,59.5,120.0,58.0,,,,,,,,,0.0,0.0,,
4,69.0,34,34.0,9.0,55.0,6.5,,,,,,,R5,10.0,22.0,160.0,68.0,154.0,63.5,106.0,56.5,,,,,0.0,0.0,,
5,69.0,34,34.0,9.0,55.0,12.0,,,,,,,R6,7.5,63.0,124.0,60.0,166.0,66.0,,,,,,,0.0,0.0,,
6,69.0,34,34.0,9.0,55.0,8.0,,,,,,,R7,13.0,75.0,92.0,50.5,58.0,47.5,,,,,,,0.0,0.0,,
7,69.0,34,34.0,9.0,55.0,8.0,34.0,10.0,,,,,R8,13.0,105.0,,,,,,,,,,,0.0,0.0,,
8,69.0,34,34.0,,,,,,,,,,R9,,,,,,,,,,,,,0.0,0.0,,
9,69.0,34,34.0,67.0,6.5,4.5,,,,,,,R10,5.0,25.0,120.0,60.0,86.0,55.0,,,,,,,0.0,0.0,,
10,69.0,34,34.0,44.0,,,,,,,,,R11,6.0,26.0,108.0,56.5,110.0,60.0,,,,,,,0.0,0.0,,
11,69.0,34,34.0,44.0,57.0,3.0,32.0,11.0,,,,,R12,4.5,32.0,124.0,58.0,,,,,,,,,0.0,0.0,,
12,69.0,34,34.0,44.0,57.0,3.0,32.0,4.0,,,,,R13,9.0,89.5,126.0,59.0,118.0,58.0,98.0,56.0,118.0,56.5,,,0.0,0.0,,
13,69.0,34,34.0,44.0,57.0,3.0,32.0,13.0,,,,,R14,8.5,85.0,90.0,52.0,144.0,61.0,116.0,59.0,90.0,53.0,,,0.0,0.0,98.0,54.0
14,69.0,34,34.0,44.0,,,,,,,,,R15,,,,,,,,,,,,,0.0,0.0,,
15,69.0,34,34.0,44.0,57.0,72.0,30.0,39.0,,,,,R16,10.0,61.0,210.0,66.0,188.0,59.0,,,,,,,0.0,0.0,,
16,69.0,34,34.0,39.0,,,,,,,,,R17,9.0,110.0,142.0,60.0,156.0,70.5,132.0,69.0,,,,,0.0,0.0,,
17,69.0,34,34.0,11.0,,,,,,,,,R18,9.0,72.0,146.0,65.0,,,,,,,,,0.0,0.0,,
18,69.0,34,34.0,15.0,,,,,,,,,R19,9.0,61.0,156.0,66.5,174.0,66.0,,,,,,,0.0,0.0,,
19,69.0,34,34.0,16.0,55.0,37.0,,,,,,,R20,12.0,17.0,128.0,62.0,146.0,69.0,,,,,,,0.0,0.0,,
20,69.0,34,34.0,16.0,55.0,2.0,,,,,,,R21,7.0,40.0,132.0,61.0,112.0,57.0,158.0,69.0,162.0,65.5,,,0.0,0.0,,
21,69.0,34,34.0,16.0,55.0,17.0,,,,,,,R22,12.0,93.0,204.0,70.5,130.0,62.0,200.0,71.5,136.0,56.5,,,0.0,0.0,,
22,69.0,34,34.0,13.0,,,,,,,,,R23,5.5,52.0,182.0,67.0,76.0,49.0,,,,,,,0.0,0.0,,
23,69.0,34,37.0,85.0,38.0,10.0,,,,,,,R24,5.0,27.0,126.0,62.0,,,,,,,,,0.0,0.0,,
24,69.0,34,37.0,85.0,38.0,18.0,,,,,,,R25,6.0,45.5,,,,,,,,,,,0.0,0.0,,
25,69.0,34,37.0,85.0,38.0,8.0,,,,,,,R26,12.5,77.0,120.0,58.0,110.0,58.0,76.0,48.0,,,,,0.0,0.0,,
26,69.0,34,37.0,85.0,38.0,5.0,,,,,,,R27,5.0,59.0,82.0,48.0,,,,,,,,,0.0,0.0,,
27,69.0,34,37.0,85.0,38.0,31.0,,,,,,,R28,10.5,113.5,132.0,61.5,102.0,55.0,156.0,65.0,144.0,61.0,,,0.0,0.0,,
28,69.0,34,37.0,85.0,38.0,31.0,,,,,,,R29,8.0,56.0,130.0,60.5,,,,,,,,,0.0,0.0,,
29,69.0,34,37.0,85.0,38.0,21.0,18.0,4.0,,,,,R30,5.0,27.0,114.0,58.5,104.0,52.5,,,,,,,0.0,0.0,,
30,69.0,34,37.0,27.0,,,,,,,,,R31,11.5,67.0,132.0,63.5,122.0,59.5,,,,,,,0.0,0.0,,
31,69.0,34,37.0,68.0,55.0,36.5,,,,,,,R32,7.0,45.5,152.0,68.0,,,,,,,,,0.0,0.0,,
32,69.0,34,37.0,68.0,15.5,,,,,,,,R33,7.0,59.0,106.0,55.5,,,,,,,,,0.0,0.0,,
33,69.0,34,37.0,68.0,15.5,33.0,,,,,,,R34,9.0,90.0,190.0,72.0,134.0,63.5,,,,,,,0.0,0.0,,
34,69.0,34,37.0,68.0,15.5,24.0,12.0,11.5,,,,,R35,6.0,40.0,188.0,69.0,116.0,60.5,,,,,,,0.0,0.0,,
35,69.0,34,37.0,68.0,15.5,22.0,,,,,,,R36,7.0,63.0,130.0,66.0,124.0,60.0,186.0,68.0,80.0,49.0,,,0.0,0.0,,
36,69.0,34,37.0,68.0,15.5,-9.0,,,,,,,R37,8.0,1.5,86.0,48.0,,,,,,,,,0.0,0.0,,
37,69.0,34,37.0,68.0,15.5,13.0,29.0,7.0,,,,,R38,11.0,41.0,152.0,49.0,166.0,66.0,,,,,,,0.0,0.0,,
38,69.0,34,37.0,68.0,15.5,,,,,,,,R39,,,154.0,67.0,,,,,,,,,0.0,0.0,,
39,69.0,34,37.0,68.0,15.5,-13.0,,,,,,,R40,11.0,101.0,106.0,56.5,112.0,54.0,176.0,68.0,118.0,58.0,,,0.0,0.0,88.0,49.0
40,69.0,34,37.0,5.0,,,,,,,,,R41,5.0,25.0,96.0,52.0,,,,,,,,,0.0,0.0,,
41,69.0,34,37.0,36.0,40.0,19.0,,,,,,,R42,6.0,3.0,74.0,50.0,82.0,47.0,,,,,,,0.0,0.0,,
42,69.0,34,37.0,36.0,40.0,19.0,6.0,2.5,,,,,R43,6.0,31.0,104.0,46.0,76.0,61.0,,,,,,,0.0,0.0,,
43,69.0,34,37.0,36.0,40.0,48.0,38.0,9.0,,,,,R44,8.0,45.5,146.0,65.0,98.0,57.0,118.0,55.0,,,,,0.0,0.0,,
