,DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,Sum
779,67.0,32.0,33.0,197.0,65.3,55.5,,,,,0.44059978302419567
780,67.0,32.0,33.0,197.0,65.3,57.5,12.4,12.0,,,0.4794183229778687
781,67.0,32.0,33.0,197.0,65.3,57.5,,,,,0.41408154158480526
782,67.0,32.0,33.0,197.0,65.3,63.5,34.9,10.0,,,0.5116397322804498
783,67.0,32.0,33.0,197.0,65.3,63.5,34.9,37.0,,,0.44608477402296554
784,67.0,32.0,33.0,197.0,65.3,63.5,34.9,62.0,19.9,4.0,0.4723159070686749
785,67.0,32.0,33.0,197.0,65.3,63.5,34.9,94.0,18.82,22.0,0.29999038413483814
786,67.0,32.0,33.0,197.0,65.3,63.5,34.9,94.0,18.82,39.5,0.42982855705639944
787,67.0,32.0,33.0,197.0,65.3,63.5,34.9,99.0,13.8,2.0,0.4372088798575493
788,67.0,32.0,33.0,197.0,65.3,63.5,34.9,99.0,13.8,3.0,0.4518860803925472
789,67.0,32.0,33.0,221.0,14.23,3.3,,,,,0.4347256024111281
790,67.0,32.0,33.0,221.0,14.23,3.3,18.3,4.0,,,0.3818393081791888
791,67.0,32.0,33.0,221.0,14.23,39.3,,,,,0.45122024754292345
792,67.0,32.0,33.0,221.0,14.23,42.3,,,,,0.4614303603112331
793,67.0,32.0,33.0,259.0,33.96,7.0,17.17,7.8,,,0.43618137036650373
794,67.0,32.0,33.0,259.0,33.96,7.0,17.17,10.8,9.05,5.5,0.4449871147994543
795,67.0,32.0,33.0,259.0,33.96,7.0,17.17,10.8,9.05,9.5,0.4333023932058495
796,67.0,32.0,33.0,259.0,33.96,43.0,13.97,30.0,,,0.4347256024111281
797,67.0,32.0,33.0,259.0,33.96,43.0,13.97,39.8,,,0.4372088798575493
798,67.0,32.0,33.0,259.0,33.96,47.5,20.05,17.0,,,0.4372088798575493
799,62.0,25.5,35.5,100.0,,,,,,,0.381059516987599
800,62.0,25.5,35.5,112.0,31.0,5.0,,,,,0.43328135766716325
801,62.0,25.5,35.5,112.0,31.0,5.0,,,,,0.4101439066138974
802,62.0,25.5,35.5,112.0,,,,,,,0.41478937295557106
803,62.0,25.5,35.5,112.0,11.0,14.0,,,,,0.4331907984396438
804,62.0,25.5,35.5,134.0,,,,,,,0.42450305003315547
805,62.0,25.5,35.5,134.0,,,,,,,0.4301487815887214
806,62.0,25.5,35.5,151.0,36.0,18.0,,,,,0.4331907984396438
807,62.0,25.5,35.5,151.0,36.0,59.0,9.11,10.0,,,0.43618137036650373
808,62.0,25.5,35.5,151.0,36.0,72.0,,,,,0.4331907984396438
809,62.0,25.5,35.5,151.0,36.0,72.0,16.35,17.0,,,0.4255664759043104
810,62.0,25.5,35.5,161.0,49.0,6.0,,,,,0.4331907984396438
811,62.0,25.5,35.5,161.0,49.0,23.0,,,,,0.4301487815887214
812,62.0,25.5,35.5,161.0,49.0,27.5,,,,,0.4331907984396438
813,62.0,25.5,35.5,161.0,49.0,77.5,15.5,4.0,,,0.41173980625296935
814,62.0,25.5,35.5,161.0,49.0,91.5,,,,,0.43618137036650373
815,62.0,25.5,35.5,161.0,49.0,96.0,19.4,8.0,12.28,4.0,0.43618137036650373
816,62.0,25.5,35.5,161.0,49.0,96.0,10.0,3.0,,,0.4331907984396438
817,62.0,25.5,35.5,161.0,49.0,100.0,34.39,8.0,,,0.35443285635351796
818,62.0,25.5,35.5,161.0,49.0,100.0,34.39,17.5,,,0.3133186190301342
819,62.0,25.5,35.5,161.0,49.0,100.0,34.39,24.5,,,0.4306193284853287
820,62.0,25.5,35.5,181.0,12.3,3.5,,,,,0.43618137036650373
821,62.0,25.5,35.5,181.0,12.3,3.5,,,,,0.4301487815887214
822,62.0,25.5,35.5,181.0,24.8,12.0,,,,,0.43278367403976536
823,62.0,25.5,35.5,181.0,24.8,80.0,7.9,4.5,,,0.4331907984396438
824,62.0,25.5,35.5,181.0,24.8,84.5,9.13,3.0,,,0.4331907984396438
825,62.0,25.5,35.5,181.0,42.3,16.5,,,,,0.4331907984396438
826,62.0,25.5,35.5,181.0,42.3,44.5,,,,,0.4331907984396438
827,62.0,25.5,35.5,181.0,32.41,17.0,,,,,0.4257020787956358
828,62.0,25.5,35.5,181.0,32.41,28.0,,,,,0.4352911297812633
829,62.0,25.5,35.5,181.0,32.41,33.0,,,,,0.440924820921465
830,62.0,25.5,35.5,181.0,32.41,33.0,17.18,28.0,,,0.4681885506383451
831,62.0,25.5,35.5,181.0,,,,,,,0.4695747345434724
832,62.0,25.5,35.5,181.0,25.29,23.0,,,,,0.7814266415231597
833,62.0,25.5,35.5,193.0,,,,,,,0.4481882965066787
834,62.0,25.5,35.5,213.0,21.0,5.0,10.8,4.0,,,0.43618137036650373
835,62.0,25.5,35.5,213.0,34.5,12.0,,,,,0.6180941759264741
836,62.0,25.5,35.5,213.0,34.5,53.0,,,,,0.4301487815887214
837,62.0,32.0,36.0,44.0,44.0,14.0,,,,,0.2906741871885856
838,62.0,32.0,36.0,44.0,44.0,18.0,,,,,0.43618137036650373
839,62.0,32.0,36.0,44.0,44.0,18.0,,,,,0.4331907984396438
840,62.0,32.0,36.0,44.0,44.0,48.0,7.12,4.0,,,0.4331907984396438
841,62.0,32.0,36.0,44.0,44.0,60.0,7.9,4.0,,,0.43618137036650373
842,62.0,32.0,36.0,44.0,44.0,79.0,,,,,0.4301487815887214
843,62.0,32.0,36.0,44.0,44.0,85.0,,,,,0.4331907984396438
844,62.0,32.0,36.0,44.0,44.0,123.0,15.17,7.0,,,0.43618137036650373
845,62.0,32.0,36.0,44.0,44.0,123.0,15.17,10.0,,,0.4331907984396438
846,62.0,32.0,36.0,44.0,44.0,123.0,15.17,47.5,,,0.43618137036650373
847,62.0,32.0,36.0,61.0,,,,,,,0.42809290219481955
848,62.0,32.0,36.0,61.0,52.9,33.0,12.3,3.5,,,0.4331907984396438
849,62.0,32.0,36.0,61.0,52.9,67.0,10.0,6.0,,,0.4331907984396438
850,62.0,32.0,36.0,91.0,52.9,118.0,25.6,34.0,,,0.4301487815887214
851,62.0,32.0,36.0,99.0,52.9,118.0,,,,,0.41033686229980126
852,62.0,32.0,36.0,99.0,52.9,123.0,21.3,6.0,,,0.4331907984396438
853,62.0,32.0,36.0,99.0,9.5,15.0,,,,,0.42229242702895997
854,62.0,32.0,36.0,99.0,30.6,56.0,,,,,0.29775061005805975
855,62.0,32.0,36.0,99.0,30.6,90.0,,,,,0.4312317943389876
856,62.0,32.0,36.0,99.0,30.6,95.0,,,,,0.4331907984396438
857,62.0,32.0,36.0,106.0,,,,,,,0.43745098477201483
858,62.0,32.0,36.0,122.0,,,,,,,0.43618137036650373
859,62.0,32.0,36.0,122.0,57.0,29.0,13.49,3.0,,,0.4312317943389876
860,62.0,32.0,36.0,122.0,57.0,29.0,13.49,16.0,,,0.4331907984396438
861,62.0,32.0,36.0,122.0,57.0,29.0,13.49,26.0,,,0.436619590925288
862,62.0,32.0,36.0,122.0,57.0,49.0,,,,,0.4367551938166133
863,62.0,32.0,36.0,122.0,57.0,74.0,,,,,0.43618137036650373
864,62.0,32.0,36.0,122.0,57.0,105.0,30.5,2.0,,,0.5055164990806178
865,62.0,32.0,36.0,122.0,57.0,105.0,30.5,4.0,,,0.4469250833614242
866,62.0,32.0,36.0,122.0,57.0,111.0,,,,,0.4331907984396438
867,62.0,32.0,36.0,122.0,57.0,111.0,51.0,8.0,42.23,28.9,0.4312317943389876
868,62.0,32.0,36.0,122.0,57.0,111.0,51.0,8.0,42.23,28.9,0.43618137036650373
869,62.0,32.0,36.0,133.0,20.34,2.5,,,,,0.4402932143488377
870,62.0,32.0,36.0,133.0,20.34,9.5,11.0,7.0,,,0.46168300294028397
871,62.0,32.0,36.0,133.0,20.34,9.5,11.0,13.0,,,0.350141282214305
872,62.0,32.0,36.0,193.0,41.45,44.0,,,,,0.4183030003190966
873,62.0,32.0,36.0,193.0,41.45,59.0,,,,,0.4425038373530331
874,62.0,32.0,36.0,193.0,41.45,63.0,,,,,0.6041645302332681
875,62.0,32.0,36.0,193.0,41.45,70.0,,,,,0.4331907984396438
876,62.0,32.0,36.0,193.0,41.45,75.0,,,,,0.40944913938400734
877,62.0,30.4,30.0,82.0,,,,,,,0.4194378048083184
878,62.0,30.4,30.0,87.0,,,,,,,0.4226082303152736
879,62.0,30.4,30.0,87.0,23.25,1.0,,,,,0.43618137036650373
880,62.0,30.4,30.0,92.0,,,,,,,0.4276610828962919
881,62.0,30.4,30.0,92.0,11.79,10.0,,,,,0.4331907984396438
882,62.0,30.4,30.0,97.0,29.27,3.5,,,,,0.3692756108102592
883,62.0,30.4,30.0,110.0,18.36,9.5,,,,,0.4312317943389876
884,62.0,30.4,30.0,126.0,8.97,12.2,,,,,0.4331907984396438
885,62.0,30.4,30.0,126.0,8.97,19.2,,,,,0.43618137036650373
886,62.0,30.4,30.0,139.0,26.79,5.0,,,,,0.4331907984396438
887,62.0,30.4,30.0,158.0,13.19,17.0,,,,,0.4216608204563327
888,62.0,30.4,30.0,164.0,16.96,3.5,,,,,0.43618137036650373
889,62.0,30.4,30.0,164.0,16.96,35.0,,,,,0.4301487815887214
890,62.0,30.4,30.0,176.0,20.38,3.0,,,,,0.43618137036650373
891,62.0,30.4,30.0,219.0,30.95,5.5,,,,,0.440924820921465
892,62.0,30.4,30.0,219.0,30.95,30.1,19.16,2.5,14.0,7.0,0.4301487815887214
893,62.0,30.4,30.0,219.0,30.95,66.1,,,,,0.4301487815887214
894,62.0,30.4,30.0,219.0,30.95,72.1,,,,,0.43618137036650373
895,62.0,30.4,30.0,219.0,35.2,19.0,,,,,0.4561248651011638
896,62.0,30.4,30.0,219.0,35.2,42.0,30.7,6.0,,,0.45071472279718794
897,62.0,30.4,30.0,219.0,35.2,42.0,30.0,12.0,17.0,4.0,0.36591359137599655
898,62.0,30.4,30.0,219.0,35.2,42.0,30.0,12.0,24.5,11.9,0.3926069181154775
899,62.0,30.4,30.0,219.0,35.2,42.0,30.0,12.0,24.5,19.9,0.4331907984396438
900,62.0,30.4,30.0,250.9,25.52,2.4,,,,,0.39648080071303426
901,62.0,30.4,30.0,250.9,25.52,2.4,,,,,0.4312317943389876
902,62.0,30.4,30.0,266.4,30.14,3.0,,,,,0.46839970683075194
903,62.0,30.4,30.0,266.4,23.9,23.0,,,,,0.4674475059586961
904,62.0,30.4,30.0,272.4,17.9,13.0,,,,,0.43618137036650373
905,62.0,30.4,30.0,272.4,17.9,23.0,,,,,0.43618137036650373
906,62.0,30.4,30.0,272.4,17.9,29.0,,,,,0.43618137036650373
907,62.0,30.0,31.0,84.0,15.46,30.0,,,,,0.4331907984396438
908,62.0,30.0,31.0,84.0,15.46,34.0,,,,,0.4293561153400741
909,62.0,30.0,31.0,84.0,15.46,46.0,,,,,0.4301487815887214
910,62.0,30.0,31.0,84.0,15.46,66.5,,,,,0.4331907984396438
911,62.0,30.0,31.0,89.0,10.11,12.0,,,,,0.4331907984396438
912,62.0,30.0,31.0,89.0,10.11,29.0,,,,,0.4261980824769377
913,62.0,30.0,31.0,89.0,10.11,36.5,,,,,0.4239874594727422
914,62.0,30.0,31.0,89.0,10.11,58.5,,,,,0.43618137036650373
915,62.0,30.0,31.0,105.0,11.31,8.0,,,,,0.37881622061158393
916,62.0,30.0,31.0,117.0,13.94,12.0,,,,,0.40813838557584864
917,62.0,30.0,31.0,146.0,,,,,,,0.4301487815887214
918,62.0,30.0,31.0,150.0,18.8,5.0,,,,,0.4301487815887214
919,62.0,30.0,31.0,150.0,18.8,46.5,,,,,0.4301487815887214
920,62.0,30.0,31.0,173.0,19.11,17.0,,,,,0.43618137036650373
921,62.0,30.0,31.0,173.0,19.11,29.0,,,,,0.4331907984396438
922,62.0,30.0,31.0,173.0,19.11,38.0,,,,,0.4331907984396438
923,62.0,30.0,31.0,173.0,19.11,42.0,,,,,0.4331907984396438
924,62.0,30.0,31.0,186.0,39.34,6.0,,,,,0.4331907984396438
925,62.0,30.0,31.0,186.0,39.34,23.0,,,,,0.4331907984396438
926,62.0,30.0,31.0,186.0,39.34,23.0,50.8,11.0,16.9,4.5,0.4301487815887214
927,62.0,30.0,31.0,186.0,39.34,23.0,50.8,11.0,16.9,8.0,0.4371351814857013
928,62.0,30.0,31.0,186.0,39.34,23.0,50.8,28.0,,,0.4301487815887214
929,62.0,30.0,31.0,186.0,39.34,23.0,50.8,63.0,34.6,5.0,0.4238714434605282
930,62.0,30.0,31.0,186.0,39.34,23.0,50.8,72.0,31.55,25.0,0.4331907984396438
931,62.0,30.0,31.0,186.0,39.34,23.0,50.8,72.0,31.55,31.0,0.4331907984396438
932,62.0,30.0,31.0,186.0,39.34,23.0,22.98,30.5,,,0.4301487815887214
933,62.0,30.0,31.0,186.0,39.34,23.0,22.98,78.5,,,0.4331907984396438
934,62.0,30.0,31.0,186.0,39.34,23.0,22.98,99.5,,,0.43618137036650373
935,62.0,30.0,31.0,227.0,20.15,9.0,,,,,0.4431354439256605
936,62.0,30.0,31.0,251.0,,,,,,,0.4331907984396438
937,62.0,30.0,31.0,277.0,39.33,39.0,,,,,0.4331907984396438
938,62.0,30.0,31.0,277.0,39.33,47.0,,,,,0.4301487815887214
939,62.0,30.0,31.0,277.0,39.33,57.0,,,,,0.43991322667974975
940,62.0,30.0,31.0,277.0,39.33,67.0,,,,,0.41246171021364997
941,62.0,30.0,31.0,289.0,19.07,5.0,,,,,0.4331907984396438
942,62.0,30.0,31.0,316.0,38.3,9.0,,,,,0.4425038373530331
943,62.0,30.0,31.0,316.0,38.3,44.0,13.93,20.0,,,0.4331907984396438
944,62.0,30.0,31.0,316.0,38.3,44.0,13.93,32.7,,,0.4331907984396438
945,62.0,30.0,31.0,316.0,38.3,47.0,15.9,10.0,,,0.4312317943389876
946,62.0,30.0,31.0,316.0,38.3,47.0,15.9,20.0,,,0.4301487815887214
947,62.0,30.0,31.0,316.0,38.3,47.0,15.9,36.0,,,0.4301487815887214
948,62.0,30.0,31.0,316.0,38.3,47.0,15.9,42.0,,,0.4301487815887214
949,58.8,41.0,32.0,77.0,20.29,4.0,,,,,0.45491451438622044
950,58.8,41.0,32.0,77.0,20.29,7.0,,,,,0.4622032542343394
951,58.8,41.0,32.0,97.0,,,,,,,0.4428162830093343
952,58.8,41.0,32.0,100.5,49.36,63.5,,,,,0.5233189010862372
953,58.8,41.0,32.0,100.5,49.36,71.5,25.8,6.0,10.6,60.0,0.4359446030962988
954,58.8,41.0,32.0,100.5,49.36,118.5,31.0,6.0,19.7,40.0,0.4428162830093343
955,58.8,41.0,32.0,100.5,49.36,118.5,31.0,16.0,16.0,6.0,0.4359446030962988
956,58.8,41.0,32.0,107.5,30.11,46.0,,,,,0.4647746926987004
957,58.8,41.0,32.0,107.5,30.11,50.0,,,,,0.48468672150734826
958,58.8,41.0,32.0,107.5,30.11,55.0,,,,,0.46762010472298043
959,58.8,41.0,32.0,107.5,30.11,67.0,,,,,0.42304364673144756
960,58.8,41.0,32.0,127.5,27.41,4.0,,,,,0.47018075910918034
961,58.8,41.0,32.0,184.5,31.11,8.0,15.9,3.0,,,0.44684909097555947
962,58.8,41.0,32.0,184.5,31.11,50.0,,,,,0.5405075032041695
963,58.8,41.0,32.0,184.5,31.11,68.0,18.55,32.5,,,0.47376836269808387
964,58.8,41.0,32.0,184.5,31.11,68.0,18.55,35.0,,,0.4359446030962988
965,58.8,41.0,32.0,184.5,31.11,68.0,18.55,37.5,,,0.4506387304113233
966,58.8,41.0,32.0,192.5,,,,,,,0.46737630458594637
967,58.8,41.0,32.0,233.5,50.19,4.5,,,,,0.43812407778128615
968,58.8,41.0,32.0,233.5,50.19,18.0,26.77,2.0,,,0.3926069181154775
969,58.8,41.0,32.0,233.5,50.19,18.0,26.77,4.0,,,0.4402932143488377
970,58.8,41.0,32.0,233.5,67.6,34.0,,,,,0.43618137036650373
971,58.8,41.0,32.0,233.5,67.6,55.0,,,,,0.4359446030962988
972,58.8,41.0,32.0,233.5,67.6,57.0,,,,,0.4359446030962988
973,58.8,41.0,32.0,233.5,67.6,66.0,,,,,0.5488792558025548
974,58.8,41.0,32.0,233.5,67.6,73.8,,,,,0.4359446030962988
975,58.8,41.0,32.0,233.5,67.6,97.8,,,,,0.43618137036650373
976,58.8,26.0,34.0,65.0,67.03,45.0,23.02,3.0,12.68,17.8,0.4266383122580589
977,58.8,26.0,34.0,65.0,67.03,45.0,23.02,3.0,12.68,21.3,0.4506387304113233
978,58.8,26.0,34.0,65.0,67.03,45.0,23.02,3.0,12.68,32.3,0.43618137036650373
979,58.8,26.0,34.0,65.0,67.03,84.5,11.9,7.0,,,0.5012813844893623
980,58.8,26.0,34.0,65.0,67.03,98.7,,,,,0.49631000915621293
981,58.8,26.0,34.0,65.0,67.03,110.7,17.68,3.5,,,0.4682485288481505
982,58.8,26.0,34.0,65.0,67.03,119.7,14.68,3.5,,,0.491494833168292
983,58.8,26.0,34.0,65.0,67.03,148.6,,,,,0.4510305260835016
984,58.8,26.0,34.0,65.0,67.03,160.4,,,,,0.4428162830093343
985,58.8,26.0,34.0,65.0,67.03,162.4,26.11,3.0,,,0.4526095425150698
986,58.8,26.0,34.0,65.0,67.03,162.4,26.11,8.0,,,0.43618137036650373
987,58.8,26.0,34.0,65.0,67.03,162.4,26.11,35.0,8.88,5.03,0.44748069754818687
988,58.8,26.0,34.0,65.0,67.03,162.4,26.11,52.5,12.72,7.6,0.4532411490876971
989,58.8,26.0,34.0,108.0,11.08,4.5,,,,,0.5179557980067226
990,58.8,26.0,34.0,151.0,7.61,5.0,,,,,0.4359446030962988
991,58.8,26.0,34.0,151.0,7.61,6.3,,,,,0.47476275093103293
992,58.8,26.0,34.0,151.0,9.4,10.4,,,,,0.45012125210655196
993,58.8,26.0,34.0,180.5,24.76,8.5,18.39,27.0,9.9,8.0,0.49560027589036926
994,58.8,26.0,34.0,180.5,24.76,8.5,18.39,27.0,9.9,10.3,0.43618137036650373
995,58.8,26.0,34.0,200.5,11.5,4.4,,,,,0.6069025933107283
996,58.8,26.0,34.0,211.9,14.5,2.5,,,,,0.43618137036650373
997,58.8,26.0,34.0,218.9,,,,,,,0.43618137036650373
998,58.8,26.0,34.0,224.9,10.22,4.0,,,,,0.4428162830093343
999,58.8,26.0,34.0,224.9,10.22,8.0,,,,,0.43618137036650373
1000,58.8,26.0,34.0,224.9,10.22,15.0,,,,,0.41123931200798247
1001,58.8,26.0,34.0,224.9,48.24,17.0,,,,,0.5632167250011942
1002,58.8,26.0,34.0,224.9,48.24,40.0,,,,,0.4359446030962988
1003,58.8,26.0,34.0,224.9,48.24,47.5,,,,,0.4428162830093343
1004,58.8,26.0,34.0,224.9,48.24,55.5,26.25,19.0,,,0.43618137036650373
1005,58.8,26.0,34.0,224.9,48.24,55.5,26.25,29.5,,,0.4359446030962988
1006,58.8,26.0,34.0,224.9,48.24,59.8,,,,,0.43618137036650373
1007,58.8,26.0,34.0,224.9,48.24,69.6,6.28,3.0,,,0.4359446030962988
1008,58.8,26.0,34.0,224.9,48.24,69.6,27.01,14.0,,,0.4359446030962988
1009,58.8,26.0,34.0,224.9,48.24,69.6,27.01,4.8,,,0.4359446030962988
1010,58.8,35.0,28.0,85.0,,,,,,,0.3818824779998999
1011,58.8,35.0,28.0,85.0,,,,,,,0.3893008897171969
1012,58.8,35.0,28.0,93.0,16.4,9.0,8.34,4.0,,,0.41611111320798955
1013,58.8,35.0,28.0,130.5,11.32,12.0,,,,,0.18373347741859158
1014,58.8,35.0,28.0,130.5,12.15,5.0,,,,,0.3593678562571878
1015,58.8,35.0,28.0,147.5,16.0,46.0,,,,,0.38576054235583146
1016,58.8,35.0,28.0,147.5,16.0,51.0,,,,,0.4635368169981615
1017,58.8,35.0,28.0,147.5,10.0,15.0,,,,,0.38835012930360324
1018,58.8,35.0,28.0,188.5,10.5,13.0,,,,,0.4415564274940923
1019,58.8,35.0,28.0,191.5,,,,,,,0.4083970824311597
1020,58.8,35.0,28.0,213.5,50.0,5.0,,,,,0.34855364180173076
1021,58.8,35.0,28.0,213.5,50.0,34.0,17.15,10.0,,,0.442355841817889
1022,58.8,35.0,28.0,213.5,50.0,34.0,17.15,23.5,,,0.44660928007511047
1023,58.8,35.0,28.0,213.5,50.0,42.0,34.24,2.5,,,0.43618137036650373
1024,58.8,35.0,28.0,213.5,50.0,42.0,34.24,20.5,,,0.49976632842882485
1025,58.8,35.0,28.0,213.5,50.0,42.0,34.24,46.5,,,0.48066574595880773
1026,58.8,35.0,28.0,213.5,50.0,42.0,34.24,46.5,26.96,5.0,0.3764502465610489
1027,58.8,35.0,28.0,213.5,50.0,42.0,34.24,46.5,26.96,19.5,0.4440068613987367
1028,58.8,35.0,28.0,213.5,50.0,42.0,34.24,46.5,26.96,42.5,0.4428162830093343
1029,58.8,35.0,28.0,219.5,,,,,,,0.4590934159925121
1030,58.8,35.0,28.0,226.5,12.3,4.0,,,,,0.4475566899340515
1031,58.8,35.0,28.0,266.5,23.5,15.0,,,,,0.45632318956496887
1032,58.8,35.0,28.0,266.5,23.5,15.0,,,,,0.571749280454923
1033,58.8,35.0,28.0,282.5,,,,,,,0.45491451438622044
1034,58.8,35.0,28.0,292.5,32.42,7.0,14.69,33.0,,,0.4359446030962988
1035,58.8,35.0,28.0,292.5,32.42,7.0,14.69,37.0,,,0.43618137036650373
1036,58.8,35.0,28.0,292.5,32.42,7.0,14.69,40.0,,,0.4428162830093343
1037,58.8,35.0,28.0,304.5,8.71,45.5,,,,,0.43618137036650373
1038,58.8,35.0,28.0,308.5,21.03,5.0,,,,,0.43618137036650373
1039,58.8,35.0,28.0,322.5,46.0,10.0,23.44,47.5,,,0.4428162830093343
1040,58.8,35.0,28.0,322.5,46.0,10.0,23.44,50.5,,,0.4359446030962988
1041,58.8,35.0,28.0,322.5,46.0,10.0,23.44,53.5,,,0.4359446030962988
1042,58.8,35.0,28.0,322.5,46.0,17.0,23.44,75.5,17.08,3.0,0.4522177468428915
1043,58.8,35.0,28.0,322.5,46.0,17.0,23.44,75.5,17.08,8.0,0.5068774187228401
1044,58.8,35.0,28.0,322.5,46.0,17.0,23.44,75.5,17.08,23.0,0.458849615855478
1045,58.8,36.0,29.0,53.0,10.08,8.0,,,,,0.32316833100846726
1046,58.8,36.0,29.0,70.5,22.28,27.0,15.46,18.6,5.28,2.3,0.43618137036650373
1047,58.8,36.0,29.0,91.5,28.15,38.5,16.51,4.3,,,0.32998926707858567
1048,58.8,36.0,29.0,91.5,28.15,38.5,16.51,18.3,8.11,3.9,0.3321075783529357
1049,58.8,36.0,29.0,91.5,28.15,38.5,16.51,41.3,9.14,1.9,0.36100491526349443
1050,58.8,36.0,29.0,91.5,28.15,38.5,16.51,68.3,9.23,7.0,0.4359446030962988
1051,58.8,36.0,29.0,91.5,28.15,38.5,16.51,75.3,,,0.43926981210403204
1052,58.8,36.0,29.0,131.0,21.28,28.5,,,,,0.4570525026345639
1053,58.8,36.0,29.0,131.0,21.28,43.7,,,,,0.4174585179168998
1054,58.8,36.0,29.0,131.0,21.28,64.7,,,,,0.42576626317841004
1055,58.8,36.0,29.0,139.0,30.0,13.0,,,,,0.4535393834740804
1056,58.8,36.0,29.0,139.0,30.0,33.0,,,,,0.43618137036650373
1057,58.8,36.0,29.0,139.0,30.0,40.0,17.21,2.0,,,0.4500071238386959
1058,58.8,36.0,29.0,139.0,60.22,26.0,16.71,4.0,,,0.4932741416390307
1059,58.8,36.0,29.0,139.0,60.22,88.5,,,,,0.4223394054029681
1060,58.8,36.0,29.0,139.0,60.22,92.5,11.25,4.0,,,0.43863820553140476
1061,58.8,36.0,29.0,139.0,60.22,123.5,16.99,34.0,,,0.4359446030962988
1062,58.8,36.0,29.0,139.0,60.22,123.5,16.99,37.0,,,0.4611777176821822
1063,58.8,36.0,29.0,139.0,60.22,134.5,25.12,49.0,,,0.4428162830093343
1064,58.8,36.0,29.0,139.0,60.22,134.5,25.12,52.0,,,0.44345124721197415
1065,58.8,36.0,29.0,139.0,60.22,134.5,25.12,55.0,,,0.4359446030962988
1066,58.8,36.0,29.0,139.0,60.22,137.5,19.92,14.0,,,0.47438776914868186
1067,58.8,36.0,29.0,139.0,60.22,137.5,19.92,17.5,,,0.43618137036650373
1068,58.8,36.0,29.0,139.0,60.22,137.5,19.92,21.5,,,0.4359446030962988
1069,58.8,36.0,29.0,139.0,60.22,137.5,19.92,25.5,,,0.4428162830093343
1070,77.0,8.0,34.5,74.0,24.25,8.0,18.8,7.0,,,0.3274632557023328
1071,77.0,8.0,34.5,74.0,24.25,8.0,18.8,30.0,,,0.3580330138174935
1072,77.0,8.0,34.5,74.0,24.25,8.0,18.8,47.0,,,0.4342929519088784
1073,77.0,8.0,34.5,74.0,24.25,8.0,18.8,80.0,,,0.43618137036650373
1074,77.0,8.0,34.5,74.0,24.25,8.0,18.8,88.5,,,0.4226082303152736
1075,77.0,8.0,34.5,89.0,16.8,38.0,13.6,10.0,,,0.36416294812663086
1076,77.0,8.0,34.5,89.0,16.8,56.0,,,,,0.3570889545132052
1077,77.0,8.0,34.5,89.0,16.8,65.0,,,,,0.4226082303152736
1078,77.0,8.0,34.5,97.0,,,,,,,0.43618137036650373
1079,77.0,8.0,34.5,100.0,6.5,5.0,22.4,13.0,17.7,38.0,0.32822118358948554
1080,77.0,8.0,34.5,100.0,6.5,5.0,22.4,13.0,17.7,58.0,0.4292400993278601
1081,77.0,8.0,34.5,100.0,6.5,5.0,22.4,13.0,17.7,67.5,0.41092350872166883
1082,77.0,8.0,34.5,100.0,6.5,5.0,22.4,19.0,9.5,44.0,0.3673209809897673
1083,77.0,8.0,34.5,100.0,6.5,5.0,22.4,29.0,,,0.1172924107115521
1084,77.0,8.0,34.5,100.0,63.3,26.0,27.34,4.0,9.0,10.0,0.4292400993278601
1085,77.0,8.0,34.5,100.0,63.3,26.0,27.34,40.0,15.22,0.0,0.4234423830005649
1086,77.0,8.0,34.5,100.0,63.3,26.0,27.34,40.0,15.22,2.0,0.42576626317841004
1087,77.0,8.0,34.5,100.0,63.3,83.0,,,,,0.43618137036650373
1088,77.0,8.0,34.5,100.0,63.3,87.0,,,,,0.4369206747386416
1089,77.0,8.0,34.5,100.0,63.3,89.0,17.0,21.0,,,0.3926069181154775
1090,77.0,8.0,34.5,100.0,63.3,97.0,9.7,5.0,,,0.4695149244408623
1091,77.0,8.0,34.5,100.0,63.3,135.0,36.6,5.0,15.8,31.0,0.4316117820080756
1092,77.0,8.0,34.5,100.0,63.3,135.0,36.6,5.0,15.8,45.5,0.4316117820080756
1093,77.0,8.0,34.5,100.0,63.3,135.0,36.6,12.0,,,0.43093513177164233
1094,77.0,8.0,34.5,100.0,63.3,135.0,36.6,40.0,,,0.43618137036650373
1095,77.0,8.0,34.5,100.0,63.3,135.0,36.6,40.0,11.62,0.0,0.43618137036650373
1096,77.0,8.0,34.5,100.0,63.3,135.0,36.6,40.0,11.62,20.0,0.4228853060035076
1097,77.0,8.0,34.5,100.0,63.3,135.0,36.6,40.0,11.62,20.0,0.4228853060035076
1098,77.0,8.0,34.5,149.0,,,,,,,0.4292400993278601
1099,77.0,8.0,34.5,167.0,12.5,25.0,,,,,0.4316117820080756
1100,77.0,8.0,34.5,167.0,12.5,63.0,,,,,0.43618137036650373
1101,77.0,8.0,34.5,167.0,27.07,25.0,,,,,0.3389240708252132
1102,77.0,8.0,34.5,167.0,27.07,55.0,,,,,0.30395250075005
1103,77.0,8.0,34.5,167.0,27.07,66.0,,,,,0.2814187216435473
1104,77.0,8.0,34.5,167.0,27.07,101.5,,,,,0.41835479205805215
1105,77.0,8.0,34.5,167.0,27.07,105.0,,,,,0.43618137036650373
