Tronc,Unnamed: 1,charpant,Unnamed: 3,1er ss charpante,Unnamed: 5,2ème ss charpante,Unnamed: 7,3ème ss charpante,Unnamed: 9,4ème ss charpante,Unnamed: 11,5ème ss charpante,Unnamed: 13,Rameaux,Unnamed: 15,Unnamed: 16,Remarque,Rameaux.1,Fruit 1,Unnamed: 20,Fruit 2,Unnamed: 22,Fruit 3,Unnamed: 24,Fruit 4,Unnamed: 26,Fruit 5,Unnamed: 28,Fruit 6,Unnamed: 30,Fruit 7,Unnamed: 32,Fruit 8,Unnamed: 34,6ème ss charpante,7 ème ss charpante ,Unnamed: 17,Unnamed: 19,Unnamed: 36,Unnamed: 38,Unnamed: 18,                  6ème ss charpante,Unnamed: 21,Unnamed: 23,Unnamed: 25,Unnamed: 27,Unnamed: 29,Unnamed: 31,Unnamed: 33,Unnamed: 35
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,,N° ram,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,,,,,,,,,,,,,,,,
,,,,,,,4,,,,,,,R73,,,,R73,139,75,207,,164,62,,68,,65,,,,,,,,,,8.5,,,,,,,,,,,,
,,,,,,,13,12.5,14.5,,,,,R74,,,,R74,144,65,150,,,66,,67,,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,3.5,,,,,R75,,,,R75,132,39,116,,,65,,61,,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,35,42,10,,,R76,,,,R76,148,48,144,,135,66,152,63,,64,,63.5,,,,,,,,5.5,,,,,,,,,,,,
,,,,,,,,,,,14,30.5,15.5,R77,,,,R77,192,48,161,,134,66.5,,66.5,,66,,,,,,,,,,7.5,,,,,,,,,,,,
,,,,,,,,,,,,,17,R78,7,,,R78,120,28,169,,173,60,,68.5,,65,,,,,,,24,9,2.5,7.5,,,,,,,,,,,,
,,,,,,,,,,,,,,R79,10,,,R79,240,73,209,,189,68.5,,67,,66,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,,,,R80,7,,,R80,126,67,182,,,61,,68,,,,,,,,,,,,7.5,,,,,,,,,,,,
,,,,,,,,,,,,,,R81,3.5,,,R81,174,81,148,,173,67,,64.5,,68,,,,,,,,,,13.5,,,,,,,,,,,,
,,,9,30.5,61,,,,,,,,,R82,,,,R82,180,85,205,,199,70,186,72.5,,71,,68,,,,,,,,9.5,,,,,,,,,,,,
,,,,,5,21,8,7,5.5,,,,,R83,,,,R83,147,43.5,168,,147,65,,65,,64,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,3,,,,,R84,,,,R84,165,74,124,,148,68,,64,,66,,,,,,,,,,10.5,,,,,,,,,,,,
,,,,,,,,,17,,,,,R85,,,,R85,139,69,157,,166,64,,68.5,,69,,,,,,,,,,9.5,,,,,,,,,,,,
,,,,,,,,,4,,,,,R86,,,,R86,129,30,155,,163,63,134,67,,70,,61,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,18,,,,,R87,,,,R87,162,10.5,147,,169,64,138,63,,68.5,,61,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,4,,,,,R88,,,,R88,142,44,169,,173,61.5,,68,,70,,,,,,,,,,10,,,,,,,,,,,,
,,,57,75,9,,,,,,,,,R89,,,,R89,129,94,145,,,62,,63.5,,,,,,,,,,,,9.5,,,,,,,,,,,,
,,,,,0,,,,,,,,,R90,,,,R90,160,116,184,,130,71,,78,,65,,,,,,,,,,10.5,,,,,,,,,,,,
,,,,,23,18,15,,,,,,,R91,,,,R91,153,36,108,,,66,,59,,,,,,,,,,,,5,,,,,,,,,,,,
,,,,,,,20.5,,,,,,,R92,,,,R92,144,83,217,,201,64.5,175,72.5,168,70,,68.5,,65,,,,,,9,,,,,,,,,,,,
,,,,,4,19,4.5,,,,,,,R93,,,,R93,120,45,116,,,69,,67.5,,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,9,,,,,,,R94,,,,R94,157,40,145,,188,69,,61.5,,70,,,,,,,,,,5.5,,,,,,,,,,,,
,,,,,,,10,,,,,,,R95,,,,R95,162,38,163,,184,63,,65.5,,65.5,,,,,,,,,,7.5,,,,,,,,,,,,
,,,,,,,12,,,,,,,R96,,,,R96,207,80,175,,160,69.5,,68.5,,65,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,6,,,,,,,R97,,,,R97,179,13,159,,,68.5,,62.5,,,,,,,,,,,,7.5,,,,,,,,,,,,
,,,,,,,6,,,,,,,R98,,,,R98,164,56,178,,156,66,,64,,64,,,,,,,,,,7.5,,,,,,,,,,,,
,,,,,26,,,,,,,,,R99,,,,R99,173,67,137,,,62,,64,,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,18.5,,,,,,,,,R100,,,,R100,147,39,205,,213,64.5,181,68.5,,71.5,,67,,,,,,,,7.5,,,,,,,,,,,,
,,,,,11,,,,,,,,,R101,,,,R101,166,39,118,,,67,,59,,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,6.5,,,,,,,,,R102,,,,R102,136,87,168,,139,69.5,,70,,35,,,,,,,,,,12,,,,,,,,,,,,
,,,,,9.5,,,,,,,,,R103,,,,R103,109,63,181,,199,55,,65,,68,,,,,,,,,,11,,,,,,,,,,,,
,,,30.5,105.5,27,68,11,,,,,,,R104,,,,R104,176,74.5,203,,218,62.5,177,66.5,,68.5,,69,,,,,,,,7.5,,,,,,,,,,,,
,,,,,,51,12.5,9,12,,,,,R105,,,,R105,203,44,246,,207,72.5,196,74.5,,71,,70,,,,,,,,8,,,,,,,,,,,,
,,,,,,,23,27,16,,,,,R106,,,,R106,,14,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,20,,,,,R107,,,,R107,155,24.5,197,,164,62,,68,,65,,,,,,,,,,5.5,,,,,,,,,,,,
,,,,,,,,,10.5,,,,,R108,,,,R108,153,18.5,209,,178,67,,62.5,,62,,,,,,,,,,7.5,,,,,,,,,,,,
,,,,,,,,,5.5,,,,,R109,,,,R109,168,38,,,,62,,,,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,6,,,,,R110,,,,R110,157,81,157,,,60,,64.5,,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,4,,,,,,,R111,,,,R111,188,37,143,,,65,,61.5,,,,,,,,,,,,5,,,,,,,,,,,,
,,,,,,,,34,8,30,6.5,,,R112,,,,R112,183,30.5,156,,191,66.5,,60,,68,,,,,,,,,,10.5,,,,,,,,,,,,
,,,,,,,,,,,11,,,R113,,,,R113,189,102.5,205,,189,65.5,176,67.5,,60,,62,,,,,,,,5,,,,,,,,,,,,
,,,,,,,,,,,9,23,4,R114,,,,R114,169,41,198,,177,64,,67,,65.5,,,,,,,,,,6.5,,,,,,,,,,,,
,,,,,,,,,,,,,5,R115,,,,R115,189,120,206,,186,66.8,,72.5,,69,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,4,21,6,R116,,,,R116,153,34,172,,203,61,,65,,65,,,,,,,,,,9.5,,,,,,,,,,,,
,,,,,,,,,,,,,4,R117,12,,,R117,204,50,168,,196,69.5,,65,,69,,,,,,,15.5,,,8,,,,,,,,,,,,
,,,,,,,,,,,,,,R118,6,,,R118,208,72,177,,200,67.5,226,61.5,,68,,72,,,,,,,,13.5,,,,,,,,,,,,
,,,,,,,,72,22,33,24,,,R119,,,,R119,162,89,197,,181,62.5,,64.5,,63,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,8,,,R120,,,,R120,176,20.5,187,,153,61.5,127,63.5,147,68,,64,,62,,,,,,11.5,,,,,,,,,,,,
,,,,,,,,,,,21,,,R121,,,,R121,181,47,200,,172,63.5,186,65,,63,,65,,,,,,,,10.5,,,,,,,,,,,,
,,,,,,,,,,,,,3,R122,7.5,,,R122,185,33.5,186,,154,62.5,214,66.5,,69,,67,,,,,6.5,,,8,,,,,,,,,,,,
,,,,,,,,,,,4.5,26.5,6,R123,,,,R123,148,52,187,,,66.5,,69,,,,,,,,,,,,18.5,,,,,,,,,,,,
,,,,,,,,,,,,,2,R124,,,,R124,165,22,192,,229,62.5,,68.5,,72,,,,,,,,,,7.5,,,,,,,,,,,,
,,,,,,,,,,,,,5.5,R125,,,,R125,209,132,219,,178,70.5,,72.5,,68,,,,,,,,,,14,,,,,,,,,,,,
,,98.5,129,30.5,9.5,22,18,20.5,4.5,,,,,R126,,,,R126,166,69,150,,176,66.5,,61,,66,,,,,,,,,,6,,,,,,,,,,,,
,,,,,,,,,,10,22.4,,,R127,,,,R127,145,39.5,166,,,54,,60,,,,,,,,,,,,5.5,,,,,,,,,,,,
,,,,,,,,,,,9,,,R128,,,,R128,185,42,171,,181,69,150,65,,66,,61,,,,,,,,5.5,,,,,,,,,,,,
,,,,,,,,,,,7,,,R129,,,,R129,179,31,180,,204,68,,68,,70,,,,,,,,,,5,,,,,,,,,,,,
,,,,,,,,,,6.5,16.5,,,R130,,,,R130,151,70,149,,,63,,62,,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,6,,,R131,,,,R131,198,34,176,,148,68,,65,,63.5,,,,,,,,,,5.5,,,,,,,,,,,,
,,,,,,,,,,,9,,,R132,,,,R132,111,41,163,,147,59,,65,,65.5,,,,,,,,,,5,,,,,,,,,,,,
,,,,,,,,,,,9,,,R133,,,,R133,165,59,188,,153,63,,67,,65,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,,,5.5,,,R134,,,,R134,178,53,173,,,67,,56,,,,,,,,,,,,7,,,,,,,,,,,,
,,,3.5,32.5,11,30,37,22,7,,,,,R135,,,,R135,137,17,140,,197,62.5,,63,,68,,,,,,,,,,3.5,,,,,,,,,,,,
,,,,,,,,,16,10,3.5,,,R136,,,,R136,120,46,157,,161,62,,65,,65.5,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,6,9,4,,,R137,,,,R137,159,20,200,,189,66,,72.5,,69,,,,,,,,,,6.5,,,,,,,,,,,,
,,,,,,,,,,,7.5,,,R138,,,,R138,172,38,168,,,63,,61,,,,,,,,,,,,8,,,,,,,,,,,,
,,,,19,10,34,4.5,14,12.5,,,,,R139,,,,R139,183,42,141,,153,67,,62,,64,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,9,,,,,R140,,,,R140,175,32,156,,,65,,62,,,,,,,,,,,,5.5,,,,,,,,,,,,
,,,,23,16,10,9,,,,,,,R141,,,,R141,193,33.5,160,,201,65,,66,,69.5,,,,,,,,,,6,,,,,,,,,,,,
,,,,,,,5,,,,,,,R142,,,,R142,160,42.5,189,,191,64,199,69,,69,,70,,,,,,,,5,,,,,,,,,,,,
,,,,,,,21,21,6,14,5,,,R143,,,,R143,150,140,136,,172,64.5,,61.5,,66,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,16,16.5,6.5,,,R144,,,,R144,118,39,125,,,62,,64,,,,,,,,,,,,6.5,,,,,,,,,,,,
,,,,,,,,,,,2,,,R145,,,,R145,157,39.5,,,,66,,,,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,,,4.5,,,R146,,,,R146,116,95,147,,,68,,67.5,,,,,,,,,,,,13.5,,,,,,,,,,,,
,,,,47.5,5,,,,,,,,,R147,,,,R147,142,67,139,,,64.5,,63.5,,,,,,,,,,,,9.5,,,,,,,,,,,,
,,,,,13,,,,,,,,,R148,,,,R148,133,15,116,,,62.5,,62.5,,,,,,,,,,,,5,,,,,,,,,,,,
,,,,,8,,,,,,,,,R149,,,,R149,173,59,160,,153,68,,59,,64,,,,,,,,,,6.5,,,,,,,,,,,,
,,,,,11,11,1.5,,,,,,,R150,,,,R150,164,39,165,,170,64.5,167,68,147,61,,65,,68,,,,,,6.5,,,,,,,,,,,,
,,,,,28,19,9,,,,,,,R151,,,,R151,155,20.5,146,,,67,,63.5,,,,,,,,,,,,5.5,,,,,,,,,,,,
,,,,,,,17,,,,,,,R152,,,,R152,163,53,175,,,68,,69,,,,,,,,,,,,8.5,,,,,,,,,,,,
,,,,,,,9.5,,,,,,,R153,,,,R153,157,45,140,,121,60,,62,,59,,,,,,,,,,19,,,,,,,,,,,,
,,,,,,,8.5,,,,,,,R154,,,,R154,129,20.5,168,,182,65,,66.5,,65,,,,,,,,,,7.5,,,,,,,,,,,,
,,,,,,,4,,,,,,,R155,,,,R155,113,59,144,,,58,,63,,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,47,37,6,,,,,,,R156,,,,R156,206,135,164,,156,74,,67,,65,,,,,,,,,,23.5,,,,,,,,,,,,
,,,,,,,28,25.5,10,,,,,R157,,,,R157,109,26,197,,,63,,76,,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,14,,,,,R158,,,,R158,108,45,141,,,67.5,,64.5,,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,6.5,,,,,R159,,,,R159,158,32,189,,205,63,,69,,72.5,,,,,,,,,,12,,,,,,,,,,,,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Long,,,N° ram,Poids,,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Diam,,Diam,,Diam,,Long,,,,,,,,,
64,51,117,77,25,13,20,3,12,22,,,,,R1,,,,R1,114,,116,57,118,55,,58.5,,,,,,,,,,,12,,,,53,,,,,,,,,
,,,,,,,,,6,,,,,R2,,,,R2,195,,190,60,,62.5,,,,,,,,,,,,,10.5,,,,49,,,,,,,,,
,,,,,34,13,4.5,8,5,,,,,R3,,,,R3,170,,169,56,,54.5,,,,,,,,,,,,,4.5,,,,38,,,,,,,,,
,,,,,,,,,3.5,,,,,R4,,,,R4,118,,,59,,,,,,,,,,,,,,,4.5,,,,22.5,,,,,,,,,
,,,,,,,3,,,,,,,R5,,,,R5,159,,150,67,152,67.5,,69,,,,,,,,,,,6,,,,55,,,,,,,,,
,,,,,44,,,,,,,,,R6,,,,R6,158,,196,65,,71,,,,,,,,,,,,,7.5,,,,40,,,,,,,,,
,,,,,5,8,12,,,,,,,R7,,,,R7,119,,188,59,125,61,,63,,,,,,,,,,,6.5,,,,39,,,,,,,,,
,,,,42,4,,,,,,,,,R8,,,,R8,118,,120,58,135,59.5,,60,,,,,,,,,,,10,,,,67,,,,,,,,,
,,,,,4,12,10,,,,,,,R9,,,,R9,117,,116,59.5,118,58,,59,,,,,,,,,,,7,,,,56,,,,,,,,,
,,,,,,,13,,,,,,,R10,,,,R10,128,,119,60,130,59,,62.5,,,,,,,,,,,10,,,,77,,,,,,,,,
,,,,,60,24,5.5,11.5,11,,,,,R11,,,,R11,135,,,60.5,,,=,,,,,,,,,,,,3.5,,,,1,,,,,,,,,
,,,,,,,,,5.5,,,,,R12,,,,R12,120,,116,59.5,127,58.5,,60,,,,,,,,,,,9,,,,64,,,,,,,,,
,,,,,,,,,11,,,,,R13,,,,R13,136,,160,63,,66,,,,,,,,,,,,,4.5,,,,22,,,,,,,,,
,,,,,,,3.5,12.5,8,,,,,R14,,,,R14,106,,122,60,,60.5,,,,,,,,,,,,,7,,,,40,,,,,,,,,
,,,,,,,,,4,,,,,R15,,,,R15,115,,118,58,128,59,,60.5,,,,,,,,,,,7,,,,49,,,,,,,,,
,,,,,,,,,14,,,,,R16,,,,R16,167,,,68.5,,,,,,,,,,,,,,,8.5,,,,26,,,,,,,,,
,,,,,,,,,5,,,,,R17,,,,R17,120,,140,59.5,,63,,,,,,,,,,,,,5,,,,30,,,,,,,,,
,,,,67,24,12,10,,,,,,,R18,,,,R18,116,,111,58,118,59,,60,,,,,,,,,,,10,,,,38,,,,,,,,,
,,,,,,,9,,,,,,,R19,,,,R19,139,,169,62,108,65.5,,58,,,,,,,,,,,9.5,,,,73,,,,,,,,,
,,,,,14,61,12,12,13,,,,,R20,,,,R20,186,,185,72,189,69.5,,66,,,,,,,,,,,10.5,,,,57,,,,,,,,,
,,,,,,,19,,,,,,,R21,,,,R21,152,,168,66.5,158,68,190,63.5,,66.5,,,,,,,,,12,,,,89,,,,,,,,,
,,,,,,,25,25,8,,,,,R22,,,,R22,130,,,60,,,,,,,,,,,,,,,9,,,,10,,,,,,,,,
,,,,,,,,,8,,,,,R23,,,,R23,163,,,65.5,,,,,,,,,,,,,,,10,,,,9,,,,,,,,,
,,,,,,,,,13.5,,,,,R24,,,,R24,159,,160,65,,64,,,,,,,,,,,,,8,,,,42,,,,,,,,,
,,,,,,,,,8.5,,,,,R25,,,,R25,160,,167,66.5,136,66.5,,62,,,,,,,,,,,14,,,,38,,,,,,,,,
,,,,,,,,,4,,,,,R26,,,,R26,148,,198,63.5,160,71.5,,64,,,,,,,,,,,16,,,,65,,,,,,,,,
,,,31,24,13.5,21,4,,,,,,,R27,,,,R27,,,,,,,,,,,,,,,,,,,7,,,,41,,,,,,,,,
,,,,60,13,28,33,,,,,,,R28,,,,R28,168,,,68.5,,,,,,,,,,,,,,,7,,,,17.5,,,,,,,,,
,,,,,,,15,,,,,,,R29,,,,R29,134,,159,61.5,141,64.5,,63.5,,,,,,,,,,,8,,,,26,,,,,,,,,
,,,,,,,11,,,,,,,R30,,,,R30,159,,184,64,190,69.5,,66,,,,,,,,,,,9,,,,40,,,,,,,,,
,,,,,3.5,36.5,5,,,,,,,R31,,,,R31,119,,152,58,159,63.5,197,62,199,70,,72,,,,,,,25,,,,123,,,,,,,,,
,,,,,36.5,38,5.5,,,,,,,R32,,,,R32,184,,188,71,169,71.5,175,66.5,,73,,,,,,,,,23,,,,117,,,,,,,,,
,,,,,,,14,7,5,,,,,R33,,,,R33,151,,,64.5,,,,,,,,,,,,,,,14,,,,3,,,,,,,,,
,,,,,,,,,7.5,,,,,R34,,,,R34,126,,129,59,,61,,,,,,,,,,,,,6.5,,,,15,,,,,,,,,
,,,,,,,,,-3.5,,,,,R35,,,,R35,145,,182,62,122,67.5,142,60,,68,,,,,,,,,14.5,,,,47,,,,,,,,,
,,,,,,,,,6.5,,,,,R36,,,,R36,144,,169,64,163,68,,65.5,,,,,,,,,,,7.5,,,,29,,,,,,,,,
,,117,130,55.5,50,17,4,,,,,,,R37,,,,R37,150,,199,65,200,70,,74,,,,,,,,,,,12,,,,65,,,,,,,,,
,,,,,,,2.5,,,,,,,R38,,,,R38,136,,138,62,130,63,,61,,,,,,,,,,,8.5,,,,49,,,,,,,,,
,,,,,,,15,,,,,,,R39,,,,R39,139,,167,63,150,66.5,,65,,,,,,,,,,,9,,,,53,,,,,,,,,
,,,,,,,6,,,,,,,R40,,,,R40,117,,121,58,,59.5,,,,,,,,,,,,,6.5,,,,45,,,,,,,,,
,,,,,11,9,12.5,,,,,,,R41,,,,R41,139,,124,62,,59.5,,,,,,,,,,,,,7,,,,22,,,,,,,,,
,,,,,,,19.5,,,,,,,R42,,,,R42,189,,170,70.5,225,67,,75,,,,,,,,,,,4.5,,,,40,,,,,,,,,
,,,,,65,,,,,,,,,R43,,,,R43,140,,171,62,,68,,,,,,,,,,,,,6,,,,37,,,,,,,,,
,,,,,4.5,23,6,,,,,,,R44,,,,R44,207,,169,72,,66.5,,,,,,,,,,,,,10,,,,51,,,,,,,,,
,,,,,4,29,10.5,,,,,,,R45,,,,R45,130,,168,58,220,66,,74.5,,,,,,,,,,,11,,,,56,,,,,,,,,
,,,,,,,9,,,,,,,R46,,,,R46,181,,170,68,162,68,,65.5,,,,,,,,,,,12,,,,56,,,,,,,,,
,,,,,,,4.5,,,,,,,R47,,,,R47,190,,231,70,167,74,119,67.5,,60,,,,,,,,,14.5,,,,53.5,,,,,,,,,
,,,,69,25,15,13,,,,,,,R48,,,,R48,132,,157,60.5,,63.5,,,,,,,,,,,,,9,,,,26,,,,,,,,,
,,,,,33,7.5,28.5,,,,,,,R49,,,,R49,126,,119,59,,58.5,,,,,,,,,,,,,5,,,,27.5,,,,,,,,,
,,,,,3,,,,,,,,,R50,,,,R50,113,,129,57,,61,,,,,,,,,,,,,7,,,,54,,,,,,,,,
,,,,,10.5,11,5,,,,,,,R51,,,,R51,140,,156,63,,65,,,,,,,,,,,,,5.5,,,,20.5,,,,,,,,,
,,,,,12.5,,,,,,,,,R52,,,,R52,123,,,58.5,,,,,,,,,,,,,,,5,,,,16,,,,,,,,,
,,,,,-5,,,,,,,,,R53,,,,R53,137,,143,63,154,62.5,126,64.5,145,60,169,63,,,,,,,12,,,,94,,,,,,,,,
,,,,,17.5,12.5,15,,,,,,,R54,,,,R54,172,,119,65.5,,59.5,,,,,,,,,,,,,5.5,,,,18,,,,,,,,,
,,,,,,,21.5,,,,,,,R55,,,,R55,126,,164,62,146,66.5,,65,,,,,,,,,,,7,,,,39,,,,,,,,,
,,,,,16.5,18,8,,,,,,,R56,,,,R56,140,,250,62.5,,75,,,,,,,,,,,,,9,,,,15.5,,,,,,,,,
,,,,,3,,,,,,,,,R57,,,,R57,135,,239,60.5,,73,,,,,,,,,,,,,7.5,,,,29.5,,,,,,,,,
,,,,,2,22.5,4.5,,,,,,,R58,,,,R58,181,,168,68.5,154,68,170,64.5,150,65.5,,62.5,,,,,,,16.5,,,,111,,,,,,,,,
,,,,,4.5,19,23,,,,,,,R59,,,,R59,196,,181,71,173,69,,66,,,,,,,,,,,7,,,,39,,,,,,,,,
,,,,,,,14.5,,,,,,,R60,,,,R60,147,,259,63,222,75,117,73,150,60,,63.5,,,,,,,17,,,,132,,,,,,,,,
,,85,87,40,9,10,28,,,,,,,R61,,,,R61,182,,160,68.5,,67,,,,,,,,,,,,,4.5,,,,40,,,,,,,,,
,,,46,37.5,32,41.5,2,,,,,,,R62,,,,R62,130,,156,59,228,58.5,128,72.5,,65,,,,,,,,,10,,,,93.5,,,,,,,,,
,,,,,,,,15.5,7.5,,,,,R63,,,,R63,230,,130,74,,62,,,,,,,,,,,,,6.5,,,,32.5,,,,,,,,,
,,,,,,,,,15,12,13,,,R64,,,,R64,134,,,62.5,,,,,,,,,,,,,,,5,,,,29,,,,,,,,,
,,,,,,,,,,,4,,,R65,,,,R65,164,,,67,,,,,,,,,,,,,,,5,,,,3.5,,,,,,,,,
,,,,,,,,,,,6,,,R66,,,,R66,174,,180,62.5,,69.5,,,,,,,,,,,,,5.5,,,,39,,,,,,,,,
,,,,,,,,,,,7.5,,,R67,,,,R67,149,,,64,,,,,,,,,,,,,,,5,,,,11,,,,,,,,,
,,,,,,,,,,,13.5,,,R68,,,,R68,150,,142,65,,63.5,,,,,,,,,,,,,6.5,,,,38,,,,,,,,,
,,,,55,6.5,26,12,15,5,12,5,,,R69,,,,R69,148,,147,63,138,63,,64,,,,,,,,,,,8,,,,71,,,,,,,,,
,,,,,,,,,,,20,,,R70,,,,R70,180,,145,64.5,,62,,,,,,,,,,,,,8,,,,69,,,,,,,,,
,,,,20,11,12,4.5,,,,,,,R71,,,,R71,134,,165,61,201,68,,71.5,,,,,,,,,,,7,,,,57,,,,,,,,,
,,,,,,,,6,9,,,,,R72,,,,R72,162,,170,64,,62.5,,,,,,,,,,,,,5,,,,32,,,,,,,,,
,,,,,,,,,-5,,,,,R73,,,,R73,183,,180,65.5,,66.5,,,,,,,,,,,,,9,,,,58,,,,,,,,,
,,,,48.5,5,,,,,,,,,R74,,,,R74,235,,207,70,173,69,,77.5,,,,,,,,,,,15.5,,,,80,,,,,,,,,
,,,,,25,11.5,16,,,,,,,R75,,,,R75,229,,138,78,142,61,,63.5,,,,,,,,,,,7,,,,70,,,,,,,,,
,,,,,,,6,,,,,,,R76,,,,R76,136,,198,61,,68,,,,,,,,,,,,,5,,,,34,,,,,,,,,
,,,,,,,12,,,,,,,R77,,,,R77,152,,119,65.5,,60,,,,,,,,,,,,,6,,,,33,,,,,,,,,
,,,,,6,30,27,,,,,,,R78,,,,R78,172,,147,67,,63,,,,,,,,,,,,,8,,,,35,,,,,,,,,
,,,,,,,6,,,,,,,R79,,,,R79,181,,179,69,214,69.5,,72.5,,,,,,,,,,,12,,,,74,,,,,,,,,
,,,,,,,12,,,,,,,R80,,,,R80,152,,148,65.5,197,63.5,,70,,,,,,,,,,,17.5,,,,93,,,,,,,,,
,,,,,,,4,,,,,,,R81,,,,R81,200,,164,71,,70,,,,,,,,,,,,,15,,,,67,,,,,,,,,
,,,,,,,3.5,,,,,,,R82,,,,R82,220,,141,73.5,195,63,204,73.5,,78.5,,,,,,,,,16.5,,,,83,,,,,,,,,
,,,,,5,13,16,,,,,,,R83,,,,R83,143,,165,64,155,65.5,,65,,,,,,,,,,,9.5,,,,56,,,,,,,,,
,,,,,,,6,,,,,,,R84,,,,R84,139,,164,63.5,121,65,,60,,,,,,,,,,,7.5,,,,55,,,,,,,,,
,,,,,,,,25,42,,,,,R85,,,,R85,172,,200,66,203,70.5,,71,,,,,,,,,,,15,,,,67,,,,,,,,,
,,,,,,,,,10,9,7,,,R86,,,,R86,203,,201,68.5,,69.5,,,,,,,,,,,,,8.5,,,,46,,,,,,,,,
,,,,,,,,,12,17.5,5,,,R87,,,,R87,185,,193,65.5,,69,,,,,,,,,,,,,8,,,,32,,,,,,,,,
,,,,,,,,,,,3,,,R88,,,,R88,206,,189,71.5,,67,,,,,,,,,,,,,7.5,,,,31,,,,,,,,,
,,,,,,,,,,,17,,,R89,,,,R89,175,,180,71,,68,,,,,,,,,,,,,12,,,,49,,,,,,,,,
,,,,,,,,,,,15,,,R90,,,,R90,211,,141,91,,61.5,,,,,,,,,,,,,11.5,,,,47,,,,,,,,,
,,,,,,,,,,,1.5,,,R91,,,,R91,122,,,61.5,,,,,,,,,,,,,,,6,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,R92,,,,R92,198,,220,72,,75,,,,,,,,,,,,,5.5,,,,47,,,,,,,,,
,,,,,,,,44,22,21.5,6.5,,,R93,,,,R93,215,,184,69,122,68,,59,,,,,,,,,,,15,,,,72,,,,,,,,,
,,,,,,,,,,,5,,,R94,,,,R94,173,,180,67,178,68.5,,68,,,,,,,,,,,11.5,,,,63,,,,,,,,,
,,,,,,,,,7,45,5.5,11.5,11,R95,,,,R95,212,,,73,,,,,,,,,,,,,,,5.5,,,,21,,,,,,,,,
,,,,,,,,,,,25,14.5,3.5,R96,,,,R96,165,,153,67,,62,,,,,,,,,,,,,8,,,,42,,,,,,,,,
,,,,,,,,,,,,,0,R97,,,,R97,192,,182,70.5,165,68,,65,,,,,,,,,,,10,,,,60,,,,,,,,,
,,,,,,,,,,,,21,20,R98,,,,R98,224,,191,75,183,69,,67.5,,,,,,,,,,,14.5,,,,45,,,,,,,,,
,,,,,,,,,,,,7.5,14,R99,,,,R99,162,,174,65,,71,,,,,,,,,,,,,7.5,,,,34,,,,,,,,,
,,,,,,,,,,,,,12,R100,,,,R100,135,,197,62,,70,,,,,,,,,,,,,6,,,,38,,,,,,,,,
,,,,,,,,,,,,,17,R101,,,,R101,166,,166,67,171,66.5,,65.5,,,,,,,,,,,8,,,,31,,,,,,,,,
,,,,,,,,,,,,,-7.5,R102,,,,R102,173,,196,66,148,71.5,,63,,,,,,,,,,,9,,,,47,,,,,,,,,
,,,,,,,,,,,,,3.5,R103,,,,R103,174,,187,67,,69.5,,,,,,,,,,,,,9,,,,31,,,,,,,,,
,,,,,,,,,,,,,9,R104,,,,R104,171,,134,67.5,176,63.5,,68.5,,,,,,,,,,,5,,,,64,,,,,,,,,
,,,,,,,,,,,,,5.5,R105,,,,R105,231,,233,73,159,74,,69,,,,,,,,,,,10,,,,35,,,,,,,,,
,,,,,,,,,,,,,3,R106,,,,R106,137,,193,62,153,69,,65,,,,,,,,,,,14.5,,,,69,,,,,,,,,
