Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
,Arbre N° : 14,,Ligne N° : 13,,Variété : ,Nectarinier N 46-28,,,,Parcelle : 1314,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tronc,,charpant,,1 er ss charpant,,2 éme ss charpant,,3 éme ss charpant,,4éme charpant,,5éme charpant,,Rameaux,,,FRUIT 1,,FRUIT 2,,FRUIT 3,,FRUIT 4,,FRUIT 5,,FRUIT 6,,FRUIT 7,,,
Diam,Long,Diam,long,Diam,long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,,
75,23,36.2,113,17.3,10.4,,,,,,,,,R 1,8,36,140,64.9,50,46.99,,,,,,,,,,,2.0,
75,23,36.2,113,17.3,14.4,10.9,6.5,,,,,,,R 2,5.5,26,80,54.09,,,,,,,,,,,,,1.0,
75,23,36.2,137,18,13,,,,,,,,,R 3,8,80,130,63.65,,,,,,,,,,,,,1.0,
75,23,36.2,139,11,7,,,,,,,,,R 4,7.2,50.5,160,69.02,,,,,,,,,,,,,1.0,
75,23,36.2,155,44.7,77,19.8,14.6,,,,,,,R 5,9.5,32,,,,,,,,,,,,,,,0.0,
75,23,36.2,155,44.7,77,19.8,17.1,12,6.5,,,,,R 6,7.5,54.5,140,65.6,70,56.84,,,,,,,,,,,2.0,
75,23,36.2,157.5,26.2,1,14.4,3.5,7,6.7,,,,,R 7,4.5,25,,,,,,,,,,,,,,,0.0,
75,23,36.2,157.5,26.2,1,14.4,3.5,7,10.2,,,,,R 8,4,25,150,65.3,,,,,,,,,,,,,1.0,
75,23,36.2,162,77,6.8,16.1,3.5,,,,,,,R 9,6.1,42,160,66.24,150,67.29,90,54.25,,,,,,,,,3.0,
75,23,36.2,166.5,77,8.6,10.1,31.4,,,,,,,R 10,5,38,110,59.45,,,,,,,,,,,,,1.0,
75,23,36.2,166.5,77,29.1,27.6,1,13.1,1.2,,,,,R 11,5.6,40,,,,,,,,,,,,,,,0.0,
75,23,36.2,166.5,77,29.1,27.6,2,19.8,1.5,7.7,6,,,R 12,6.2,45,160,67.81,,,,,,,,,,,,,1.0,
75,23,36.2,166.5,77,80.1,20.8,3.5,11.5,2.5,,,,,R 13,6,47.2,,,,,,,,,,,,,,,0.0,
75,23,36.2,166.5,77,98.1,21.9,6,13.5,2,7.4,3.8,,,R 14,5.5,45,190,71.85,160,68.14,170,73.87,120,63.13,,,,,,,4.0,
75,23,36.2,166.5,77,98.1,21.9,6,13.5,2,7.4,4.3,,,R 15,11,82,170,71.5,180,70.44,,,,,,,,,,,2.0,
75,23,36.2,166.5,77,101.6,38.4,14.7,26.5,4.5,,,,,R 16,8.9,71,170,73.46,,,,,,,,,,,,,1.0,
75,23,36.2,166.5,77,101.6,38.4,14.7,26.5,12,13.2,19,,,R 17,5.7,37.5,170,71.29,,,,,,,,,,,,,1.0,
75,23,36.2,166.5,77,101.6,38.4,14.7,26.5,12,13.2,44.5,,,R 18,6.5,56,,,,,,,,,,,,,,,0.0,
75,23,36.2,189.3,,,,,,,,,,,R 19,6,35,150,64.52,150,66.13,,,,,,,,,,,2.0,
75,23,36.2,191.3,17,13.5,,,,,,,,,R 20,7.5,75,140,64.72,,,,,,,,,,,,,1.0,
75,23,36.2,193.60000000000002,54.8,2.5,,,,,,,,,R 21,9.2,100.7,150,67.06,170,69.32,80,56.06,,,,,,,,,3.0,
75,23,36.2,202.60000000000002,56.1,3.5,28.6,13.5,17.1,0.5,,,,,R 22,6.2,56,,,,,,,,,,,,,,,0.0,
75,23,36.2,202.60000000000002,56.1,3.5,28.6,21.1,18.3,0,,,,,R 23,6.7,37,100,60.54,120,59.7,,,,,,,,,,,2.0,
75,23,36.2,202.60000000000002,56.1,3.5,28.6,79.1,16.7,0,9.2,4,8.5,32.6,R 24,5.1,37,100,57.82,,,,,,,,,,,,,1.0,
75,23,36.2,229.60000000000002,53.5,8,14.1,1,,,,,,,R 25,7.8,59.5,70,52.22,120,64.91,110,58.42,,,,,,,,,3.0,
75,23,36.2,229.60000000000002,53.5,16,43.7,30,38.5,18,11.2,13.3,,,R 26,11.7,66,130,63.82,80,52.04,90,56.59,60,41.09,,,,,,,4.0,
75,23,36.2,229.60000000000002,53.5,16,43.7,30,38.5,19,30.4,16.3,,,R 27,9.3,84,130,64.17,150,65.97,180,72.7,130,65.1,,,,,,,4.0,
75,23,36.2,229.60000000000002,53.5,16,43.7,30,38.5,20,30.4,31,,,R 28,7.4,51.5,160,69.38,130,61.94,,,,,,,,,,,2.0,
75,23,36.2,229.60000000000002,53.5,16,43.7,30,38.5,38,13.4,3.2,,,R 29,5.2,35.5,150,67.19,120,60.53,,,,,,,,,,,2.0,
75,23,36.2,229.60000000000002,53.5,16,43.7,30,38.5,44.5,,,,,R 30,8.4,66.2,110,59.7,100,62,140,63.51,,,,,,,,,3.0,
75,23,36.2,229.60000000000002,53.5,16,43.7,31,34.1,0,,,,,R 31,7,73,160,66.43,150,65.8,160,69.6,,,,,,,,,3.0,
75,23,36.2,259.6,63.4,23,38.9,4.5,,,,,,,R 32,10.4,81,160,67.61,160,68.56,130,62.11,180,68.67,,,,,,,4.0,
75,23,36.2,259.6,63.4,35,22.9,11,,,,,,,R 33,7.4,64.5,120,60.92,,,,,,,,,,,,,1.0,
75,23,36.2,259.6,63.4,35,22.9,35.5,,,,,,,R 34,8,47,160,70.59,150,65.16,,,,,,,,,,,2.0,
75,23,36.2,259.6,63.4,35,22.9,38,,,,,,,R 35,6,46.5,180,69.47,180,69.36,,,,,,,,,,,2.0,
75,23,36.2,278.1,47.5,0,20,7.7,,,,,,,R 36,4.8,23,140,65.72,,,,,,,,,,,,,1.0,
75,23,36.2,278.1,47.5,3,20.7,2.5,,,,,,,R 37,4.8,24,200,73.46,110,58.15,100,59.64,,,,,,,,,3.0,
75,23,36.2,278.1,47.5,3,20.7,5,9.9,6.7,,,,,R 38,7.4,67.5,,,,,,,,,,,,,,,0.0,
75,23,36.2,278.1,47.5,4,31.2,5,,,,,,,R 39,11.5,86,170,69.35,140,62.97,190,71.94,,,,,,,,,3.0,
75,23,36.2,282.1,55,21,,,,,,,,,R 40,8.3,77,90,55.11,130,66.49,90,57.26,140,68.97,,,,,,,4.0,
75,23,36.2,282.1,55,35,11,1.5,,,,,,,R 41,7,44.7,200,74.37,200,74.45,,,,,,,,,,,2.0,
75,23,36.2,282.1,55,52,32.7,17.3,,,,,,,R 42,6.2,40,190,71.52,240,79.52,,,,,,,,,,,2.0,
75,23,36.2,282.1,55,52,32.7,36.3,,,,,,,R 43,6.4,33.4,130,63.68,,,,,,,,,,,,,1.0,76.0
75,30,40,48,55.6,48,9.2,4,,,,,,,R 44,4.5,29,110,58.39,80,52.59,,,,,,,,,,,2.0,
75,30,40,48,55.6,75,31.3,2,,,,,,,R 45,5.7,56,120,62.24,90,58.46,,,,,,,,,,,2.0,
75,30,40,48,55.6,90,14.9,3,,,,,,,R 46,8.3,58,120,63.75,100,58.67,110,59.7,,,,,,,,,3.0,
